Transcript_ID,HUVEC_low1,HUVEC_low2,HUVEC_low3,HUVEC_high1,HUVEC_high2,HUVEC_high3,HUVEC_high4,HUAEC_low1,HUAEC_low2,HUAEC_low3,HUAEC_low4,HUAEC_high1,HUAEC_high2,HUAEC_high3,HUAEC_high4
ENST00000355295.5,3,1,1,0,1,3,1,0,3,8,2,1,0,3,4
ENST00000355296.8,11,9,2,3,3,8,4,5,4,12,9,4,0,9,10
ENST00000355299.8,7,1,1,9,2,5,4,7,5,6,10,7,3,8,3
ENST00000355312.8,8,7,2,10,4,5,0,8,8,13,6,8,0,6,3
ENST00000355315.8,85,101,78,285,191,336,145,299,392,438,343,450,63,407,294
ENST00000355327.7,0,0,0,0,4,1,1,2,3,0,1,0,0,0,0
ENST00000355338.6,20,16,8,22,29,19,12,35,52,43,35,23,9,26,22
ENST00000355341.8,6,7,3,7,2,4,6,2,3,4,4,5,0,5,0
ENST00000355346.9,24,14,8,39,31,59,49,20,54,40,35,35,12,31,25
ENST00000355354.13,18,15,6,17,12,13,18,14,26,32,19,20,2,21,15
ENST00000355356.3,7,5,6,2,4,14,6,9,8,13,5,6,0,11,0
ENST00000355358.1,1,0,0,2,2,2,4,1,0,0,0,0,0,3,0
ENST00000355360.8,4,0,1,0,1,0,0,0,0,0,2,0,0,0,0
ENST00000355371.9,4,3,4,4,6,3,2,5,3,8,4,0,0,4,4
ENST00000355372.6,4,4,0,15,7,5,5,4,9,8,8,5,2,5,6
ENST00000355379.3,2,4,6,9,9,12,7,14,6,23,17,15,3,9,4
ENST00000355387.6,10,8,3,8,11,8,11,3,22,19,7,9,2,6,7
ENST00000355396.7,5,2,7,4,5,6,5,9,4,22,10,13,2,13,10
ENST00000355415.7,0,0,0,2,0,1,0,0,0,4,0,0,0,0,1
ENST00000355417.7,3,3,3,6,0,4,9,5,3,10,2,7,2,4,0
ENST00000355423.7,8,7,7,10,7,17,5,9,17,18,14,12,6,10,6
ENST00000355426.8,484,344,207,498,381,392,249,196,363,427,287,161,36,185,135
ENST00000355431.8,0,2,0,0,0,0,0,0,3,5,0,2,0,0,2
ENST00000355443.9,7,0,0,0,6,3,3,2,4,4,5,7,0,0,3
ENST00000355445.7,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0
ENST00000355446.9,0,0,0,1,4,0,2,0,0,3,1,1,0,0,0
ENST00000355451.8,14,11,4,19,10,15,8,5,18,18,8,13,3,6,5
ENST00000355460.6,12,17,11,29,12,22,13,25,49,27,20,20,4,27,14
ENST00000355467.6,7,4,1,3,5,5,1,3,5,5,8,3,0,3,3
ENST00000355468.7,2,4,2,3,4,3,3,3,17,12,14,6,2,12,3
ENST00000355472.10,0,0,2,1,4,4,2,4,5,3,2,5,0,3,2
ENST00000355476.8,0,3,3,0,0,2,0,3,3,1,1,0,0,2,2
ENST00000355478.6,2,2,0,4,5,0,0,4,4,0,0,0,0,0,0
ENST00000355480.10,21,26,24,23,35,20,25,21,36,22,19,25,4,24,16
ENST00000355485.7,6,4,0,8,3,10,2,7,12,6,7,2,0,2,0
ENST00000355491.5,35,21,16,30,33,47,21,33,49,62,46,20,6,26,34
ENST00000355496.9,3,3,4,5,3,6,8,5,5,7,5,5,2,10,4
ENST00000355498.6,4,0,1,0,0,2,0,0,3,1,1,5,0,0,0
ENST00000355499.9,2,1,2,3,0,0,3,1,0,2,3,1,0,1,1
ENST00000355504.4,2,0,0,0,0,3,0,0,3,0,0,0,0,0,1
ENST00000355520.6,1,2,1,0,3,1,3,1,2,0,1,1,0,1,1
ENST00000355522.5,0,0,0,0,0,1,1,10,6,20,5,4,0,2,3
ENST00000355527.8,33,11,10,31,25,28,21,15,49,30,28,26,1,12,23
ENST00000355528.9,0,0,0,2,2,1,0,1,3,3,2,0,0,0,0
ENST00000355540.7,5,4,3,16,7,11,12,5,17,13,4,3,3,7,4
ENST00000355552.8,2,2,3,3,8,5,2,2,7,5,8,3,0,5,7
ENST00000355557.7,2,2,0,0,0,0,2,0,0,3,3,0,0,5,3
ENST00000355560.4,1,0,0,1,3,5,0,0,0,1,5,0,2,1,1
ENST00000355572.6,3,4,0,12,2,10,4,8,5,8,8,9,0,8,7
ENST00000355585.9,15,1,11,5,6,2,6,7,6,10,10,9,1,9,4
ENST00000355610.9,1,5,4,3,2,4,3,2,3,0,4,3,1,1,0
ENST00000355619.10,4,1,0,2,12,9,4,2,2,6,7,2,1,7,8
ENST00000355621.8,25,14,22,25,25,27,25,20,24,31,25,10,8,17,14
ENST00000355622.8,7,6,1,10,4,0,2,6,10,15,3,6,0,3,3
ENST00000355624.8,2,3,0,1,3,0,0,1,0,0,0,0,0,1,2
ENST00000355628.9,0,2,0,3,3,0,0,0,2,4,3,0,0,3,0
ENST00000355630.10,4,0,0,3,2,3,7,2,6,10,5,3,0,1,4
ENST00000355640.3,4,0,1,0,2,0,3,0,14,6,3,3,0,7,0
ENST00000355650.4,1,0,0,1,0,3,0,0,0,0,0,2,0,0,2
ENST00000355653.8,79,100,57,122,113,103,102,63,111,121,82,77,17,107,80
ENST00000355654.6,6,8,0,19,12,5,6,9,8,12,13,6,3,15,6
ENST00000355665.7,10,6,0,5,6,6,2,0,9,9,4,7,0,5,3
ENST00000355667.11,15,8,9,10,9,9,6,2,14,21,3,14,0,8,2
ENST00000355673.8,6,1,5,10,6,5,5,7,6,8,0,2,1,5,0
ENST00000355674.9,0,4,3,2,2,6,0,2,0,6,2,6,0,7,0
ENST00000355680.8,16,7,6,14,12,17,10,13,21,9,12,23,0,13,6
ENST00000355683.9,1,2,2,3,7,5,1,0,4,3,5,1,0,0,2
ENST00000355684.6,0,0,0,0,2,4,0,1,0,5,2,0,0,2,1
ENST00000355689.6,1,0,1,0,7,0,0,0,0,0,0,0,0,0,2
ENST00000355693.5,14,24,16,129,59,220,39,176,248,248,229,182,38,201,174
ENST00000355697.7,2,4,0,8,9,7,4,13,14,25,11,7,0,15,8
ENST00000355700.9,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0
ENST00000355703.4,11,5,2,5,4,3,5,5,10,13,10,7,0,4,5
ENST00000355704.7,0,0,0,2,3,0,0,5,11,11,10,1,0,1,3
ENST00000355716.5,3,9,0,2,3,2,4,1,4,9,7,11,0,1,2
ENST00000355725.8,0,0,0,0,1,4,0,1,0,4,4,0,0,0,0
ENST00000355727.3,0,2,0,0,2,0,0,1,0,7,0,0,0,0,0
ENST00000355731.8,1678,2106,1757,8527,4406,12972,2841,10651,14110,14654,14412,13553,2653,14126,11148
ENST00000355749.7,107,105,77,361,227,475,163,315,491,477,474,508,85,483,337
ENST00000355754.7,1,2,4,12,2,8,4,32,53,74,55,30,5,36,40
ENST00000355758.9,5,2,0,8,6,6,7,6,6,7,3,5,0,2,3
ENST00000355765.11,2,6,3,3,1,3,3,4,3,7,5,0,0,1,0
ENST00000355772.8,0,0,0,3,1,0,0,5,3,5,3,4,0,4,0
ENST00000355773.6,6,0,0,2,5,4,5,3,5,2,5,6,1,6,1
ENST00000355774.7,2,0,0,3,0,0,0,0,0,2,0,0,0,6,0
ENST00000355780.9,8,2,0,5,3,4,3,4,4,5,4,3,0,3,2
ENST00000355790.8,5,0,3,7,6,0,2,0,8,0,0,0,0,0,3
ENST00000355797.7,10,4,4,12,8,1,11,9,17,26,11,7,0,15,5
ENST00000355801.4,281,419,345,1370,846,1617,549,1653,2313,2454,2291,2207,372,2152,1713
ENST00000355803.9,2,2,3,6,6,3,1,6,2,7,3,9,2,4,5
ENST00000355808.10,13,18,10,17,12,16,14,16,22,27,17,14,8,21,6
ENST00000355815.8,10,4,5,12,8,4,3,5,15,6,10,7,0,4,2
ENST00000355826.10,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0
ENST00000355832.10,3,0,2,0,1,1,2,2,4,5,4,2,0,0,0
ENST00000355836.9,43,37,25,37,47,39,47,33,46,43,36,26,2,35,49
ENST00000355837.4,0,0,2,0,0,2,0,0,0,1,0,1,1,0,0
ENST00000355839.10,1,5,2,8,10,7,3,4,9,10,17,9,0,3,7
ENST00000355841.7,30,65,19,57,41,71,44,37,56,81,54,65,7,71,18
ENST00000355842.7,6,11,11,11,7,22,16,7,25,9,21,17,1,17,9
ENST00000355848.7,6,7,0,21,14,26,5,12,14,19,21,23,5,28,14
ENST00000355852.6,3,2,0,6,1,9,3,0,7,11,7,4,0,4,3
ENST00000355854.8,0,1,3,3,0,0,1,0,1,0,0,0,1,1,0
ENST00000355857.8,438,635,569,2693,1299,4082,964,4008,5497,5898,5535,4591,910,5035,3748
ENST00000355860.7,0,0,2,0,1,3,0,4,2,4,2,3,2,3,3
ENST00000355867.9,9,14,3,10,5,2,7,5,13,11,9,1,2,4,6
ENST00000355893.11,0,0,0,2,0,5,1,0,0,1,0,0,0,1,1
ENST00000355898.6,3,0,3,4,0,0,0,0,2,0,0,0,0,0,2
ENST00000355899.8,71,55,41,72,65,57,60,46,87,89,76,56,21,57,44
ENST00000355904.9,15,11,8,15,16,10,5,15,16,33,12,9,1,8,13
ENST00000355917.7,7,3,2,10,5,4,6,6,4,0,3,2,0,8,5
ENST00000355937.9,20,12,5,26,11,27,6,17,31,37,34,22,13,43,43
ENST00000355938.9,212,274,230,1298,635,1975,466,1243,1762,1836,1770,1758,334,1778,1432
ENST00000355943.8,3,2,0,7,1,3,7,2,5,8,3,6,0,4,4
ENST00000355946.7,5,1,0,0,0,0,0,3,1,0,0,2,0,0,0
ENST00000355947.6,7,0,3,5,0,2,2,4,4,3,4,3,0,2,0
ENST00000355951.2,0,2,0,0,1,3,0,4,6,1,2,6,0,3,0
ENST00000355954.7,5,2,0,8,2,4,0,3,3,0,3,0,0,0,0
ENST00000355956.6,4,4,0,6,3,2,4,3,8,9,6,4,0,0,0
ENST00000355957.9,6,0,1,0,2,3,1,0,0,6,6,0,0,4,4
ENST00000355961.8,0,0,0,4,0,0,4,0,2,0,0,2,0,0,0
ENST00000355968.10,743,1825,1249,10318,3711,19141,1875,12187,15010,15840,14778,14279,3484,16552,12575
ENST00000355969.11,5,1,4,2,3,6,0,3,7,7,7,1,0,3,2
ENST00000355972.8,3,0,3,7,0,3,4,3,3,2,2,7,0,3,6
ENST00000355977.10,5,1,2,2,5,3,2,4,4,6,5,3,0,3,1
ENST00000355991.9,13,9,5,6,11,13,7,10,10,12,6,6,4,2,3
ENST00000355992.7,10,8,5,7,5,17,7,10,16,8,11,5,3,8,7
ENST00000355995.9,6,6,5,3,0,2,2,1,2,0,0,0,0,5,2
ENST00000355999.5,8,2,2,0,0,4,3,0,6,0,0,0,0,4,0
ENST00000356000.7,38,33,12,29,33,22,19,20,60,37,21,26,6,14,18
ENST00000356003.6,4,8,4,6,5,0,4,2,7,7,7,3,0,4,3
ENST00000356005.8,59,47,30,49,40,40,27,68,99,87,49,31,3,47,26
ENST00000356010.9,2,0,0,4,0,2,0,0,4,0,1,1,0,0,0
ENST00000356017.8,8,4,3,2,3,4,5,2,10,11,6,5,0,7,1
ENST00000356025.7,11,13,20,16,18,11,10,14,13,13,19,9,2,14,13
ENST00000356033.8,74,59,45,232,128,335,87,185,232,239,294,229,52,239,195
ENST00000356047.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ENST00000356053.7,51,32,37,55,59,44,43,26,32,40,27,19,6,40,21
ENST00000356056.10,1,1,1,2,0,2,0,1,1,2,1,2,0,2,0
ENST00000356057.9,7,5,3,4,4,7,5,4,16,6,0,4,2,6,4
ENST00000356063.9,12,4,4,5,14,16,6,5,16,6,9,10,0,5,4
ENST00000356064.3,1,6,1,10,9,5,5,8,9,17,5,9,0,4,9
ENST00000356073.8,9,13,6,11,8,8,4,4,4,12,6,2,1,5,2
ENST00000356079.9,8,6,2,16,8,5,6,8,8,16,11,16,0,13,9
ENST00000356080.9,6,3,0,9,5,10,6,3,2,2,4,7,0,0,0
ENST00000356082.9,0,2,2,2,2,3,1,0,0,0,1,2,0,0,0
ENST00000356083.8,2,2,0,0,0,5,1,2,0,2,3,0,0,0,0
ENST00000356090.8,1,4,1,5,3,4,2,3,12,12,5,5,5,5,1
ENST00000356091.11,7,6,0,2,0,5,4,2,4,10,1,4,0,0,3
ENST00000356098.9,0,1,0,0,0,4,1,2,0,3,1,3,0,5,2
ENST00000356107.11,0,0,0,2,0,3,2,0,6,5,0,5,0,3,0
ENST00000356124.8,2,3,0,0,1,3,3,1,3,2,4,0,0,1,2
ENST00000356126.8,12,22,18,43,19,49,14,44,36,50,42,32,7,31,31
ENST00000356128.4,0,0,1,3,1,0,0,1,1,0,1,0,0,7,1
ENST00000356132.9,0,0,0,0,0,2,0,0,3,0,3,0,0,0,0
ENST00000356134.9,2,0,0,0,0,0,0,0,0,2,6,7,0,0,0
ENST00000356136.8,4,4,8,6,3,5,6,10,6,8,6,4,0,4,0
ENST00000356142.4,8,3,0,2,2,2,1,26,73,53,28,27,3,39,17
ENST00000356143.5,9,3,2,10,3,4,2,8,7,9,10,3,2,10,5
ENST00000356147.3,4,2,5,5,3,2,6,5,5,6,7,3,0,6,6
ENST00000356150.10,0,0,0,0,0,0,2,0,0,3,1,0,0,0,2
ENST00000356151.7,0,3,0,2,1,3,0,0,3,2,1,4,0,3,4
ENST00000356166.11,17,7,5,13,17,25,14,10,27,28,19,21,5,16,11
ENST00000356175.7,0,0,0,2,1,0,0,0,0,2,2,0,0,4,0
ENST00000356183.9,16,5,3,3,11,13,3,4,24,12,5,5,0,2,3
ENST00000356185.7,3,0,0,0,5,3,2,0,2,1,0,2,0,0,3
ENST00000356187.9,1,3,0,0,1,1,2,2,8,9,11,0,0,3,1
ENST00000356189.6,0,2,2,7,0,8,2,0,1,4,3,0,1,1,0
ENST00000356195.9,15,10,6,17,13,9,7,10,28,14,17,16,2,16,8
ENST00000356198.6,6,2,1,3,7,0,2,4,10,2,3,2,0,3,0
ENST00000356200.7,8,6,9,8,6,7,3,6,14,3,7,3,2,16,6
ENST00000356205.9,5,6,4,7,7,7,12,7,12,11,4,6,0,2,8
ENST00000356207.9,4,2,3,4,7,8,2,1,3,8,4,2,0,0,5
ENST00000356208.10,3,5,8,3,4,2,3,5,13,8,5,5,0,4,2
ENST00000356218.8,16,14,2,10,14,6,7,7,13,5,14,7,0,8,8
ENST00000356221.8,11,13,7,14,12,4,10,6,20,14,22,8,2,14,3
ENST00000356231.4,0,1,2,0,0,5,0,0,2,2,4,2,0,0,0
ENST00000356232.10,2,3,4,6,2,9,7,7,9,9,6,6,0,0,7
ENST00000356239.8,0,2,0,0,1,0,2,1,2,1,0,0,0,0,0
ENST00000356244.8,59,29,29,86,73,83,49,46,62,88,38,39,7,41,56
ENST00000356245.8,16,7,0,13,11,13,4,11,14,9,6,5,3,8,4
ENST00000356247.4,3,10,0,2,0,1,3,2,4,1,5,7,0,0,1
ENST00000356260.10,7,1,3,3,7,6,3,1,8,6,5,8,1,2,2
ENST00000356271.7,6,8,8,27,9,12,5,8,7,17,5,7,0,11,10
ENST00000356286.10,4,3,2,5,1,0,4,3,6,2,0,2,2,3,2
ENST00000356296.8,5,4,1,9,3,2,7,1,5,4,8,3,0,3,1
ENST00000356303.7,1041,961,616,1008,1258,815,1006,791,1283,1499,1026,776,170,771,676
ENST00000356309.8,8,10,3,7,4,0,4,6,15,13,4,9,0,10,7
ENST00000356311.10,1,1,0,2,2,2,0,0,7,1,2,1,0,2,0
ENST00000356317.8,9,2,6,10,2,0,5,0,3,4,0,4,0,0,4
ENST00000356321.4,5,4,1,10,5,8,8,5,15,14,2,4,0,9,5
ENST00000356322.10,0,0,0,2,0,0,0,0,2,1,2,2,0,0,0
ENST00000356327.9,13,5,6,8,18,3,11,8,13,23,22,11,1,20,6
ENST00000356331.10,3,4,0,2,2,4,3,5,5,6,6,13,0,2,0
ENST00000356338.11,6,6,2,6,11,10,0,5,9,18,7,7,0,3,5
ENST00000356341.8,0,2,0,2,0,0,0,0,0,0,0,2,0,0,4
ENST00000356346.7,19,20,8,19,15,9,10,19,21,32,16,6,0,7,7
ENST00000356347.3,1,0,0,1,0,2,0,3,2,1,0,0,0,2,2
ENST00000356348.6,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2
ENST00000356352.6,1,5,2,4,2,5,0,8,2,2,4,10,2,5,1
ENST00000356357.9,6,4,4,2,1,5,2,7,16,14,8,0,0,1,6
ENST00000356362.6,4,5,2,6,4,6,0,2,4,8,2,4,2,9,3
ENST00000356384.4,5,14,6,6,6,10,7,4,14,15,17,5,0,7,10
ENST00000356385.8,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1
ENST00000356386.6,0,0,2,4,3,0,2,2,0,2,2,0,0,1,2
ENST00000356387.6,14,13,5,4,13,7,2,11,25,19,12,10,1,10,6
ENST00000356388.9,0,0,0,0,0,3,1,5,1,1,3,1,0,0,1
ENST00000356396.8,2,0,2,0,0,0,3,0,0,1,0,2,0,3,3
ENST00000356401.9,8,10,3,10,11,5,14,3,5,5,9,2,0,14,3
ENST00000356404.8,0,0,0,0,0,3,2,0,0,0,0,3,0,4,2
ENST00000356406.10,10,2,4,11,3,5,4,3,10,3,7,5,0,3,2
ENST00000356413.5,10,20,3,28,16,27,12,18,19,23,30,19,0,16,19
ENST00000356415.5,25,19,13,22,16,15,10,17,17,21,12,16,3,22,2
ENST00000356432.8,15,11,8,5,13,9,12,18,27,22,31,8,3,5,10
ENST00000356433.10,3,1,2,5,2,2,2,10,14,13,9,6,2,12,14
ENST00000356436.8,8,4,3,5,10,6,2,14,20,15,7,10,2,12,13
ENST00000356438.7,9,2,0,4,0,4,0,3,4,2,3,0,0,7,0
ENST00000356442.4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
ENST00000356454.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
ENST00000356455.9,19,12,16,106,39,216,24,99,135,117,99,95,16,87,81
ENST00000356457.9,3,3,3,9,8,2,5,8,14,9,16,3,0,4,2
ENST00000356462.10,2,1,0,1,1,0,0,2,1,0,1,0,0,0,0
ENST00000356463.7,0,0,2,0,0,1,0,5,0,0,0,1,0,2,2
ENST00000356464.10,3011,4317,3440,13650,8210,18077,5823,16019,21612,23754,21600,21069,3684,20686,15783
ENST00000356467.5,5,4,7,1,2,3,1,2,6,3,5,2,1,2,5
ENST00000356476.3,5,0,0,4,1,4,3,4,6,1,6,5,0,3,5
ENST00000356487.11,56,40,18,65,45,57,31,55,88,126,64,40,6,44,39
ENST00000356488.8,5,1,2,9,4,7,3,3,10,3,2,4,0,1,2
ENST00000356489.9,0,0,2,0,4,2,3,3,2,0,0,0,3,0,0
ENST00000356493.10,36,45,26,74,51,80,28,56,92,95,73,50,12,78,92
ENST00000356499.2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0
ENST00000356508.9,2,1,0,4,0,3,1,3,3,4,0,0,0,0,0
ENST00000356509.7,16,3,4,36,15,26,10,19,28,27,29,22,1,15,13
ENST00000356511.6,0,0,0,2,1,1,1,2,1,1,2,3,0,1,1
ENST00000356521.9,1,3,2,11,5,16,6,8,19,21,8,10,4,16,16
ENST00000356522.4,11,7,7,21,18,25,26,18,27,34,25,30,3,28,20
ENST00000356527.9,5,6,7,13,12,5,12,16,17,12,15,15,3,11,8
ENST00000356530.6,1,3,0,1,0,1,0,0,1,0,3,0,0,1,0
ENST00000356537.9,21,11,8,23,33,18,10,36,29,40,22,17,3,20,15
ENST00000356554.7,6,4,5,6,4,3,1,4,9,7,8,6,1,1,1
ENST00000356575.9,2,0,0,2,1,3,4,0,2,0,0,0,0,5,2
ENST00000356576.8,6,2,4,2,2,3,2,2,4,3,0,7,0,2,0
ENST00000356577.10,17,15,13,21,15,32,14,10,16,26,24,20,0,19,10
ENST00000356583.9,0,2,1,1,3,0,2,0,0,5,0,0,0,0,1
ENST00000356584.8,2,4,0,0,2,0,0,0,2,0,0,0,0,0,0
ENST00000356591.5,1,0,2,2,0,1,0,0,3,0,0,0,0,0,0
ENST00000356607.9,4,5,3,7,7,7,1,6,4,10,5,7,0,6,6
ENST00000356628.4,18,4,8,8,10,4,13,21,31,22,23,32,5,26,10
ENST00000356634.7,0,4,6,0,0,2,5,1,6,1,0,0,1,0,2
ENST00000356637.9,0,0,0,3,0,3,0,2,0,0,3,0,0,0,0
ENST00000356638.8,32,35,21,39,36,25,32,35,45,60,31,40,9,22,23
ENST00000356641.7,6,3,0,6,6,3,0,7,6,6,11,13,0,5,4
ENST00000356644.7,3,3,0,0,3,5,6,0,0,2,3,1,0,1,0
ENST00000356648.5,38,27,17,43,34,44,36,22,57,50,38,35,7,34,24
ENST00000356654.8,23,20,17,37,30,28,18,31,26,28,18,33,5,18,15
ENST00000356657.10,56,51,47,133,88,162,62,108,153,169,155,90,29,140,116
ENST00000356663.8,17,7,6,10,16,0,7,12,15,34,20,12,0,9,7
ENST00000356674.8,23,37,19,49,38,57,22,29,38,50,49,30,5,43,27
ENST00000356683.7,3,2,0,8,4,8,2,6,14,12,2,4,1,9,5
ENST00000356688.8,25,13,11,27,18,15,20,6,29,26,10,3,3,13,7
ENST00000356698.9,1,2,0,3,0,2,0,7,10,29,18,11,4,9,9
ENST00000356708.12,65,50,40,183,130,372,60,259,284,324,332,261,92,348,307
ENST00000356709.9,0,0,0,0,0,0,2,2,2,2,0,3,0,0,0
ENST00000356714.6,10,17,9,63,21,89,17,51,59,63,66,47,10,63,59
ENST00000356716.8,0,0,3,0,0,0,0,0,0,3,2,0,3,0,2
ENST00000356721.3,6,5,0,0,0,3,0,2,0,0,0,3,0,4,0
ENST00000356725.9,1,1,0,3,1,9,0,3,3,8,0,3,0,5,0
ENST00000356731.9,21,17,7,28,25,18,8,21,16,42,21,14,10,19,11
ENST00000356736.5,1,0,0,5,3,0,0,1,0,2,0,1,0,2,0
ENST00000356751.8,2,0,0,0,0,3,0,3,6,0,3,3,0,5,2
ENST00000356763.8,2,2,0,3,3,3,3,3,1,3,1,1,1,0,1
ENST00000356769.7,187,318,237,1766,636,3465,289,2452,3000,3091,3027,2685,670,3262,2653
ENST00000356770.8,15,9,8,15,8,9,7,4,6,8,3,5,0,7,6
ENST00000356792.9,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENST00000356797.7,14,11,9,7,10,15,6,10,25,17,11,14,0,19,8
ENST00000356799.6,4,3,2,7,4,5,3,3,2,7,3,3,0,2,2
ENST00000356800.6,0,0,0,2,0,3,0,1,9,3,0,0,0,4,0
ENST00000356805.9,51,29,20,45,35,25,14,53,59,64,48,33,3,32,26
ENST00000356818.7,2,3,0,0,0,2,0,0,0,2,0,3,0,0,0
ENST00000356819.7,0,2,0,1,0,3,0,2,2,3,2,0,0,0,0
ENST00000356824.9,6,4,2,15,10,0,3,3,12,6,12,3,0,9,4
ENST00000356825.8,9,7,5,23,12,4,7,0,18,11,6,2,3,15,13
ENST00000356834.7,12,6,3,12,14,17,6,14,18,30,11,9,4,2,5
ENST00000356836.10,23,16,22,21,19,18,24,23,29,20,22,20,0,21,15
ENST00000356839.10,9,9,3,13,10,6,7,6,33,24,15,4,0,8,3
ENST00000356840.8,0,0,0,6,0,5,0,2,7,2,3,0,0,5,3
ENST00000356847.8,0,4,0,9,8,4,4,2,2,3,8,0,0,0,3
ENST00000356853.10,0,2,3,0,0,6,2,4,10,10,4,2,0,7,4
ENST00000356859.8,4,10,4,7,4,9,12,5,12,20,7,8,1,2,1
ENST00000356860.8,0,0,4,3,2,0,0,5,8,15,11,6,0,3,4
ENST00000356861.9,4,3,7,8,2,2,3,3,7,8,11,2,2,6,0
ENST00000356864.4,7,4,0,3,6,9,3,24,22,32,19,19,1,21,26
ENST00000356872.7,0,2,4,7,2,3,2,0,2,6,1,1,0,0,2
ENST00000356876.8,0,0,2,2,0,2,0,0,0,0,0,2,0,0,0
ENST00000356884.11,8,5,2,7,11,5,9,9,15,16,6,7,2,3,8
ENST00000356889.8,2,0,5,6,0,8,2,4,6,10,2,4,0,2,0
ENST00000356891.4,5,4,3,4,1,6,4,12,9,6,10,9,2,11,10
ENST00000356896.8,3,7,1,2,0,4,7,0,4,2,0,0,0,0,2
ENST00000356906.7,1,0,2,0,4,3,1,0,2,0,5,3,0,7,1
ENST00000356917.9,0,0,0,4,2,15,0,2,12,11,3,3,2,3,1
ENST00000356924.9,9,0,0,4,3,4,1,6,2,0,4,4,2,4,4
ENST00000356929.3,1,0,5,5,0,2,2,1,0,0,3,1,0,0,1
ENST00000356936.6,40,42,25,48,55,43,45,35,68,70,70,61,8,57,35
ENST00000356940.11,8,6,4,12,13,27,3,12,18,16,23,14,5,16,15
ENST00000356948.11,38,31,18,58,43,65,36,32,54,48,43,40,8,44,22
ENST00000356950.2,10,28,13,40,24,33,23,11,10,19,21,7,3,11,16
ENST00000356955.7,3,5,2,6,4,4,1,1,8,1,8,2,0,1,0
ENST00000356956.6,4,6,0,5,3,0,0,2,3,0,10,2,0,4,7
ENST00000356957.7,6,4,2,10,5,2,3,0,0,2,7,4,0,4,11
ENST00000356958.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ENST00000356970.6,1,0,0,0,1,3,2,0,0,3,2,0,0,1,1
ENST00000356971.3,0,0,2,5,4,2,0,2,0,7,0,2,0,0,2
ENST00000356976.8,0,1,0,2,0,1,3,2,3,3,0,2,0,0,4
ENST00000356978.9,111,99,50,173,163,234,72,150,198,209,172,128,29,146,141
ENST00000356986.8,3,2,0,3,0,5,0,28,41,24,36,19,2,20,18
ENST00000356990.9,6,1,0,6,6,4,0,0,3,0,6,0,0,8,3
ENST00000356994.7,5,1,1,4,3,2,0,2,6,8,6,2,0,3,1
ENST00000356998.8,67,37,27,54,38,57,32,40,63,87,52,45,11,50,18
ENST00000357002.5,6,1,1,3,2,6,5,3,1,3,3,2,1,4,3
ENST00000357003.8,1,5,0,2,0,0,1,1,1,1,1,3,0,0,1
ENST00000357006.8,2,2,0,4,3,2,2,0,2,2,0,2,0,0,0
ENST00000357008.7,37,20,9,17,16,14,26,11,29,26,21,17,2,13,8
ENST00000357022.6,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0
ENST00000357028.6,7,4,0,1,5,1,3,3,5,13,5,5,1,1,6
ENST00000357033.9,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0
ENST00000357037.6,331,208,131,270,245,220,187,196,323,299,225,189,44,188,141
ENST00000357039.9,7,5,8,6,10,12,10,10,11,12,9,8,2,11,9
ENST00000357043.6,1,7,0,2,5,3,0,1,4,5,2,3,0,7,0
ENST00000357048.8,0,2,0,0,1,0,0,4,0,2,0,0,0,10,3
ENST00000357052.8,15,20,13,36,24,24,34,20,43,35,25,26,3,22,10
ENST00000357055.7,0,5,0,1,5,4,4,1,9,3,7,0,0,8,0
ENST00000357058.7,6,0,3,10,4,8,5,0,2,0,4,3,0,5,2
ENST00000357065.8,51,32,37,55,58,50,43,25,37,36,28,24,7,42,23
ENST00000357066.8,7,19,6,11,13,4,4,6,22,17,4,8,0,4,3
ENST00000357067.7,7,8,5,14,19,34,7,22,37,44,22,39,4,36,36
ENST00000357071.8,23,5,4,13,12,17,3,10,19,20,12,8,0,11,7
ENST00000357081.8,3,0,0,0,3,4,4,0,3,7,0,0,0,5,2
ENST00000357082.8,0,0,0,3,1,0,0,1,0,2,3,0,0,2,0
ENST00000357085.5,4,6,2,4,2,5,3,4,12,16,5,4,1,7,3
ENST00000357089.8,0,0,0,2,2,3,0,0,0,1,0,0,0,1,0
ENST00000357103.5,7,6,6,13,10,8,2,8,12,10,11,9,3,18,8
ENST00000357115.9,4,3,0,7,3,1,4,5,9,9,2,2,0,0,3
ENST00000357116.4,0,4,0,1,5,2,3,4,3,11,2,2,2,2,0
ENST00000357118.8,0,0,1,0,1,0,0,0,2,0,0,2,0,0,0
ENST00000357119.8,6,2,1,4,1,7,0,4,7,4,4,0,0,3,2
