gene_id,transcript_id,HUVEC_low1,HUVEC_low2,HUVEC_low3,HUAEC_low1,HUAEC_low2,HUAEC_low3,HUAEC_low4
ENSG00000108518,ENST00000225655.6,743,692,352,1252,1740,1616,1494
ENSG00000108518,ENST00000572383.1,3,1,4,4,5,12,4
ENSG00000108518,ENST00000574872.1,684,623,281,489,798,884,686
ENSG00000108523,ENST00000262482.11,10,8,2,4,12,15,5
ENSG00000108523,ENST00000570492.5,0,0,0,0,3,0,0
ENSG00000108523,ENST00000571365.1,0,0,0,0,3,0,0
ENSG00000108523,ENST00000571816.5,9,8,2,2,7,10,5
ENSG00000108523,ENST00000572382.5,7,6,2,3,5,7,4
ENSG00000108523,ENST00000575111.5,10,8,2,3,13,13,5
ENSG00000108523,ENST00000575400.5,0,0,0,0,3,0,0
ENSG00000108523,ENST00000576229.5,0,2,0,0,1,2,1
ENSG00000108523,ENST00000576452.5,0,0,0,0,0,0,0
ENSG00000108523,ENST00000576965.1,7,6,2,0,5,7,2
ENSG00000108528,ENST00000225665.12,3,3,7,4,16,31,19
ENSG00000108528,ENST00000544061.6,0,0,0,0,0,2,0
ENSG00000108528,ENST00000570543.1,0,0,0,0,0,2,0
ENSG00000108528,ENST00000574710.1,3,1,6,3,13,30,16
ENSG00000108528,ENST00000576951.1,0,0,0,0,0,2,0
ENSG00000108551,ENST00000225688.4,6,0,0,0,0,3,3
ENSG00000108551,ENST00000579152.1,0,0,0,1,0,0,0
ENSG00000108557,ENST00000353383.6,0,3,0,3,9,1,1
ENSG00000108557,ENST00000395774.1,0,1,0,0,2,0,0
ENSG00000108557,ENST00000471135.2,0,1,0,0,2,0,1
ENSG00000108557,ENST00000489697.1,1,0,1,0,0,0,0
ENSG00000108559,ENST00000225696.9,1,1,0,0,6,2,4
ENSG00000108559,ENST00000570937.2,0,0,0,1,0,0,0
ENSG00000108559,ENST00000572019.2,1,1,1,1,3,2,5
ENSG00000108559,ENST00000573584.6,1,1,0,2,2,3,6
ENSG00000108559,ENST00000574087.1,0,0,0,0,0,0,0
ENSG00000108559,ENST00000574855.1,1,3,1,0,1,1,2
ENSG00000108559,ENST00000574867.5,0,0,0,0,0,0,0
ENSG00000108559,ENST00000575976.1,0,0,0,1,0,1,2
ENSG00000108559,ENST00000700531.1,1,4,1,1,3,3,6
ENSG00000108559,ENST00000700532.1,2,4,1,1,4,1,4
ENSG00000108559,ENST00000700533.1,0,3,0,1,2,2,7
ENSG00000108559,ENST00000700534.1,0,4,0,3,4,1,5
ENSG00000108559,ENST00000700535.1,0,4,1,1,4,1,7
ENSG00000108559,ENST00000700536.1,0,2,1,1,6,2,0
ENSG00000108559,ENST00000700537.1,1,1,0,1,3,5,5
ENSG00000108559,ENST00000700538.1,1,1,0,0,1,0,3
ENSG00000108559,ENST00000700539.1,1,4,1,1,3,3,5
ENSG00000108559,ENST00000700540.1,0,5,2,0,4,1,8
ENSG00000108559,ENST00000700541.1,1,5,0,0,3,4,6
ENSG00000108559,ENST00000700542.1,3,0,0,0,3,2,5
ENSG00000108559,ENST00000700543.1,1,1,1,2,5,4,6
ENSG00000108559,ENST00000700544.1,1,3,0,2,5,2,5
ENSG00000108559,ENST00000700545.1,2,4,0,0,1,3,7
ENSG00000108561,ENST00000225698.8,63,41,29,54,126,135,83
ENSG00000108561,ENST00000570805.1,1,0,0,0,0,0,0
ENSG00000108561,ENST00000573406.1,0,3,0,0,4,0,1
ENSG00000108561,ENST00000574444.5,36,22,16,42,79,101,55
ENSG00000108578,ENST00000261714.11,35,14,20,16,23,25,31
ENSG00000108578,ENST00000577290.1,0,0,0,1,0,0,0
ENSG00000108578,ENST00000577623.5,0,0,0,0,0,0,2
ENSG00000108578,ENST00000578090.5,0,0,0,0,0,0,2
ENSG00000108578,ENST00000578795.1,32,13,20,15,23,21,28
ENSG00000108578,ENST00000579325.1,0,0,0,0,0,0,2
ENSG00000108578,ENST00000581037.5,0,0,0,0,0,0,2
ENSG00000108578,ENST00000582749.1,0,0,0,0,0,0,0
ENSG00000108582,ENST00000225719.9,22,4,7,7,11,12,13
ENSG00000108582,ENST00000543464.6,2,1,0,0,0,0,0
ENSG00000108582,ENST00000579502.1,2,0,0,0,0,0,0
ENSG00000108582,ENST00000580396.1,0,2,3,1,2,0,0
ENSG00000108582,ENST00000584221.2,0,0,0,3,1,0,0
ENSG00000108587,ENST00000225724.9,4,8,3,7,20,21,15
ENSG00000108587,ENST00000414833.2,4,7,2,5,16,14,6
ENSG00000108587,ENST00000427274.6,2,0,0,1,0,0,0
ENSG00000108587,ENST00000451249.7,6,7,4,7,21,20,15
ENSG00000108587,ENST00000467337.6,2,4,2,5,21,21,16
ENSG00000108587,ENST00000467635.6,1,1,1,0,0,0,0
ENSG00000108587,ENST00000477885.1,4,3,0,1,4,5,3
ENSG00000108587,ENST00000491489.6,2,1,0,1,0,0,1
ENSG00000108587,ENST00000494918.1,2,3,2,2,8,4,3
ENSG00000108587,ENST00000537788.6,0,0,0,1,0,0,0
ENSG00000108587,ENST00000579905.1,0,0,0,2,2,2,3
ENSG00000108587,ENST00000581721.5,3,6,3,2,9,7,7
ENSG00000108588,ENST00000225726.10,20,4,10,14,20,25,10
ENSG00000108588,ENST00000403162.7,10,2,6,6,11,4,4
ENSG00000108588,ENST00000582252.1,0,0,4,0,0,0,3
ENSG00000108588,ENST00000584112.1,0,1,0,1,0,0,2
ENSG00000108590,ENST00000225728.8,58,57,58,323,451,474,418
ENSG00000108590,ENST00000574128.1,7,0,2,3,8,5,3
ENSG00000108590,ENST00000575197.1,31,20,22,68,115,125,96
ENSG00000108590,ENST00000575519.1,82,81,71,145,196,176,205
ENSG00000108591,ENST00000225729.8,5,4,5,7,9,18,13
ENSG00000108591,ENST00000395726.8,3,2,5,6,3,10,10
ENSG00000108591,ENST00000467099.6,6,4,7,8,7,13,12
ENSG00000108591,ENST00000482564.1,3,4,4,1,5,8,5
ENSG00000108591,ENST00000497744.1,4,3,5,1,5,9,3
ENSG00000108591,ENST00000577450.5,0,0,0,0,0,1,1
ENSG00000108591,ENST00000577771.5,0,0,0,2,0,2,1
ENSG00000108591,ENST00000578173.5,0,0,0,0,0,2,0
ENSG00000108591,ENST00000578767.5,0,0,0,2,0,2,0
ENSG00000108591,ENST00000579601.5,0,0,0,0,0,1,0
ENSG00000108591,ENST00000580055.5,4,0,4,3,5,11,7
ENSG00000108591,ENST00000582314.5,0,0,0,0,0,2,0
ENSG00000108591,ENST00000582528.5,7,0,4,3,5,8,3
ENSG00000108591,ENST00000583355.1,5,1,1,0,2,5,5
ENSG00000108592,ENST00000427159.7,13,10,3,9,18,14,13
ENSG00000108599,ENST00000225737.11,2,1,0,0,5,1,2
ENSG00000108602,ENST00000570414.1,0,0,0,0,0,2,0
ENSG00000108602,ENST00000574162.5,0,0,0,0,0,2,0
ENSG00000108604,ENST00000323347.14,0,0,0,0,0,0,0
ENSG00000108604,ENST00000448276.7,10,4,5,12,16,10,5
ENSG00000108604,ENST00000697953.1,7,4,4,8,12,7,2
ENSG00000108604,ENST00000698013.1,8,3,4,8,13,8,3
ENSG00000108604,ENST00000698014.1,10,2,4,8,10,7,3
ENSG00000108604,ENST00000698015.1,8,3,4,7,13,9,4
ENSG00000108604,ENST00000698016.1,7,2,5,9,8,9,3
ENSG00000108604,ENST00000698017.1,8,2,4,7,10,8,2
ENSG00000108604,ENST00000698018.1,0,0,0,1,0,0,0
ENSG00000108604,ENST00000698019.1,0,0,0,1,2,0,0
ENSG00000108604,ENST00000698020.1,0,0,0,2,1,1,0
ENSG00000108604,ENST00000698021.1,0,0,0,0,1,0,0
ENSG00000108604,ENST00000698022.1,0,1,0,2,2,0,0
ENSG00000108604,ENST00000698023.1,0,0,0,0,1,0,0
ENSG00000108604,ENST00000698024.1,0,0,0,0,0,0,0
ENSG00000108604,ENST00000698025.1,0,0,0,0,0,0,0
ENSG00000108604,ENST00000698026.1,0,0,0,1,0,0,0
ENSG00000108604,ENST00000698027.1,0,0,0,0,1,0,0
ENSG00000108622,ENST00000412356.5,70,65,37,292,385,427,367
ENSG00000108622,ENST00000418105.5,71,67,33,284,378,421,361
ENSG00000108622,ENST00000449662.6,63,69,47,336,402,454,412
ENSG00000108622,ENST00000578313.5,1,0,0,0,2,4,6
ENSG00000108622,ENST00000578379.5,68,49,37,71,102,117,85
ENSG00000108622,ENST00000578892.5,72,46,46,60,97,105,90
ENSG00000108622,ENST00000579687.5,4,4,0,39,39,44,41
ENSG00000108622,ENST00000579788.6,78,61,40,281,368,409,359
ENSG00000108622,ENST00000580011.1,2,0,0,0,1,6,4
ENSG00000108622,ENST00000580389.1,5,3,4,6,6,14,15
ENSG00000108622,ENST00000581417.5,5,6,6,56,59,66,72
ENSG00000108622,ENST00000583186.1,0,0,1,3,1,2,0
ENSG00000108622,ENST00000583366.5,0,0,0,0,0,0,2
ENSG00000108622,ENST00000583684.5,67,48,38,58,87,98,77
ENSG00000108622,ENST00000584084.1,1,1,0,0,2,3,6
ENSG00000108622,ENST00000584403.5,2,0,0,2,1,4,1
ENSG00000108639,ENST00000225777.8,10,7,6,29,43,36,35
ENSG00000108639,ENST00000585591.5,0,0,1,0,0,1,1
ENSG00000108639,ENST00000588282.5,9,5,8,22,37,34,36
ENSG00000108639,ENST00000589168.1,10,10,4,24,38,33,31
ENSG00000108639,ENST00000589711.1,11,9,6,19,34,26,28
ENSG00000108639,ENST00000590201.1,10,7,5,16,36,23,29
ENSG00000108639,ENST00000591770.1,0,0,0,0,0,0,0
ENSG00000108639,ENST00000592456.1,10,8,6,22,32,25,34
ENSG00000108641,ENST00000261499.11,5,2,2,28,30,37,33
ENSG00000108641,ENST00000268841.10,0,0,2,15,11,21,19
ENSG00000108641,ENST00000395616.7,0,0,0,0,0,2,2
ENSG00000108641,ENST00000440841.1,1,0,2,8,5,14,7
ENSG00000108641,ENST00000461069.6,0,0,0,0,0,0,2
ENSG00000108641,ENST00000468679.4,0,0,0,1,0,0,0
ENSG00000108641,ENST00000477478.7,4,0,0,2,3,2,3
ENSG00000108641,ENST00000477683.5,0,0,0,0,1,0,0
ENSG00000108641,ENST00000582857.2,0,0,0,0,0,0,0
ENSG00000108641,ENST00000642870.2,1,0,0,2,5,2,0
ENSG00000108641,ENST00000645021.1,0,0,0,0,1,0,0
ENSG00000108641,ENST00000646248.1,3,0,0,0,5,3,1
ENSG00000108641,ENST00000647056.1,0,0,0,0,0,0,0
ENSG00000108641,ENST00000647252.1,6,2,3,30,31,35,33
ENSG00000108641,ENST00000663089.1,6,2,3,28,28,32,31
ENSG00000108641,ENST00000671102.1,0,0,0,0,0,0,1
ENSG00000108641,ENST00000674596.1,0,0,0,0,1,0,0
ENSG00000108641,ENST00000675510.1,0,0,0,0,0,4,0
ENSG00000108651,ENST00000261708.9,12,3,10,7,10,11,3
ENSG00000108651,ENST00000477128.5,8,2,4,5,10,7,2
ENSG00000108651,ENST00000484661.1,0,0,0,0,0,0,0
ENSG00000108651,ENST00000579459.1,7,1,4,0,8,3,2
ENSG00000108651,ENST00000579878.1,0,0,6,0,0,0,0
ENSG00000108651,ENST00000581012.6,8,0,4,2,10,4,2
ENSG00000108651,ENST00000583408.5,0,0,6,0,0,0,0
ENSG00000108654,ENST00000225792.10,12,19,11,27,33,37,33
ENSG00000108654,ENST00000450599.7,10,16,9,23,22,26,21
ENSG00000108654,ENST00000540698.6,8,9,10,24,31,44,23
ENSG00000108654,ENST00000577922.6,8,8,5,20,31,24,24
ENSG00000108654,ENST00000578190.5,0,0,0,0,1,0,0
ENSG00000108654,ENST00000578400.5,1,4,1,6,6,13,3
ENSG00000108654,ENST00000578491.2,4,4,1,3,7,5,9
ENSG00000108654,ENST00000578758.5,0,0,0,0,0,0,0
ENSG00000108654,ENST00000578804.5,0,0,0,2,0,0,0
ENSG00000108654,ENST00000579461.2,9,14,8,19,32,24,27
ENSG00000108654,ENST00000579996.5,0,0,0,0,1,0,0
ENSG00000108654,ENST00000580026.6,15,16,11,16,34,22,22
ENSG00000108654,ENST00000581230.5,21,14,8,20,38,40,20
ENSG00000108654,ENST00000581693.5,17,17,5,19,31,26,13
ENSG00000108654,ENST00000581697.5,0,0,0,0,0,0,0
ENSG00000108654,ENST00000582326.2,5,9,2,5,10,11,4
ENSG00000108654,ENST00000583212.2,10,14,13,22,23,26,12
ENSG00000108654,ENST00000583239.6,0,0,0,0,0,0,0
ENSG00000108654,ENST00000584549.1,0,0,0,0,0,0,0
ENSG00000108654,ENST00000585060.5,0,4,0,1,2,1,0
ENSG00000108654,ENST00000585111.2,13,12,10,16,41,23,16
ENSG00000108654,ENST00000585317.2,12,17,6,20,27,39,23
ENSG00000108654,ENST00000676575.1,15,15,8,23,40,33,31
ENSG00000108654,ENST00000676581.1,15,13,12,19,25,20,20
ENSG00000108654,ENST00000676601.1,12,14,10,18,32,27,18
ENSG00000108654,ENST00000676785.1,14,17,9,21,29,40,19
ENSG00000108654,ENST00000676969.1,19,16,12,14,27,43,32
ENSG00000108654,ENST00000677726.1,14,20,5,18,35,46,27
ENSG00000108654,ENST00000678110.1,20,14,12,20,36,30,32
ENSG00000108654,ENST00000678757.1,16,14,10,11,29,33,19
ENSG00000108654,ENST00000678810.1,17,13,16,16,36,39,32
ENSG00000108654,ENST00000678814.1,13,17,7,14,34,37,27
ENSG00000108654,ENST00000678890.1,13,9,9,16,24,27,18
ENSG00000108666,ENST00000577809.6,5,6,3,7,12,4,6
ENSG00000108666,ENST00000578215.5,1,0,0,0,0,0,0
ENSG00000108666,ENST00000580294.1,0,0,0,0,1,1,0
ENSG00000108666,ENST00000580485.1,0,0,0,2,6,0,2
ENSG00000108666,ENST00000580558.5,0,0,2,0,2,2,0
ENSG00000108666,ENST00000581747.5,0,0,2,0,4,2,3
ENSG00000108666,ENST00000582073.5,0,0,0,0,4,0,0
ENSG00000108666,ENST00000582961.1,5,0,0,0,0,0,0
ENSG00000108666,ENST00000583221.5,0,1,1,2,8,2,4
ENSG00000108666,ENST00000583334.5,0,0,0,0,2,2,0
ENSG00000108666,ENST00000583774.5,2,0,2,5,6,1,6
ENSG00000108669,ENST00000446868.8,6,7,5,11,8,3,7
ENSG00000108669,ENST00000585509.5,6,6,4,9,6,2,2
ENSG00000108669,ENST00000586299.1,5,5,4,10,6,2,2
ENSG00000108669,ENST00000589296.5,6,4,5,11,9,2,7
ENSG00000108669,ENST00000589297.5,6,6,3,10,6,2,2
ENSG00000108669,ENST00000589768.6,1,5,2,4,5,8,0
ENSG00000108669,ENST00000590300.1,0,2,0,0,0,0,0
ENSG00000108669,ENST00000590775.5,0,0,0,0,0,0,0
ENSG00000108669,ENST00000591095.1,0,0,0,1,4,4,0
ENSG00000108669,ENST00000591455.5,6,7,4,12,9,3,7
ENSG00000108669,ENST00000592497.1,0,0,0,0,0,0,2
ENSG00000108671,ENST00000261712.8,40,22,18,19,52,47,27
ENSG00000108671,ENST00000457654.6,43,23,19,19,52,48,29
ENSG00000108671,ENST00000469475.1,8,7,4,5,9,10,7
ENSG00000108671,ENST00000481992.1,0,0,0,0,0,0,2
ENSG00000108671,ENST00000493026.2,8,6,4,5,9,10,7
ENSG00000108671,ENST00000578397.5,3,1,0,0,0,4,3
ENSG00000108671,ENST00000579451.1,3,0,1,0,0,3,3
ENSG00000108671,ENST00000585265.1,8,6,4,4,9,9,7
ENSG00000108671,ENST00000649012.1,34,15,15,11,37,37,16
ENSG00000108679,ENST00000262776.8,0,0,0,0,0,0,2
ENSG00000108679,ENST00000586720.5,0,0,0,0,0,0,0
ENSG00000108679,ENST00000587311.5,0,0,0,0,0,0,2
ENSG00000108679,ENST00000588198.5,0,0,0,0,1,0,0
ENSG00000108679,ENST00000591778.5,0,0,0,0,0,0,2
ENSG00000108688,ENST00000378569.2,0,0,0,14,24,14,16
ENSG00000108688,ENST00000394627.5,0,0,0,14,24,14,16
ENSG00000108688,ENST00000394630.3,0,0,0,4,0,5,0
ENSG00000108691,ENST00000225831.4,68,56,45,742,845,891,841
ENSG00000108691,ENST00000580907.6,68,56,45,741,844,892,838
ENSG00000108691,ENST00000624362.2,61,40,24,192,248,254,245
ENSG00000108700,ENST00000394620.2,0,0,0,0,0,0,0
ENSG00000108702,ENST00000225842.4,0,0,0,0,3,0,3
ENSG00000108733,ENST00000225873.9,2,0,0,2,1,2,0
ENSG00000108733,ENST00000586663.2,0,0,0,0,0,0,0
ENSG00000108771,ENST00000251642.8,0,0,0,0,0,3,0
ENSG00000108771,ENST00000589979.1,0,0,0,0,1,3,1
ENSG00000108773,ENST00000225916.10,1,4,2,6,5,9,2
ENSG00000108773,ENST00000465682.5,0,4,2,6,5,9,2
ENSG00000108774,ENST00000346213.9,35,25,20,28,38,60,28
ENSG00000108774,ENST00000393860.7,35,25,20,27,38,58,28
ENSG00000108774,ENST00000546881.1,0,0,0,0,0,2,0
ENSG00000108774,ENST00000547517.5,0,0,0,1,1,0,0
ENSG00000108774,ENST00000550013.1,0,0,0,0,2,2,0
ENSG00000108774,ENST00000550406.1,0,0,0,0,0,4,0
ENSG00000108774,ENST00000552162.5,0,0,0,1,0,0,0
ENSG00000108784,ENST00000225927.7,5,4,2,0,13,9,4
ENSG00000108784,ENST00000591587.1,5,4,2,0,13,8,4
ENSG00000108786,ENST00000225929.5,0,0,0,2,0,5,4
ENSG00000108786,ENST00000585807.6,0,0,0,2,0,5,4
ENSG00000108786,ENST00000590299.5,0,1,0,2,1,5,4
ENSG00000108788,ENST00000246912.8,11,8,5,13,32,35,32
ENSG00000108788,ENST00000346833.8,12,10,3,7,17,22,19
ENSG00000108788,ENST00000435881.7,12,8,4,11,38,31,33
ENSG00000108788,ENST00000585403.5,0,0,0,0,1,0,4
ENSG00000108788,ENST00000586393.5,2,0,0,0,2,0,0
ENSG00000108788,ENST00000588320.1,9,7,2,4,10,13,10
ENSG00000108788,ENST00000590050.5,12,7,2,7,16,21,18
ENSG00000108788,ENST00000590084.5,4,1,1,0,4,2,3
ENSG00000108788,ENST00000591024.1,1,0,0,0,7,1,4
ENSG00000108797,ENST00000264638.9,0,0,0,4,1,5,1
ENSG00000108798,ENST00000225941.6,19,24,7,19,14,20,12
ENSG00000108798,ENST00000419580.6,21,24,6,20,13,22,12
ENSG00000108798,ENST00000571035.1,19,24,6,17,11,19,11
ENSG00000108798,ENST00000573347.5,1,0,0,0,4,1,0
ENSG00000108799,ENST00000415827.6,4,0,1,3,2,0,2
ENSG00000108799,ENST00000428826.7,4,0,0,4,2,0,0
ENSG00000108799,ENST00000586103.5,0,0,0,1,0,0,0
ENSG00000108799,ENST00000586382.5,0,0,2,2,0,0,0
ENSG00000108799,ENST00000586714.1,1,0,0,0,0,0,0
ENSG00000108799,ENST00000586867.5,0,0,2,0,0,0,0
ENSG00000108799,ENST00000588897.5,0,0,1,2,0,0,0
ENSG00000108799,ENST00000590078.5,0,0,1,0,0,0,0
ENSG00000108799,ENST00000590082.1,0,0,1,2,0,0,1
ENSG00000108799,ENST00000591330.5,0,0,0,1,0,0,0
ENSG00000108819,ENST00000513579.1,0,0,0,0,0,0,0
ENSG00000108819,ENST00000612501.2,6,7,2,2,9,11,6
ENSG00000108821,ENST00000225964.10,42,30,25,12,6,2,8
ENSG00000108821,ENST00000474644.1,3,0,1,0,0,0,0
ENSG00000108825,ENST00000360221.8,6,5,4,4,4,5,10
ENSG00000108825,ENST00000409103.5,2,0,0,2,3,1,2
ENSG00000108825,ENST00000409399.6,3,0,0,2,3,4,2
ENSG00000108825,ENST00000421990.7,1,0,0,2,3,0,2
ENSG00000108826,ENST00000225969.9,64,68,61,341,443,518,448
ENSG00000108826,ENST00000442592.3,64,69,61,345,446,518,448
ENSG00000108826,ENST00000503633.5,64,68,61,340,443,518,448
ENSG00000108826,ENST00000507088.5,26,26,14,33,42,61,46
ENSG00000108826,ENST00000508200.5,27,26,12,22,34,43,31
ENSG00000108826,ENST00000511860.1,26,26,12,20,29,44,32
ENSG00000108826,ENST00000514928.1,18,12,3,7,9,19,9
ENSG00000108828,ENST00000355653.8,79,99,57,63,111,121,82
ENSG00000108828,ENST00000420567.7,0,0,0,0,0,5,0
ENSG00000108828,ENST00000587062.1,0,0,0,0,0,0,0
ENSG00000108828,ENST00000587173.5,0,1,1,0,2,5,1
ENSG00000108828,ENST00000589709.1,0,0,0,0,0,5,0
ENSG00000108828,ENST00000589828.1,0,0,0,0,0,0,0
ENSG00000108828,ENST00000590924.5,0,0,0,0,0,5,0
ENSG00000108828,ENST00000592388.1,70,84,49,48,63,78,53
ENSG00000108829,ENST00000225972.8,26,29,16,44,23,58,47
ENSG00000108829,ENST00000576448.1,0,0,1,0,0,6,4
ENSG00000108830,ENST00000587250.4,0,0,0,0,3,0,0
ENSG00000108830,ENST00000710494.1,0,0,0,0,3,0,1
ENSG00000108840,ENST00000225983.10,0,4,0,0,0,5,0
ENSG00000108840,ENST00000336057.9,0,4,1,1,0,5,0
ENSG00000108840,ENST00000586802.5,0,2,0,0,0,5,0
ENSG00000108840,ENST00000682912.1,0,4,0,0,0,5,0
ENSG00000108846,ENST00000285238.13,0,0,0,6,3,4,6
ENSG00000108846,ENST00000427699.5,0,0,0,6,8,12,12
ENSG00000108846,ENST00000502426.5,0,0,0,6,3,4,4
ENSG00000108846,ENST00000503337.1,0,0,0,5,0,2,0
ENSG00000108846,ENST00000505699.5,0,0,0,6,3,4,4
ENSG00000108846,ENST00000508929.1,0,0,0,4,0,2,0
ENSG00000108846,ENST00000513511.5,0,0,0,1,3,2,5
ENSG00000108848,ENST00000240304.5,10,4,8,9,8,10,13
ENSG00000108848,ENST00000393227.6,0,2,0,2,0,0,4
ENSG00000108848,ENST00000503728.1,0,1,0,2,3,0,0
ENSG00000108848,ENST00000503798.1,1,1,1,0,2,1,1
ENSG00000108848,ENST00000504065.5,0,1,0,1,0,0,0
ENSG00000108848,ENST00000504563.6,0,0,0,0,0,0,2
ENSG00000108848,ENST00000505658.6,11,6,8,9,10,10,14
ENSG00000108848,ENST00000506686.5,1,0,0,0,0,0,0
ENSG00000108848,ENST00000507503.1,0,0,0,0,0,0,0
ENSG00000108848,ENST00000508045.5,0,0,0,0,0,0,3
ENSG00000108848,ENST00000508218.5,0,0,0,0,0,0,1
ENSG00000108848,ENST00000508482.5,0,3,0,0,0,0,0
ENSG00000108848,ENST00000509487.1,0,1,0,0,0,0,0
ENSG00000108848,ENST00000513969.5,1,0,1,2,2,1,0
ENSG00000108852,ENST00000269095.9,1,1,0,0,0,0,2
ENSG00000108852,ENST00000377184.7,0,0,0,0,0,0,2
ENSG00000108852,ENST00000461854.5,0,1,0,0,0,1,0
ENSG00000108852,ENST00000536246.5,0,0,0,0,0,0,2
ENSG00000108852,ENST00000612133.4,0,0,0,0,0,0,2
ENSG00000108852,ENST00000622681.4,0,0,0,0,0,0,2
ENSG00000108854,ENST00000262435.14,13,7,8,11,26,15,9
ENSG00000108854,ENST00000578386.5,8,4,7,4,6,10,3
ENSG00000108854,ENST00000582081.5,13,7,8,11,26,14,9
ENSG00000108854,ENST00000585301.1,0,0,1,0,1,0,2
ENSG00000108861,ENST00000226004.8,12,13,8,23,25,34,19
ENSG00000108861,ENST00000590342.1,1,3,0,6,5,16,9
ENSG00000108861,ENST00000590753.1,10,10,7,15,10,15,8
ENSG00000108861,ENST00000590935.1,2,0,1,2,8,4,3
ENSG00000108883,ENST00000402521.7,2,3,2,0,0,0,0
ENSG00000108883,ENST00000426333.7,34,20,12,24,34,40,22
ENSG00000108883,ENST00000586276.5,31,17,9,22,32,38,21
ENSG00000108883,ENST00000589825.5,2,0,0,0,0,1,0
ENSG00000108883,ENST00000590105.1,2,0,0,0,0,0,0
ENSG00000108883,ENST00000590124.5,2,0,1,0,0,1,0
ENSG00000108883,ENST00000590367.5,21,13,7,17,25,23,11
ENSG00000108883,ENST00000590977.5,21,9,8,16,23,22,9
ENSG00000108883,ENST00000591382.5,18,17,10,16,24,27,11
ENSG00000108883,ENST00000592408.5,2,2,0,0,0,0,0
ENSG00000108883,ENST00000592576.5,25,15,11,18,28,32,16
ENSG00000108883,ENST00000592701.2,0,2,0,0,0,1,0
ENSG00000108883,ENST00000593072.5,0,1,0,1,1,1,0
ENSG00000108932,ENST00000582867.1,0,0,0,0,0,0,0
ENSG00000108946,ENST00000358598.6,19,13,5,12,12,13,16
ENSG00000108946,ENST00000392710.8,12,11,7,11,11,14,16
ENSG00000108946,ENST00000392711.5,14,10,6,13,15,19,17
ENSG00000108946,ENST00000536854.6,13,10,10,14,13,17,19
ENSG00000108946,ENST00000585427.6,19,10,7,10,13,14,14
ENSG00000108946,ENST00000585460.1,0,0,0,0,6,2,0
ENSG00000108946,ENST00000585608.5,0,0,0,0,7,3,1
ENSG00000108946,ENST00000585907.1,4,1,0,0,4,1,3
ENSG00000108946,ENST00000585981.6,0,0,0,0,0,0,0
ENSG00000108946,ENST00000586397.5,3,0,0,0,3,1,4
ENSG00000108946,ENST00000586541.5,5,1,0,1,2,2,2
ENSG00000108946,ENST00000588178.6,14,10,6,10,10,19,17
ENSG00000108946,ENST00000588188.7,0,0,0,0,6,4,0
ENSG00000108946,ENST00000589017.6,19,12,8,8,15,10,17
ENSG00000108946,ENST00000589228.6,18,10,3,11,23,20,22
ENSG00000108946,ENST00000589480.6,21,14,7,10,17,10,16
ENSG00000108946,ENST00000592194.1,0,1,0,4,5,4,0
ENSG00000108946,ENST00000592800.6,16,13,10,5,15,11,12
ENSG00000108946,ENST00000686019.1,19,9,5,7,17,17,19
ENSG00000108946,ENST00000689501.1,21,13,7,9,11,11,17
ENSG00000108946,ENST00000691392.1,17,12,9,13,19,19,14
ENSG00000108946,ENST00000711037.1,0,0,0,0,0,0,0
ENSG00000108947,ENST00000226091.3,0,0,0,0,0,0,1
ENSG00000108950,ENST00000226094.9,0,0,0,0,0,0,0
ENSG00000108950,ENST00000592554.2,0,0,0,0,0,0,0
ENSG00000108950,ENST00000619787.4,0,0,0,0,0,0,0
ENSG00000108953,ENST00000264335.13,245,149,100,251,321,415,306
ENSG00000108953,ENST00000466227.6,202,112,85,105,176,224,120
ENSG00000108953,ENST00000469398.5,0,0,1,3,2,4,1
ENSG00000108953,ENST00000486241.1,16,8,8,31,29,38,33
ENSG00000108953,ENST00000489287.1,13,6,3,18,27,21,24
ENSG00000108953,ENST00000496706.1,1,0,0,0,0,0,0
ENSG00000108953,ENST00000498643.1,0,0,0,0,0,1,0
ENSG00000108953,ENST00000571732.5,222,131,92,210,267,370,260
ENSG00000108953,ENST00000572108.1,3,0,0,0,0,0,0
ENSG00000108953,ENST00000573026.1,0,0,0,0,0,0,0
ENSG00000108953,ENST00000573196.5,12,7,6,28,27,34,33
ENSG00000108953,ENST00000575977.1,27,15,9,28,47,60,49
ENSG00000108953,ENST00000576854.1,25,23,12,28,28,42,22
ENSG00000108960,ENST00000262065.8,0,3,3,4,2,6,2
ENSG00000108960,ENST00000571578.1,0,0,1,0,0,0,0
ENSG00000108960,ENST00000649377.1,0,3,3,4,2,6,2
ENSG00000108961,ENST00000226105.11,15,10,19,71,94,96,109
ENSG00000108961,ENST00000407006.8,15,12,19,74,105,104,119
ENSG00000108961,ENST00000439238.3,14,11,19,71,101,104,118
ENSG00000108961,ENST00000578849.1,0,0,0,0,1,0,0
ENSG00000108961,ENST00000580434.5,13,9,9,15,24,26,35
ENSG00000108961,ENST00000580777.1,0,0,0,0,0,0,1
ENSG00000108963,ENST00000263083.12,10,7,6,8,20,20,11
ENSG00000108963,ENST00000263084.7,8,9,6,10,11,19,14
ENSG00000108963,ENST00000570477.6,7,7,4,6,9,23,11
ENSG00000108963,ENST00000570867.6,4,10,3,9,13,19,7
ENSG00000108963,ENST00000571418.7,8,6,9,4,16,20,11
