gene_id,gene_name,isoform_id,isoform_switch_q_value,gene_switch_q_value,dIF,consequences
ENSG00000110321,EIF4G2,ENSG00000110321_iso1,0.004112126,0.06965809,0.270738872,ORF_lengthening;ORF_shortening
ENSG00000132507,EIF5A,ENSG00000132507_iso1,0.002328703,0.064330425,0.144678694,ORF_shortening;NMD_affected
ENSG00000242372,EIF6,ENSG00000242372_iso1,0.041562716,0.005853153,0.179160321,transmembrane_affected;signal_peptide_affected
ENSG00000103363,ELOB,ENSG00000103363_iso1,0.043642338,0.017045466,0.149494542,Domain_loss;NMD_affected;ORF_shortening
ENSG00000154582,ELOC,ENSG00000154582_iso1,0.002592735,0.090674844,0.588320029,signal_peptide_affected
ENSG00000130165,ELOF1,ENSG00000130165_iso1,0.012084054,0.081713068,0.430073199,signal_peptide_affected;NMD_affected;Domain_gain
ENSG00000012660,ELOVL5,ENSG00000012660_iso1,0.010700583,0.094944011,0.723626653,transmembrane_affected
ENSG00000288485,ELP5,ENSG00000288485_iso1,0.041473297,0.084677883,0.459458021,ORF_lengthening;NMD_affected;Domain_gain
ENSG00000170291,ELP5,ENSG00000170291_iso1,0.017212323,0.099745359,0.344531276,ORF_shortening
ENSG00000125037,EMC3,ENSG00000125037_iso1,0.034873065,0.063591697,0.343605947,NMD_affected
ENSG00000128463,EMC4,ENSG00000128463_iso1,0.023330885,0.089460684,0.24726377,ORF_lengthening;ORF_shortening;Domain_loss
ENSG00000102119,EMD,ENSG00000102119_iso1,0.007062368,0.03709798,0.714453732,transmembrane_affected
ENSG00000142227,EMP3,ENSG00000142227_iso1,0.045019685,0.07103518,0.33217574,NMD_affected
ENSG00000074800,ENO1,ENSG00000074800_iso1,0.045009548,0.002700009,0.692299232,ORF_lengthening
ENSG00000120533,ENY2,ENSG00000120533_iso1,0.035348948,0.055305705,0.334673021,transmembrane_affected;NMD_affected
ENSG00000012061,ERCC1,ENSG00000012061_iso1,0.025989962,0.09876545,0.164916533,ORF_lengthening;Domain_gain;Domain_loss
ENSG00000113719,ERGIC1,ENSG00000113719_iso1,0.024344976,0.020454167,0.291111021,NMD_affected;transmembrane_affected;ORF_lengthening
ENSG00000125991,ERGIC3,ENSG00000125991_iso1,0.032655232,0.066422314,0.482676689,signal_peptide_affected;Domain_loss
ENSG00000100632,ERH,ENSG00000100632_iso1,0.030177497,0.048244256,0.638901843,NMD_affected;ORF_lengthening;Domain_loss
ENSG00000105379,ETFB,ENSG00000105379_iso1,0.009970485,0.054158892,0.101862337,Domain_gain;ORF_shortening
ENSG00000171311,EXOSC1,ENSG00000171311_iso1,0.020862096,0.038228296,0.460179731,signal_peptide_affected;Domain_loss;Domain_gain
ENSG00000120699,EXOSC8,ENSG00000120699_iso1,0.003767692,0.046182277,0.492523411,Domain_loss;transmembrane_affected;signal_peptide_affected
ENSG00000170323,FABP4,ENSG00000170323_iso1,0.012766722,0.001898772,0.457391627,signal_peptide_affected;ORF_shortening
ENSG00000164687,FABP5,ENSG00000164687_iso1,0.040899895,0.00841503,0.671240945,ORF_shortening;Domain_loss;signal_peptide_affected
ENSG00000237765,FAM200B,ENSG00000237765_iso1,0.000551842,0.099424167,0.61280936,signal_peptide_affected;Domain_loss;transmembrane_affected
ENSG00000149806,FAU,ENSG00000149806_iso1,0.01176464,0.023261227,0.395912986,Domain_gain;ORF_lengthening
ENSG00000079459,FDFT1,ENSG00000079459_iso1,0.044846479,0.054852863,0.701547525,Domain_loss;ORF_lengthening
ENSG00000284967,FDFT1,ENSG00000284967_iso1,0.001156922,0.032201335,0.286849138,signal_peptide_affected;ORF_lengthening;ORF_shortening
ENSG00000160752,FDPS,ENSG00000160752_iso1,0.003629102,0.072520547,0.551814998,Domain_gain
ENSG00000172500,FIBP,ENSG00000172500_iso1,0.007225661,0.094445123,0.429673119,Domain_loss;ORF_lengthening
ENSG00000214253,FIS1,ENSG00000214253_iso1,0.002603837,0.057524433,0.647827491,signal_peptide_affected
ENSG00000134285,FKBP11,ENSG00000134285_iso1,0.037126527,0.010698936,0.195382439,Domain_gain;NMD_affected
ENSG00000088832,FKBP1A,ENSG00000088832_iso1,0.02104024,0.000961275,0.339027952,NMD_affected
ENSG00000164898,FMC1,ENSG00000164898_iso1,0.044042542,0.036451472,0.415402865,ORF_shortening;transmembrane_affected;Domain_gain
ENSG00000167996,FTH1,ENSG00000167996_iso1,0.029461381,0.009557715,0.75124864,transmembrane_affected
ENSG00000089327,FXYD5,ENSG00000089327_iso1,0.024699729,0.011237955,0.750947411,Domain_loss;ORF_shortening
ENSG00000170296,GABARAP,ENSG00000170296_iso1,0.0470503,0.075153986,0.2580799,transmembrane_affected;NMD_affected;ORF_lengthening
ENSG00000034713,GABARAPL2,ENSG00000034713_iso1,0.019161452,0.012369199,0.629368319,ORF_shortening
ENSG00000111640,GAPDH,ENSG00000111640_iso1,0.025373501,0.003010001,0.1535113,signal_peptide_affected;transmembrane_affected;NMD_affected
ENSG00000234741,GAS5,ENSG00000234741_iso1,0.022842869,0.09785073,0.376698032,ORF_shortening;transmembrane_affected;NMD_affected
ENSG00000160221,GATD3,ENSG00000160221_iso1,0.043419114,0.091373036,0.20019491,signal_peptide_affected;NMD_affected
ENSG00000140905,GCSH,ENSG00000140905_iso1,0.032920525,0.004944692,0.469916743,signal_peptide_affected;ORF_shortening
ENSG00000278243,GFUS,ENSG00000278243_iso1,0.013133176,0.048695155,0.409060573,signal_peptide_affected;NMD_affected;Domain_gain
ENSG00000104522,GFUS,ENSG00000104522_iso1,0.024319019,0.057235445,0.275442948,ORF_shortening
ENSG00000165678,GHITM,ENSG00000165678_iso1,0.008992514,0.041245675,0.124599616,ORF_lengthening;NMD_affected;ORF_shortening
ENSG00000139278,GLIPR1,ENSG00000139278_iso1,0.042317716,0.008776158,0.435531461,transmembrane_affected;ORF_lengthening
ENSG00000198715,GLMP,ENSG00000198715_iso1,0.034375366,0.018103548,0.610436331,Domain_gain
ENSG00000114353,GNAI2,ENSG00000114353_iso1,0.04742655,0.056073459,0.451060862,transmembrane_affected
ENSG00000174021,GNG5,ENSG00000174021_iso1,0.038466739,0.062952355,0.792317254,NMD_affected;ORF_lengthening
ENSG00000105220,GPI,ENSG00000105220_iso1,0.016696894,0.046999557,0.627942484,signal_peptide_affected;ORF_lengthening;Domain_loss
ENSG00000167468,GPX4,ENSG00000167468_iso1,0.029301836,0.056487444,0.561573001,Domain_gain
ENSG00000137106,GRHPR,ENSG00000137106_iso1,0.033735702,0.096831537,0.386690454,transmembrane_affected
ENSG00000109519,GRPEL1,ENSG00000109519_iso1,0.046723896,0.040149678,0.677911857,signal_peptide_affected;NMD_affected;ORF_lengthening
ENSG00000197448,GSTK1,ENSG00000197448_iso1,0.00027268,0.088490032,0.169536305,transmembrane_affected;signal_peptide_affected;ORF_lengthening
ENSG00000134202,GSTM3,ENSG00000134202_iso1,0.013093408,0.003746081,0.418907401,NMD_affected;Domain_loss
ENSG00000148834,GSTO1,ENSG00000148834_iso1,0.033640613,0.095517195,0.425729132,Domain_gain;NMD_affected
ENSG00000084207,GSTP1,ENSG00000084207_iso1,0.048446219,0.090882164,0.495586846,Domain_loss
ENSG00000140307,GTF2A2,ENSG00000140307_iso1,0.038916889,0.004731215,0.412107641,signal_peptide_affected;Domain_gain;transmembrane_affected
ENSG00000272047,GTF2H5,ENSG00000272047_iso1,0.019458887,0.001479602,0.787977455,Domain_loss;ORF_shortening;Domain_gain
ENSG00000155115,GTF3C6,ENSG00000155115_iso1,0.022481126,0.021000954,0.490662681,NMD_affected;Domain_gain
ENSG00000143774,GUK1,ENSG00000143774_iso1,0.01486069,0.093124985,0.363166984,signal_peptide_affected
ENSG00000164032,H2AZ1,ENSG00000164032_iso1,0.009172707,0.059357849,0.582409151,signal_peptide_affected;ORF_lengthening;NMD_affected
ENSG00000105968,H2AZ2,ENSG00000105968_iso1,0.009640469,0.092216136,0.415229189,ORF_lengthening;signal_peptide_affected
ENSG00000163041,H3-3A,ENSG00000163041_iso1,0.018981961,0.037781525,0.2854018,ORF_lengthening;signal_peptide_affected;ORF_shortening
ENSG00000132475,H3-3B,ENSG00000132475_iso1,0.029500317,0.090833447,0.647986598,ORF_lengthening
ENSG00000152240,HAUS1,ENSG00000152240_iso1,0.011639011,0.012838682,0.383040155,Domain_loss;transmembrane_affected;ORF_lengthening
ENSG00000143575,HAX1,ENSG00000143575_iso1,0.022431598,0.051996253,0.143371534,ORF_shortening;Domain_gain
ENSG00000051620,HEBP2,ENSG00000051620_iso1,0.033441285,0.092800335,0.427644598,Domain_loss;ORF_shortening;signal_peptide_affected
ENSG00000049860,HEXB,ENSG00000049860_iso1,0.010884301,0.053941141,0.632141595,NMD_affected;ORF_shortening
ENSG00000164161,HHIP,ENSG00000164161_iso1,0.032985777,0.080207152,0.428583212,ORF_lengthening;NMD_affected
ENSG00000149196,HIKESHI,ENSG00000149196_iso1,0.030760243,0.030462625,0.439687477,Domain_gain;Domain_loss;ORF_shortening
ENSG00000169567,HINT1,ENSG00000169567_iso1,0.017280594,0.071282124,0.273369273,signal_peptide_affected;Domain_loss
ENSG00000227715,HLA-A,ENSG00000227715_iso1,0.041000628,0.029924221,0.527627776,Domain_gain;ORF_lengthening
ENSG00000101294,HM13,ENSG00000101294_iso1,0.028800794,0.094681378,0.448559039,ORF_lengthening;signal_peptide_affected
ENSG00000189403,HMGB1,ENSG00000189403_iso1,0.00017262,0.05129928,0.154221565,transmembrane_affected;NMD_affected
ENSG00000164104,HMGB2,ENSG00000164104_iso1,0.03479618,0.084390826,0.540834763,Domain_gain;transmembrane_affected
ENSG00000029993,HMGB3,ENSG00000029993_iso1,0.034439949,0.07988023,0.390617302,ORF_shortening
ENSG00000113161,HMGCR,ENSG00000113161_iso1,0.042792159,0.080518828,0.37966285,signal_peptide_affected
ENSG00000198830,HMGN2,ENSG00000198830_iso1,0.02943685,0.002537678,0.539873324,Domain_loss
ENSG00000118418,HMGN3,ENSG00000118418_iso1,0.014662818,0.043642299,0.198091096,transmembrane_affected;signal_peptide_affected
ENSG00000277424,HMOX2,ENSG00000277424_iso1,0.032976807,0.007204815,0.678219132,NMD_affected
ENSG00000135486,HNRNPA1,ENSG00000135486_iso1,0.01126971,0.068109735,0.184721705,ORF_shortening;Domain_loss
ENSG00000122566,HNRNPA2B1,ENSG00000122566_iso1,0.015333242,0.093582701,0.203861932,NMD_affected;transmembrane_affected
ENSG00000092199,HNRNPC,ENSG00000092199_iso1,0.043327602,0.027133449,0.293871604,transmembrane_affected;signal_peptide_affected;Domain_loss
ENSG00000138668,HNRNPD,ENSG00000138668_iso1,0.042814773,0.026253966,0.115181049,ORF_lengthening;Domain_loss
ENSG00000096746,HNRNPH3,ENSG00000096746_iso1,0.02036389,0.091766283,0.673787746,ORF_lengthening;ORF_shortening
ENSG00000230989,HSBP1,ENSG00000230989_iso1,0.000844876,0.058895494,0.401077734,ORF_shortening;Domain_loss;Domain_gain
ENSG00000072506,HSD17B10,ENSG00000072506_iso1,0.023497995,0.057153835,0.137505571,Domain_gain;ORF_lengthening
ENSG00000109971,HSPA8,ENSG00000109971_iso1,0.037491357,0.035089487,0.347421694,transmembrane_affected
ENSG00000106211,HSPB1,ENSG00000106211_iso1,0.016010314,0.088969803,0.526938149,Domain_loss;NMD_affected
ENSG00000115541,HSPE1,ENSG00000115541_iso1,0.028997547,0.009802244,0.458080635,Domain_loss;transmembrane_affected;NMD_affected
ENSG00000242028,HYPK,ENSG00000242028_iso1,0.008418011,0.072562425,0.366269671,Domain_loss
ENSG00000108622,ICAM2,ENSG00000108622_iso1,0.04003063,0.005770302,0.449636394,ORF_shortening
ENSG00000117318,ID3,ENSG00000117318_iso1,0.002181595,0.032275149,0.144776457,Domain_loss;signal_peptide_affected;Domain_gain
ENSG00000283060,ID3,ENSG00000283060_iso1,0.003517496,0.079831914,0.253901814,Domain_gain;ORF_lengthening;ORF_shortening
ENSG00000275214,IFI27,ENSG00000275214_iso1,0.027163366,0.012233124,0.699893579,Domain_loss;NMD_affected;Domain_gain
ENSG00000165949,IFI27,ENSG00000165949_iso1,0.047954037,0.067696499,0.190487691,NMD_affected;Domain_gain
ENSG00000119632,IFI27L2,ENSG00000119632_iso1,0.019210068,0.09281883,0.456818291,transmembrane_affected;NMD_affected;Domain_gain
ENSG00000276879,IFI27L2,ENSG00000276879_iso1,0.003650865,0.053539723,0.495135909,Domain_loss
ENSG00000185201,IFITM2,ENSG00000185201_iso1,0.049563962,0.054217841,0.27212446,ORF_shortening;transmembrane_affected
ENSG00000142089,IFITM3,ENSG00000142089_iso1,0.0360527,0.075857016,0.421555506,signal_peptide_affected
ENSG00000128581,IFT22,ENSG00000128581_iso1,0.020339993,0.065322045,0.604828296,transmembrane_affected;NMD_affected
ENSG00000008517,IL32,ENSG00000008517_iso1,0.036259926,0.036730952,0.308799243,NMD_affected;signal_peptide_affected;ORF_shortening
ENSG00000178035,IMPDH2,ENSG00000178035_iso1,0.040459021,0.040694093,0.287324604,ORF_lengthening
ENSG00000153391,INO80C,ENSG00000153391_iso1,0.027272928,0.043385459,0.422500698,ORF_shortening
ENSG00000086200,IPO11,ENSG00000086200_iso1,0.003609959,0.018275998,0.364164755,NMD_affected;transmembrane_affected;Domain_gain
ENSG00000187608,ISG15,ENSG00000187608_iso1,0.044825234,0.076342471,0.544593096,NMD_affected;Domain_gain
ENSG00000083457,ITGAE,ENSG00000083457_iso1,0.013912827,0.022049978,0.523631261,Domain_loss;ORF_shortening;transmembrane_affected
ENSG00000150093,ITGB1,ENSG00000150093_iso1,0.012181547,0.004920605,0.247560141,ORF_lengthening
ENSG00000119185,ITGB1BP1,ENSG00000119185_iso1,0.012110873,0.08536354,0.637382593,transmembrane_affected;Domain_gain
ENSG00000189159,JPT1,ENSG00000189159_iso1,0.016566782,0.003496377,0.529196704,signal_peptide_affected
ENSG00000225470,JPX,ENSG00000225470_iso1,0.011572797,0.010300881,0.222465128,signal_peptide_affected;Domain_loss
ENSG00000134056,KGD4,ENSG00000134056_iso1,0.01398537,0.095395775,0.126940052,transmembrane_affected;Domain_gain;signal_peptide_affected
ENSG00000278461,KGD4,ENSG00000278461_iso1,0.038040286,0.063089322,0.625819751,ORF_shortening
ENSG00000182481,KPNA2,ENSG00000182481_iso1,0.016511088,0.089831585,0.350238112,ORF_shortening;Domain_loss;transmembrane_affected
ENSG00000163463,KRTCAP2,ENSG00000163463_iso1,0.017721319,0.048908362,0.183376644,transmembrane_affected
ENSG00000112769,LAMA4,ENSG00000112769_iso1,0.014772009,0.062883184,0.335281401,NMD_affected;signal_peptide_affected
ENSG00000149357,LAMTOR1,ENSG00000149357_iso1,0.019853438,0.058775442,0.344009885,transmembrane_affected;signal_peptide_affected
ENSG00000116586,LAMTOR2,ENSG00000116586_iso1,0.003215061,0.048992801,0.148799158,NMD_affected;Domain_loss
ENSG00000188186,LAMTOR4,ENSG00000188186_iso1,0.015579047,0.057586645,0.648248881,ORF_lengthening
ENSG00000134248,LAMTOR5,ENSG00000134248_iso1,0.005064812,0.055656202,0.584541578,ORF_lengthening
ENSG00000134333,LDHA,ENSG00000134333_iso1,0.032882404,0.087155781,0.522055622,ORF_lengthening;ORF_shortening;NMD_affected
ENSG00000288299,LDHA,ENSG00000288299_iso1,0.006299644,0.06069849,0.213686214,NMD_affected;ORF_lengthening
ENSG00000111716,LDHB,ENSG00000111716_iso1,0.011094261,0.04220512,0.395234916,transmembrane_affected;NMD_affected
ENSG00000100097,LGALS1,ENSG00000100097_iso1,0.028534929,0.084829361,0.729447479,ORF_lengthening
ENSG00000160789,LMNA,ENSG00000160789_iso1,0.032368979,0.059237502,0.716168787,NMD_affected
ENSG00000163956,LRPAP1,ENSG00000163956_iso1,0.022753308,0.094777332,0.480488354,NMD_affected;Domain_loss
ENSG00000165501,LRR1,ENSG00000165501_iso1,0.048169571,0.085025868,0.725466489,Domain_loss;ORF_lengthening
ENSG00000224979,LSM2,ENSG00000224979_iso1,0.024644672,0.013562059,0.443710878,transmembrane_affected;signal_peptide_affected;ORF_shortening
ENSG00000106355,LSM5,ENSG00000106355_iso1,0.046878386,0.066745572,0.423329319,NMD_affected;ORF_lengthening;transmembrane_affected
ENSG00000154589,LY96,ENSG00000154589_iso1,0.048124639,0.055482056,0.626531261,ORF_lengthening;Domain_gain
ENSG00000111196,MAGOHB,ENSG00000111196_iso1,0.025407513,0.08386932,0.312162883,transmembrane_affected
ENSG00000251562,MALAT1,ENSG00000251562_iso1,0.019130853,0.098428325,0.31844141,transmembrane_affected
ENSG00000140941,MAP1LC3B,ENSG00000140941_iso1,0.0269682,0.005852159,0.63918762,transmembrane_affected
ENSG00000180398,MCFD2,ENSG00000180398_iso1,0.010444053,0.053482407,0.201519578,Domain_gain;NMD_affected;ORF_lengthening
ENSG00000232119,MCTS1,ENSG00000232119_iso1,0.038732696,0.015197066,0.270514237,signal_peptide_affected;Domain_loss
ENSG00000014641,MDH1,ENSG00000014641_iso1,0.008634418,0.004884104,0.278010531,Domain_gain
ENSG00000146701,MDH2,ENSG00000146701_iso1,0.025924366,0.047558829,0.795014728,NMD_affected;ORF_lengthening
ENSG00000108590,MED31,ENSG00000108590_iso1,0.008334871,0.031998324,0.514051568,ORF_shortening;transmembrane_affected;NMD_affected
ENSG00000111142,METAP2,ENSG00000111142_iso1,0.018769346,0.084677501,0.315092538,Domain_loss;signal_peptide_affected;Domain_gain
ENSG00000138382,METTL5,ENSG00000138382_iso1,0.00975196,0.049160903,0.300556299,NMD_affected;ORF_shortening;signal_peptide_affected
ENSG00000100060,MFNG,ENSG00000100060_iso1,0.00210992,0.051222183,0.419694452,signal_peptide_affected;Domain_loss
ENSG00000111341,MGP,ENSG00000111341_iso1,0.046930444,0.030866815,0.618292603,ORF_shortening
ENSG00000008394,MGST1,ENSG00000008394_iso1,0.043298244,0.075256483,0.501847257,Domain_loss;signal_peptide_affected;Domain_gain
ENSG00000085871,MGST2,ENSG00000085871_iso1,0.012923231,0.067000919,0.177938977,NMD_affected;ORF_shortening;transmembrane_affected
ENSG00000143198,MGST3,ENSG00000143198_iso1,0.029195122,0.000247652,0.376010881,signal_peptide_affected;Domain_loss
ENSG00000173436,MICOS10,ENSG00000173436_iso1,0.004844642,0.049852697,0.104340802,ORF_lengthening
ENSG00000141741,MIEN1,ENSG00000141741_iso1,0.026626781,0.058047806,0.75886585,Domain_gain;signal_peptide_affected
ENSG00000240972,MIF,ENSG00000240972_iso1,0.008247829,0.094145598,0.620791041,NMD_affected;Domain_loss;ORF_shortening
ENSG00000276701,MIF,ENSG00000276701_iso1,0.017235925,0.005548649,0.626702084,ORF_lengthening
ENSG00000172965,MIR4435-2HG,ENSG00000172965_iso1,0.022350633,0.005197648,0.209396767,ORF_shortening
ENSG00000247516,MIR4458HG,ENSG00000247516_iso1,0.015195248,0.047087488,0.623653833,Domain_loss;ORF_shortening
ENSG00000160124,MIX23,ENSG00000160124_iso1,0.025564109,0.022100073,0.673434676,Domain_gain
ENSG00000125863,MKKS,ENSG00000125863_iso1,0.031459493,0.046268797,0.601978374,Domain_loss
ENSG00000139428,MMAB,ENSG00000139428_iso1,0.043691007,0.027529418,0.591649447,transmembrane_affected
ENSG00000123562,MORF4L2,ENSG00000123562_iso1,0.046826736,0.081279696,0.776560138,Domain_loss
ENSG00000143158,MPC2,ENSG00000143158_iso1,0.019681581,0.07942928,0.114221285,signal_peptide_affected;ORF_lengthening
ENSG00000115204,MPV17,ENSG00000115204_iso1,0.042323625,0.055632907,0.147814005,transmembrane_affected;NMD_affected
ENSG00000174547,MRPL11,ENSG00000174547_iso1,0.014295151,0.090493747,0.426837698,signal_peptide_affected;ORF_shortening
ENSG00000172172,MRPL13,ENSG00000172172_iso1,0.013902792,4.87E-05,0.606570692,ORF_shortening;signal_peptide_affected;NMD_affected
ENSG00000137547,MRPL15,ENSG00000137547_iso1,0.014113219,0.091245825,0.754241283,NMD_affected;signal_peptide_affected
ENSG00000112110,MRPL18,ENSG00000112110_iso1,0.019302877,0.092326969,0.752858155,Domain_gain;ORF_shortening;ORF_lengthening
ENSG00000242485,MRPL20,ENSG00000242485_iso1,0.033007015,0.082716035,0.609001503,ORF_lengthening;signal_peptide_affected
ENSG00000197345,MRPL21,ENSG00000197345_iso1,0.029960365,0.060082244,0.435661912,Domain_gain
ENSG00000082515,MRPL22,ENSG00000082515_iso1,0.049166498,0.099051451,0.320969061,Domain_gain;ORF_lengthening;Domain_loss
ENSG00000143314,MRPL24,ENSG00000143314_iso1,0.024372958,0.026913283,0.77760604,NMD_affected
ENSG00000108826,MRPL27,ENSG00000108826_iso1,0.017998714,0.049982166,0.458628501,ORF_shortening
ENSG00000185414,MRPL30,ENSG00000185414_iso1,0.003675848,0.013661636,0.472610329,Domain_loss;ORF_lengthening;transmembrane_affected
ENSG00000106591,MRPL32,ENSG00000106591_iso1,0.029092402,0.010338358,0.430106116,signal_peptide_affected;ORF_shortening;Domain_loss
ENSG00000243147,MRPL33,ENSG00000243147_iso1,0.046103365,0.04381412,0.55607088,Domain_gain;ORF_lengthening
ENSG00000171421,MRPL36,ENSG00000171421_iso1,0.008529793,0.000391771,0.243715147,Domain_gain;ORF_shortening;ORF_lengthening
ENSG00000185608,MRPL40,ENSG00000185608_iso1,0.002617546,0.026290661,0.123624865,ORF_shortening;Domain_loss
ENSG00000055950,MRPL43,ENSG00000055950_iso1,0.035901809,0.086051309,0.508018794,signal_peptide_affected;Domain_gain
ENSG00000136522,MRPL47,ENSG00000136522_iso1,0.026590472,0.081071098,0.102766953,ORF_shortening;signal_peptide_affected;Domain_gain
ENSG00000111639,MRPL51,ENSG00000111639_iso1,0.001123238,0.095490942,0.174569087,ORF_shortening
ENSG00000172590,MRPL52,ENSG00000172590_iso1,0.046031118,0.090025891,0.684522129,Domain_loss;ORF_shortening
ENSG00000204822,MRPL53,ENSG00000204822_iso1,0.040929911,0.039803141,0.567141988,ORF_shortening
ENSG00000162910,MRPL55,ENSG00000162910_iso1,0.025809781,0.096224286,0.538367878,transmembrane_affected;ORF_lengthening
ENSG00000181991,MRPS11,ENSG00000181991_iso1,0.0023756,0.012324766,0.670892567,Domain_loss
ENSG00000116898,MRPS15,ENSG00000116898_iso1,0.034194271,0.049893631,0.420142021,Domain_loss;transmembrane_affected;signal_peptide_affected
ENSG00000182180,MRPS16,ENSG00000182180_iso1,0.011003612,0.076661275,0.292730517,Domain_loss;transmembrane_affected
ENSG00000163319,MRPS18C,ENSG00000163319_iso1,0.024443088,0.061790674,0.393913941,ORF_shortening;NMD_affected
ENSG00000090263,MRPS33,ENSG00000090263_iso1,0.048917947,0.078176963,0.297547661,transmembrane_affected
ENSG00000243927,MRPS6,ENSG00000243927_iso1,0.026249885,0.017214307,0.346194156,Domain_gain
ENSG00000125445,MRPS7,ENSG00000125445_iso1,0.010478949,0.004409136,0.468929306,ORF_shortening
ENSG00000174099,MSRB3,ENSG00000174099_iso1,0.044622296,0.005605833,0.413457955,ORF_lengthening;ORF_shortening
ENSG00000169715,MT1E,ENSG00000169715_iso1,0.021417355,0.036078669,0.632140445,ORF_shortening;signal_peptide_affected;Domain_loss
ENSG00000125148,MT2A,ENSG00000125148_iso1,0.002429234,0.006078173,0.349318399,Domain_gain;ORF_shortening
ENSG00000285121,MTCH2,ENSG00000285121_iso1,0.006104797,0.074711702,0.541708917,signal_peptide_affected;NMD_affected
ENSG00000109919,MTCH2,ENSG00000109919_iso1,0.010341109,0.059960184,0.548803244,transmembrane_affected;ORF_lengthening;Domain_loss
ENSG00000122085,MTERF4,ENSG00000122085_iso1,0.025870982,0.013662744,0.424699545,transmembrane_affected
ENSG00000173171,MTX1,ENSG00000173171_iso1,0.031080215,0.086495879,0.433252019,Domain_gain;ORF_shortening;ORF_lengthening
ENSG00000101608,MYL12A,ENSG00000101608_iso1,0.000314129,0.032896159,0.435979435,signal_peptide_affected;NMD_affected
ENSG00000118680,MYL12B,ENSG00000118680_iso1,0.040623101,0.098179764,0.591414211,transmembrane_affected
ENSG00000092841,MYL6,ENSG00000092841_iso1,0.004397282,0.098238945,0.566230591,signal_peptide_affected
ENSG00000196465,MYL6B,ENSG00000196465_iso1,0.001329007,0.055873107,0.352840851,ORF_lengthening;signal_peptide_affected;Domain_loss
ENSG00000102030,NAA10,ENSG00000102030_iso1,0.036520437,0.026476204,0.459179981,Domain_loss;transmembrane_affected
ENSG00000173418,NAA20,ENSG00000173418_iso1,0.014022946,0.041026469,0.504405868,Domain_loss;ORF_shortening;NMD_affected
ENSG00000183011,NAA38,ENSG00000183011_iso1,0.002486261,0.085613513,0.277620118,Domain_gain;ORF_lengthening
ENSG00000196531,NACA,ENSG00000196531_iso1,0.012324158,0.08409734,0.621833425,Domain_loss;ORF_lengthening
ENSG00000187109,NAP1L1,ENSG00000187109_iso1,0.041159538,0.095695669,0.411537919,Domain_gain;ORF_lengthening;signal_peptide_affected
ENSG00000163382,NAXE,ENSG00000163382_iso1,0.01951344,0.01916418,0.497192804,Domain_gain
ENSG00000204272,NBDY,ENSG00000204272_iso1,0.011688483,0.041915739,0.682391676,NMD_affected;Domain_gain;transmembrane_affected
ENSG00000174886,NDUFA11,ENSG00000174886_iso1,0.001325775,0.059765111,0.404860286,Domain_loss
ENSG00000292058,NDUFA11,ENSG00000292058_iso1,0.044340463,0.021034761,0.426907203,NMD_affected;Domain_gain
ENSG00000184752,NDUFA12,ENSG00000184752_iso1,0.045260887,0.05506104,0.6436175,ORF_lengthening
ENSG00000186010,NDUFA13,ENSG00000186010_iso1,0.017703137,0.022338892,0.405809072,ORF_shortening
ENSG00000281013,NDUFA6,ENSG00000281013_iso1,0.046161209,0.001946816,0.204384675,ORF_lengthening;Domain_loss
ENSG00000184983,NDUFA6,ENSG00000184983_iso1,0.013424945,0.042605981,0.428359023,NMD_affected;Domain_loss;transmembrane_affected
ENSG00000272765,NDUFA6,ENSG00000272765_iso1,0.007145474,0.019965409,0.212342224,NMD_affected
ENSG00000277365,NDUFA6,ENSG00000277365_iso1,0.031430675,0.013937263,0.539923013,Domain_gain;transmembrane_affected
ENSG00000273397,NDUFA6,ENSG00000273397_iso1,0.023018374,0.056437007,0.481794272,ORF_shortening;Domain_loss;ORF_lengthening
ENSG00000267855,NDUFA7,ENSG00000267855_iso1,0.034015565,0.094938547,0.351066143,Domain_gain
ENSG00000139180,NDUFA9,ENSG00000139180_iso1,0.049835986,0.030077543,0.385279821,NMD_affected
ENSG00000004779,NDUFAB1,ENSG00000004779_iso1,0.049568398,0.034638423,0.658410081,transmembrane_affected
ENSG00000164182,NDUFAF2,ENSG00000164182_iso1,0.014854557,0.054436219,0.655009096,Domain_gain;ORF_shortening
ENSG00000178057,NDUFAF3,ENSG00000178057_iso1,0.048590339,0.000137653,0.596588681,Domain_gain;NMD_affected;ORF_shortening
ENSG00000123545,NDUFAF4,ENSG00000123545_iso1,0.03239774,0.096110472,0.509691345,signal_peptide_affected;Domain_gain;transmembrane_affected
ENSG00000183648,NDUFB1,ENSG00000183648_iso1,0.017610574,0.019346791,0.402005354,Domain_gain;ORF_lengthening;signal_peptide_affected
ENSG00000140990,NDUFB10,ENSG00000140990_iso1,0.038740238,0.094101009,0.679723147,NMD_affected;Domain_loss;transmembrane_affected
ENSG00000291930,NDUFB10,ENSG00000291930_iso1,0.01677714,0.050782413,0.546458521,Domain_gain;Domain_loss;signal_peptide_affected
ENSG00000147123,NDUFB11,ENSG00000147123_iso1,0.014220591,0.035818634,0.127946932,Domain_gain;ORF_lengthening
ENSG00000090266,NDUFB2,ENSG00000090266_iso1,0.007262008,0.006577282,0.11936217,ORF_lengthening
ENSG00000119013,NDUFB3,ENSG00000119013_iso1,0.007768859,0.094159132,0.662887726,ORF_shortening
