gene_id,transcript_id,HUVEC_high1,HUVEC_high2,HUVEC_high3,HUVEC_high4,HUAEC_high1,HUAEC_high2,HUAEC_high3,HUAEC_high4
ENSG00000101246,ENST00000622789.5,13,3,9,4,6,0,3,8
ENSG00000101247,ENST00000378081.9,3,7,12,5,6,3,9,7
ENSG00000101247,ENST00000378106.10,3,8,13,2,6,2,9,6
ENSG00000101247,ENST00000463598.1,2,7,8,5,2,0,7,4
ENSG00000101247,ENST00000475968.5,0,7,4,5,0,0,6,2
ENSG00000101247,ENST00000476124.1,2,0,2,0,0,0,0,0
ENSG00000101247,ENST00000476200.5,0,5,0,3,0,0,0,0
ENSG00000101247,ENST00000479682.5,0,4,0,2,0,0,0,0
ENSG00000101247,ENST00000479716.5,0,3,0,0,0,0,0,0
ENSG00000101247,ENST00000485738.5,0,0,1,0,0,0,0,0
ENSG00000101247,ENST00000486772.1,0,4,0,0,0,1,1,0
ENSG00000101247,ENST00000487478.5,0,6,2,3,0,1,5,2
ENSG00000101255,ENST00000217233.9,9,11,9,13,14,0,8,5
ENSG00000101255,ENST00000422053.3,15,17,9,14,16,0,12,6
ENSG00000101255,ENST00000449710.6,10,13,12,10,16,0,8,8
ENSG00000101255,ENST00000615226.5,11,14,9,9,12,0,8,7
ENSG00000101255,ENST00000714424.1,7,18,11,8,16,0,11,7
ENSG00000101255,ENST00000714425.1,9,17,12,10,12,0,8,5
ENSG00000101255,ENST00000714426.1,10,14,11,6,13,1,12,8
ENSG00000101255,ENST00000714427.1,13,15,10,9,16,0,9,8
ENSG00000101255,ENST00000714428.1,12,13,13,11,17,0,8,7
ENSG00000101265,ENST00000379376.2,8,7,4,7,4,0,5,1
ENSG00000101265,ENST00000379400.8,8,7,6,6,5,0,7,0
ENSG00000101265,ENST00000478553.1,8,7,4,7,4,1,5,1
ENSG00000101266,ENST00000217244.9,18,17,16,9,19,3,17,10
ENSG00000101266,ENST00000349736.10,22,18,13,8,20,4,14,10
ENSG00000101266,ENST00000400217.7,3,2,0,0,0,0,0,0
ENSG00000101266,ENST00000400227.8,1,1,1,0,0,0,0,0
ENSG00000101266,ENST00000460062.7,1,0,0,0,0,0,0,0
ENSG00000101266,ENST00000608066.6,0,0,0,0,0,0,0,0
ENSG00000101266,ENST00000609525.2,5,0,0,0,0,0,0,0
ENSG00000101266,ENST00000609606.6,0,2,0,0,2,0,0,0
ENSG00000101266,ENST00000642160.1,0,1,0,0,0,0,0,0
ENSG00000101266,ENST00000642673.1,1,0,0,1,0,0,0,0
ENSG00000101266,ENST00000642689.1,1,2,0,1,0,1,0,0
ENSG00000101266,ENST00000643600.1,0,0,1,0,1,0,0,0
ENSG00000101266,ENST00000643602.1,0,0,0,0,0,0,0,0
ENSG00000101266,ENST00000643641.1,1,1,0,1,0,0,0,0
ENSG00000101266,ENST00000643660.1,0,3,2,0,1,0,0,0
ENSG00000101266,ENST00000643700.1,8,12,5,5,12,0,9,12
ENSG00000101266,ENST00000643968.1,0,1,0,0,0,0,0,0
ENSG00000101266,ENST00000643980.1,1,0,0,0,0,0,0,1
ENSG00000101266,ENST00000644003.1,6,0,0,0,0,0,0,0
ENSG00000101266,ENST00000644170.1,4,7,10,3,6,4,14,8
ENSG00000101266,ENST00000644177.1,0,1,0,0,0,0,0,0
ENSG00000101266,ENST00000644448.1,1,0,0,1,0,0,0,0
ENSG00000101266,ENST00000644710.1,6,0,0,0,1,0,0,0
ENSG00000101266,ENST00000644885.1,4,3,1,1,1,0,0,0
ENSG00000101266,ENST00000645091.1,0,0,0,0,1,0,0,0
ENSG00000101266,ENST00000645187.1,0,0,0,0,1,0,0,0
ENSG00000101266,ENST00000645234.1,3,4,0,0,0,1,2,1
ENSG00000101266,ENST00000645249.1,2,0,2,0,0,0,1,0
ENSG00000101266,ENST00000645260.1,8,12,8,7,7,0,7,7
ENSG00000101266,ENST00000645334.1,3,2,0,0,0,0,0,2
ENSG00000101266,ENST00000645623.1,0,0,2,0,0,0,0,0
ENSG00000101266,ENST00000645768.1,3,1,0,0,0,0,0,0
ENSG00000101266,ENST00000645840.1,6,8,9,5,11,3,9,7
ENSG00000101266,ENST00000645910.1,8,9,9,5,8,2,12,11
ENSG00000101266,ENST00000646305.1,8,2,12,4,6,3,8,5
ENSG00000101266,ENST00000646477.1,2,0,0,2,0,0,0,0
ENSG00000101266,ENST00000646561.1,18,23,17,8,22,5,23,15
ENSG00000101266,ENST00000646814.1,7,1,0,0,0,0,3,2
ENSG00000101266,ENST00000647026.1,1,3,0,1,0,1,0,2
ENSG00000101266,ENST00000647155.1,2,3,0,0,0,0,1,0
ENSG00000101266,ENST00000647348.1,6,1,0,0,0,0,0,1
ENSG00000101290,ENST00000379070.3,10,12,9,10,8,0,3,7
ENSG00000101290,ENST00000460006.6,11,12,10,10,9,1,4,7
ENSG00000101290,ENST00000468817.5,0,0,0,1,0,0,1,0
ENSG00000101294,ENST00000340852.9,32,17,34,7,37,10,35,26
ENSG00000101294,ENST00000344042.5,0,1,0,0,0,0,0,0
ENSG00000101294,ENST00000398174.9,30,15,34,16,35,9,38,22
ENSG00000101294,ENST00000460389.5,0,0,0,2,0,0,0,0
ENSG00000101294,ENST00000464173.5,0,0,0,0,0,0,0,0
ENSG00000101294,ENST00000466766.2,7,4,7,2,7,0,7,8
ENSG00000101294,ENST00000468559.5,12,5,6,8,7,2,9,4
ENSG00000101294,ENST00000469097.5,0,0,0,0,0,0,0,0
ENSG00000101294,ENST00000469126.5,0,0,3,0,0,0,0,0
ENSG00000101294,ENST00000483310.5,0,0,0,0,0,0,0,0
ENSG00000101294,ENST00000487281.1,14,9,8,4,11,1,4,4
ENSG00000101294,ENST00000492709.5,14,8,9,7,6,0,6,6
ENSG00000101294,ENST00000494153.5,0,0,0,0,0,0,0,0
ENSG00000101294,ENST00000496438.5,0,0,0,1,0,0,2,0
ENSG00000101294,ENST00000498035.5,4,3,1,5,8,0,11,5
ENSG00000101294,ENST00000649374.1,1,0,0,0,0,0,0,0
ENSG00000101294,ENST00000649820.1,7,5,9,4,12,1,12,11
ENSG00000101294,ENST00000650367.1,0,1,3,2,1,0,2,0
ENSG00000101294,ENST00000674240.1,24,18,29,10,38,9,38,30
ENSG00000101298,ENST00000381867.6,0,2,3,0,0,0,0,0
ENSG00000101298,ENST00000381873.7,0,2,3,0,1,1,0,1
ENSG00000101306,ENST00000375985.5,0,0,1,0,0,0,0,0
ENSG00000101306,ENST00000468730.1,0,0,0,0,0,0,0,1
ENSG00000101307,ENST00000381605.9,0,0,1,1,0,1,0,0
ENSG00000101307,ENST00000568365.1,0,0,0,0,0,0,0,0
ENSG00000101310,ENST00000262544.6,4,8,3,3,8,0,5,5
ENSG00000101310,ENST00000336714.8,4,8,3,2,8,0,5,5
ENSG00000101310,ENST00000377465.6,4,8,3,3,8,0,4,5
ENSG00000101310,ENST00000422877.1,4,8,2,1,7,0,1,4
ENSG00000101310,ENST00000474619.1,0,0,0,2,0,0,0,0
ENSG00000101310,ENST00000643747.1,4,8,3,2,8,0,5,4
ENSG00000101310,ENST00000650089.1,4,8,3,1,8,0,4,5
ENSG00000101311,ENST00000217289.9,0,0,0,0,0,0,0,0
ENSG00000101311,ENST00000478194.1,0,0,0,0,0,0,0,0
ENSG00000101311,ENST00000699097.1,0,0,0,0,0,0,1,0
ENSG00000101331,ENST00000262659.12,4,2,2,1,2,1,4,0
ENSG00000101331,ENST00000452892.3,4,2,2,0,2,0,4,0
ENSG00000101333,ENST00000278655.9,0,0,0,0,0,0,0,0
ENSG00000101333,ENST00000378501.3,0,0,0,0,0,0,0,0
ENSG00000101333,ENST00000492632.5,0,0,0,0,0,0,0,0
ENSG00000101333,ENST00000685110.1,0,0,1,0,0,0,0,0
ENSG00000101333,ENST00000685298.1,0,0,0,0,0,0,0,0
ENSG00000101333,ENST00000685482.1,1,0,0,0,0,0,0,0
ENSG00000101333,ENST00000686893.1,0,0,1,0,0,0,0,0
ENSG00000101333,ENST00000690729.1,0,0,1,0,0,0,0,0
ENSG00000101333,ENST00000693005.1,0,0,2,0,0,0,0,0
ENSG00000101333,ENST00000693502.1,0,0,2,0,0,0,0,0
ENSG00000101335,ENST00000279022.7,21,37,33,11,44,9,39,26
ENSG00000101335,ENST00000346786.2,22,39,27,13,45,9,34,26
ENSG00000101337,ENST00000217315.9,4,11,12,6,7,2,2,3
ENSG00000101337,ENST00000398022.7,4,8,11,6,7,2,2,3
ENSG00000101337,ENST00000442842.5,0,0,0,2,0,0,0,0
ENSG00000101337,ENST00000450829.5,0,0,0,2,0,0,0,0
ENSG00000101337,ENST00000479591.1,4,2,3,0,0,0,1,0
ENSG00000101337,ENST00000495749.1,4,7,6,3,7,2,2,3
ENSG00000101343,ENST00000377327.8,5,7,6,8,10,0,5,7
ENSG00000101343,ENST00000377340.6,5,7,6,8,10,0,5,7
ENSG00000101343,ENST00000490258.1,0,0,0,2,1,0,2,0
ENSG00000101343,ENST00000490910.5,2,6,4,8,8,0,4,2
ENSG00000101343,ENST00000496549.5,2,6,4,7,8,0,4,1
ENSG00000101343,ENST00000521379.1,0,3,2,6,2,0,2,0
ENSG00000101343,ENST00000536226.2,5,7,6,7,10,0,4,7
ENSG00000101346,ENST00000375730.3,0,0,0,0,0,0,1,0
ENSG00000101346,ENST00000375749.8,28,15,24,10,24,3,32,17
ENSG00000101346,ENST00000434904.1,4,0,5,0,0,0,3,0
ENSG00000101346,ENST00000706471.1,28,15,24,10,24,3,32,17
ENSG00000101346,ENST00000706472.1,28,15,23,10,25,3,30,17
ENSG00000101347,ENST00000262878.5,0,0,0,0,0,0,1,3
ENSG00000101347,ENST00000642186.1,0,0,0,0,0,0,0,0
ENSG00000101347,ENST00000642246.1,0,1,0,2,1,0,2,6
ENSG00000101347,ENST00000642616.1,0,0,0,0,0,0,1,0
ENSG00000101347,ENST00000643078.1,0,0,0,0,0,0,0,0
ENSG00000101347,ENST00000643243.1,0,0,0,0,0,0,0,0
ENSG00000101347,ENST00000643907.1,0,0,0,0,0,0,1,0
ENSG00000101347,ENST00000643918.1,0,0,0,0,1,0,0,0
ENSG00000101347,ENST00000644114.2,0,0,0,0,0,0,0,0
ENSG00000101347,ENST00000644250.2,0,0,0,2,0,0,1,5
ENSG00000101347,ENST00000644688.2,1,0,0,0,0,0,0,0
ENSG00000101347,ENST00000645033.1,5,7,0,5,11,0,12,9
ENSG00000101347,ENST00000645444.2,0,0,0,0,2,0,1,0
ENSG00000101347,ENST00000646066.1,0,0,0,0,2,0,0,0
ENSG00000101347,ENST00000646673.2,7,10,2,7,10,0,15,13
ENSG00000101347,ENST00000646866.1,0,0,0,0,0,0,2,0
ENSG00000101347,ENST00000646869.1,0,2,0,2,1,0,1,2
ENSG00000101347,ENST00000646904.1,3,3,0,3,2,0,4,6
ENSG00000101347,ENST00000647095.1,0,3,0,1,0,0,2,6
ENSG00000101347,ENST00000647163.1,0,0,1,0,0,0,2,3
ENSG00000101347,ENST00000647459.1,0,0,0,0,0,0,0,0
ENSG00000101347,ENST00000682773.1,2,0,0,1,3,0,7,3
ENSG00000101347,ENST00000683720.1,0,0,0,0,1,0,0,0
ENSG00000101347,ENST00000683766.1,0,2,0,1,0,0,0,0
ENSG00000101350,ENST00000375712.4,5,6,8,5,3,0,7,7
ENSG00000101353,ENST00000343811.10,0,0,0,0,2,0,0,0
ENSG00000101353,ENST00000421643.2,0,0,0,0,0,0,0,0
ENSG00000101353,ENST00000422138.2,0,0,0,0,2,0,0,0
ENSG00000101353,ENST00000466091.1,0,0,0,0,2,0,0,1
ENSG00000101361,ENST00000329276.10,33,22,28,11,20,2,33,26
ENSG00000101361,ENST00000415272.2,31,28,20,10,15,2,27,21
ENSG00000101361,ENST00000445139.1,0,0,0,2,2,0,2,2
ENSG00000101361,ENST00000460258.5,0,0,0,0,0,0,0,0
ENSG00000101361,ENST00000462630.5,41,21,25,8,12,1,29,25
ENSG00000101361,ENST00000466447.5,32,22,22,15,13,4,21,24
ENSG00000101361,ENST00000467196.5,25,19,24,10,9,3,22,21
ENSG00000101361,ENST00000467857.1,36,22,30,12,15,1,31,27
ENSG00000101361,ENST00000469588.5,0,0,0,2,2,0,2,2
ENSG00000101361,ENST00000470143.1,0,0,0,0,0,0,1,1
ENSG00000101361,ENST00000471023.1,0,0,1,0,0,0,0,0
ENSG00000101361,ENST00000484998.5,30,57,31,77,23,7,39,19
ENSG00000101361,ENST00000490753.1,0,0,0,0,0,0,0,0
ENSG00000101361,ENST00000492135.5,38,22,28,14,18,2,37,23
ENSG00000101361,ENST00000494697.5,0,0,0,2,3,0,2,2
ENSG00000101361,ENST00000496775.5,0,1,0,0,0,0,0,0
ENSG00000101361,ENST00000612233.1,29,18,18,10,9,3,27,25
ENSG00000101361,ENST00000616692.1,29,10,19,10,6,3,28,22
ENSG00000101361,ENST00000651302.1,0,0,0,2,5,0,3,2
ENSG00000101363,ENST00000373605.7,8,9,12,3,4,2,5,3
ENSG00000101363,ENST00000373606.8,7,9,7,3,4,0,4,5
ENSG00000101363,ENST00000397150.5,0,0,0,0,0,0,0,0
ENSG00000101363,ENST00000397151.1,5,4,10,5,3,2,4,5
ENSG00000101363,ENST00000397152.7,7,12,14,5,5,2,3,7
ENSG00000101365,ENST00000380843.9,16,22,13,10,18,2,21,13
ENSG00000101365,ENST00000466494.6,3,7,3,3,6,0,5,3
ENSG00000101365,ENST00000474315.5,7,11,5,7,11,0,9,7
ENSG00000101365,ENST00000488299.5,12,22,13,9,15,2,22,12
ENSG00000101365,ENST00000491065.1,0,1,0,0,0,0,0,0
ENSG00000101365,ENST00000492240.5,3,7,3,4,4,0,5,3
ENSG00000101365,ENST00000613370.1,2,0,0,1,1,0,1,1
ENSG00000101367,ENST00000375571.6,29,26,30,19,14,4,33,22
ENSG00000101384,ENST00000254958.10,7,1,3,6,1,1,6,1
ENSG00000101384,ENST00000613518.1,0,0,0,0,0,0,0,0
ENSG00000101391,ENST00000339269.5,0,0,5,2,4,1,3,3
ENSG00000101391,ENST00000346416.7,0,0,5,0,4,0,3,4
ENSG00000101391,ENST00000357886.8,0,2,7,2,4,0,3,4
ENSG00000101391,ENST00000427097.5,0,2,2,1,1,0,1,2
ENSG00000101391,ENST00000460043.5,0,0,0,0,0,0,0,0
ENSG00000101391,ENST00000461356.5,0,0,2,0,0,0,0,0
ENSG00000101391,ENST00000461710.5,0,0,0,0,1,0,0,0
ENSG00000101391,ENST00000471264.5,0,0,0,0,0,0,0,0
ENSG00000101391,ENST00000473997.5,0,0,6,0,3,0,3,4
ENSG00000101391,ENST00000477105.5,0,0,2,0,0,0,0,0
ENSG00000101391,ENST00000481964.5,0,2,2,0,2,0,2,0
ENSG00000101391,ENST00000482967.5,1,2,3,0,3,0,0,1
ENSG00000101391,ENST00000488723.1,0,0,2,0,0,0,0,0
ENSG00000101391,ENST00000498525.5,0,0,1,0,0,0,0,0
ENSG00000101400,ENST00000217381.3,4,0,2,2,3,0,0,0
ENSG00000101405,ENST00000217386.2,5,0,5,7,9,1,7,5
ENSG00000101407,ENST00000373447.8,0,2,9,0,3,0,2,0
ENSG00000101407,ENST00000373448.6,0,2,9,0,3,1,2,0
ENSG00000101412,ENST00000343380.6,3,8,9,4,4,0,2,0
ENSG00000101413,ENST00000373433.9,6,0,2,4,2,0,3,4
ENSG00000101413,ENST00000449186.2,6,0,2,4,2,0,3,4
ENSG00000101413,ENST00000462548.6,6,0,2,4,2,0,3,4
ENSG00000101413,ENST00000471511.1,5,0,2,4,2,1,3,4
ENSG00000101413,ENST00000484683.1,5,0,2,4,2,0,3,4
ENSG00000101413,ENST00000614670.1,0,0,0,0,0,0,1,0
ENSG00000101417,ENST00000217398.3,11,3,13,2,13,3,17,15
ENSG00000101417,ENST00000344022.7,2,1,4,1,4,0,7,5
ENSG00000101417,ENST00000409299.8,15,5,15,4,13,3,19,16
ENSG00000101421,ENST00000217402.3,24,14,15,15,14,2,7,9
ENSG00000101425,ENST00000451435.1,0,0,0,0,0,0,0,0
ENSG00000101439,ENST00000376925.8,61,66,70,49,31,4,38,24
ENSG00000101439,ENST00000398409.1,62,66,69,49,29,4,36,23
ENSG00000101439,ENST00000398411.5,2,1,3,0,0,0,0,0
ENSG00000101441,ENST00000217423.4,0,0,3,0,0,0,0,0
ENSG00000101442,ENST00000243903.6,3,5,3,6,1,1,0,1
ENSG00000101443,ENST00000372676.8,0,0,0,0,0,0,0,0
ENSG00000101444,ENST00000217426.7,26,28,27,20,22,4,23,21
ENSG00000101444,ENST00000480653.5,25,28,25,20,22,4,23,21
ENSG00000101444,ENST00000538132.1,25,28,25,20,21,4,22,20
ENSG00000101444,ENST00000606061.1,0,0,1,0,0,0,1,0
ENSG00000101445,ENST00000299824.6,27,23,11,13,11,3,11,8
ENSG00000101445,ENST00000373331.2,27,23,11,13,11,3,11,8
ENSG00000101447,ENST00000619304.4,11,6,7,4,8,3,4,0
ENSG00000101447,ENST00000619850.2,11,6,7,4,8,3,4,1
ENSG00000101452,ENST00000252011.8,0,2,0,2,3,0,2,0
ENSG00000101452,ENST00000373323.8,0,1,0,0,3,0,2,1
ENSG00000101452,ENST00000373325.6,0,1,0,2,3,1,2,0
ENSG00000101452,ENST00000449559.1,0,2,0,0,1,0,0,0
ENSG00000101452,ENST00000482619.1,0,2,0,0,0,0,0,0
ENSG00000101452,ENST00000484417.5,0,2,2,0,1,0,2,0
ENSG00000101452,ENST00000652169.1,0,1,2,0,3,0,2,0
ENSG00000101457,ENST00000372622.8,13,9,11,6,7,0,2,5
ENSG00000101457,ENST00000435014.1,12,8,4,6,6,0,0,5
ENSG00000101457,ENST00000449078.5,0,0,0,0,0,0,1,0
ENSG00000101457,ENST00000456939.5,13,9,6,6,6,0,1,5
ENSG00000101460,ENST00000360668.8,9,2,2,4,2,0,5,0
ENSG00000101460,ENST00000374837.7,8,1,2,3,1,0,5,0
ENSG00000101460,ENST00000397709.1,8,0,0,3,2,0,2,0
ENSG00000101460,ENST00000476428.1,7,2,2,3,1,0,5,0
ENSG00000101464,ENST00000217446.8,8,8,6,8,6,1,2,1
ENSG00000101464,ENST00000374820.6,0,0,0,0,1,0,0,0
ENSG00000101464,ENST00000462389.1,0,0,0,0,0,0,0,0
ENSG00000101470,ENST00000372555.8,1,1,0,0,4,0,1,0
ENSG00000101470,ENST00000372557.1,0,0,0,0,5,0,0,0
ENSG00000101473,ENST00000217455.9,17,1,24,2,11,5,16,7
ENSG00000101473,ENST00000426915.1,7,5,9,1,13,0,8,5
ENSG00000101473,ENST00000457981.5,1,2,0,0,4,0,0,0
ENSG00000101473,ENST00000461272.5,18,2,21,2,11,4,17,6
ENSG00000101473,ENST00000481938.5,0,0,0,1,0,0,0,0
ENSG00000101473,ENST00000483141.1,0,0,0,0,0,0,0,0
ENSG00000101473,ENST00000484783.1,0,0,0,2,0,0,0,0
ENSG00000101473,ENST00000486165.5,1,0,0,0,0,1,0,0
ENSG00000101473,ENST00000488679.5,9,2,9,0,7,2,7,5
ENSG00000101473,ENST00000493118.5,0,0,0,0,0,0,0,0
ENSG00000101473,ENST00000652771.1,0,0,0,1,0,0,4,0
ENSG00000101474,ENST00000217456.3,28,33,23,25,11,6,24,18
ENSG00000101474,ENST00000451442.5,28,30,21,23,10,5,22,18
ENSG00000101493,ENST00000443185.7,0,0,2,0,0,0,1,0
ENSG00000101493,ENST00000543743.1,0,0,1,0,0,0,0,0
ENSG00000101544,ENST00000262198.9,8,2,1,2,3,2,1,4
ENSG00000101546,ENST00000262197.7,6,16,6,5,8,0,13,8
ENSG00000101546,ENST00000306735.10,10,16,16,5,8,2,16,10
ENSG00000101546,ENST00000586847.1,0,0,0,0,0,0,1,0
ENSG00000101546,ENST00000591612.1,1,0,3,2,0,0,1,2
ENSG00000101546,ENST00000593019.1,6,16,6,5,6,0,11,8
ENSG00000101557,ENST00000261601.8,21,15,11,18,12,3,19,3
ENSG00000101557,ENST00000383589.6,17,13,8,7,5,0,8,0
ENSG00000101557,ENST00000400266.7,0,0,0,2,0,0,0,0
ENSG00000101557,ENST00000578942.5,21,14,10,14,8,0,15,2
ENSG00000101557,ENST00000582707.5,17,13,8,10,5,0,9,0
ENSG00000101558,ENST00000340541.4,34,33,33,24,22,6,23,17
ENSG00000101558,ENST00000400000.7,34,33,33,24,22,6,24,17
ENSG00000101558,ENST00000577901.5,0,0,0,0,0,0,0,0
ENSG00000101558,ENST00000583475.1,29,32,21,22,17,5,22,9
ENSG00000101558,ENST00000583879.5,30,32,21,22,19,5,22,9
ENSG00000101558,ENST00000585042.5,0,0,0,0,0,0,0,0
ENSG00000101574,ENST00000319888.10,8,5,18,8,9,2,17,10
ENSG00000101574,ENST00000573134.1,4,0,0,0,3,0,7,2
ENSG00000101574,ENST00000574538.2,8,5,19,8,9,2,18,10
ENSG00000101574,ENST00000574676.1,0,0,0,0,0,0,0,0
ENSG00000101574,ENST00000576251.5,4,0,0,0,2,0,2,0
ENSG00000101574,ENST00000577166.5,0,0,0,0,0,0,0,0
ENSG00000101574,ENST00000609769.1,0,0,0,0,0,0,1,0
ENSG00000101577,ENST00000261596.9,7,3,4,0,5,2,3,3
ENSG00000101577,ENST00000581568.1,0,0,0,0,0,1,0,0
ENSG00000101577,ENST00000677752.1,7,3,4,1,5,2,3,3
ENSG00000101577,ENST00000697039.1,0,0,0,0,1,0,0,1
ENSG00000101577,ENST00000697040.1,7,3,4,0,5,2,3,3
ENSG00000101577,ENST00000697042.1,0,0,0,0,0,0,0,0
ENSG00000101596,ENST00000320876.11,1,1,2,3,1,1,2,1
ENSG00000101596,ENST00000577880.5,0,0,0,0,0,0,0,0
ENSG00000101596,ENST00000581226.1,0,0,0,0,0,0,0,0
ENSG00000101596,ENST00000584897.5,0,0,0,0,0,0,0,0
ENSG00000101596,ENST00000684915.1,0,0,0,0,0,0,0,0
ENSG00000101596,ENST00000686763.1,0,0,0,0,0,0,0,0
ENSG00000101596,ENST00000686864.1,0,0,0,0,0,0,0,0
ENSG00000101596,ENST00000688708.1,0,0,0,0,0,0,0,0
ENSG00000101596,ENST00000688964.1,0,0,0,0,0,0,0,0
ENSG00000101596,ENST00000689034.1,0,0,0,0,0,0,0,0
ENSG00000101596,ENST00000689800.1,0,0,0,0,0,0,0,0
ENSG00000101605,ENST00000261606.11,0,0,0,0,0,0,0,0
ENSG00000101608,ENST00000217652.8,1557,606,2988,281,2668,796,3326,2578
ENSG00000101608,ENST00000577510.5,0,0,0,0,0,0,0,0
ENSG00000101608,ENST00000578038.1,229,194,164,174,191,43,208,164
ENSG00000101608,ENST00000578611.5,1568,611,3001,287,2685,802,3336,2596
ENSG00000101608,ENST00000579226.5,404,242,450,192,443,109,540,439
ENSG00000101608,ENST00000580353.1,19,6,5,8,17,2,14,3
ENSG00000101608,ENST00000580887.5,387,238,413,188,417,103,500,407
ENSG00000101608,ENST00000583449.1,3,0,4,4,2,1,0,1
ENSG00000101608,ENST00000585090.1,17,5,13,8,6,1,7,3
ENSG00000101608,ENST00000608786.1,0,1,3,7,0,0,0,1
ENSG00000101624,ENST00000262127.7,0,0,5,0,0,0,0,0
ENSG00000101624,ENST00000423709.6,1,0,3,0,0,0,1,0
ENSG00000101624,ENST00000585751.1,2,0,0,0,0,0,1,0
ENSG00000101624,ENST00000586887.1,3,0,1,0,0,0,2,0
ENSG00000101624,ENST00000587929.1,1,0,0,0,0,0,0,0
ENSG00000101624,ENST00000590143.5,0,0,0,0,0,0,0,0
ENSG00000101624,ENST00000592660.5,0,0,0,0,0,0,0,0
ENSG00000101638,ENST00000315087.12,0,0,0,0,0,0,0,0
ENSG00000101638,ENST00000538168.5,0,0,0,0,0,0,0,0
ENSG00000101639,ENST00000325971.12,0,0,5,0,0,0,3,0
ENSG00000101639,ENST00000506447.5,0,0,3,0,0,0,3,0
ENSG00000101639,ENST00000507064.2,0,0,0,0,1,0,0,0
ENSG00000101639,ENST00000510237.5,0,0,4,0,0,0,4,0
ENSG00000101639,ENST00000511820.6,0,0,3,0,0,0,4,0
ENSG00000101639,ENST00000513183.1,0,0,3,0,0,0,2,0
ENSG00000101639,ENST00000513432.5,0,0,5,0,0,0,4,0
ENSG00000101639,ENST00000540847.6,1,0,4,1,0,0,1,0
ENSG00000101639,ENST00000589993.5,0,0,3,0,0,0,3,0
ENSG00000101654,ENST00000262173.7,5,4,4,2,4,0,4,1
ENSG00000101654,ENST00000383314.7,5,4,4,2,4,0,8,3
ENSG00000101654,ENST00000543302.6,0,2,0,0,2,0,1,0
ENSG00000101654,ENST00000591746.1,0,0,0,0,0,0,1,0
ENSG00000101654,ENST00000591922.1,4,0,3,2,0,1,2,0
ENSG00000101654,ENST00000592764.5,4,2,4,2,2,0,7,3
ENSG00000101665,ENST00000262158.8,0,0,0,0,1,0,0,0
ENSG00000101670,ENST00000261292.9,15,5,10,10,16,5,9,9
ENSG00000101670,ENST00000427224.6,15,5,10,10,16,5,9,9
ENSG00000101670,ENST00000577628.5,0,0,0,0,4,0,3,0
ENSG00000101670,ENST00000580036.5,0,0,0,0,5,1,2,1
ENSG00000101670,ENST00000623277.1,15,5,10,10,15,3,9,8
ENSG00000101680,ENST00000579014.5,0,0,0,0,0,0,0,0
ENSG00000101695,ENST00000217740.4,2,0,0,0,0,0,0,0
ENSG00000101695,ENST00000580863.1,2,0,0,0,0,0,0,0
ENSG00000101695,ENST00000583384.5,2,0,0,0,0,0,0,0
ENSG00000101695,ENST00000583814.5,2,0,0,0,0,0,0,0
ENSG00000101745,ENST00000262126.9,4,8,5,4,5,0,5,2
ENSG00000101745,ENST00000400020.7,1,5,2,1,0,0,5,2
ENSG00000101745,ENST00000540578.6,0,3,4,2,3,0,0,0
ENSG00000101745,ENST00000546007.6,0,0,1,0,0,0,0,0
ENSG00000101745,ENST00000577992.1,0,1,1,0,3,0,0,0
ENSG00000101745,ENST00000581635.5,0,0,0,0,1,0,0,0
ENSG00000101745,ENST00000585234.5,0,0,0,0,0,0,0,0
ENSG00000101751,ENST00000217800.9,3,0,2,0,0,0,0,0
ENSG00000101751,ENST00000577971.5,0,0,0,0,1,0,0,0
ENSG00000101751,ENST00000579434.5,3,1,2,0,0,0,0,0
ENSG00000101751,ENST00000579534.6,3,1,2,1,1,0,0,0
ENSG00000101751,ENST00000585023.5,3,1,2,0,1,1,0,1
ENSG00000101752,ENST00000261537.7,11,2,5,6,6,0,1,6
ENSG00000101773,ENST00000327155.10,0,0,3,0,4,0,1,4
ENSG00000101773,ENST00000360790.9,0,1,3,0,3,0,0,4
ENSG00000101773,ENST00000399722.6,0,0,3,0,3,0,0,4
ENSG00000101773,ENST00000399725.6,0,0,2,0,2,0,0,4
ENSG00000101773,ENST00000581687.1,1,0,2,0,3,0,0,4
ENSG00000101773,ENST00000583057.1,0,0,2,0,3,0,0,4
ENSG00000101773,ENST00000583700.5,0,0,0,0,0,0,2,0
ENSG00000101782,ENST00000339486.8,13,3,11,8,7,0,12,9
ENSG00000101782,ENST00000577250.1,0,0,0,1,0,0,0,0
ENSG00000101782,ENST00000577501.5,6,1,2,3,2,0,8,4
ENSG00000101782,ENST00000581220.1,7,2,9,7,4,1,4,3
ENSG00000101782,ENST00000581302.5,13,3,11,8,7,0,12,9
ENSG00000101782,ENST00000581339.1,0,0,0,2,0,0,0,0
ENSG00000101782,ENST00000581585.5,0,0,0,2,1,0,0,1
ENSG00000101782,ENST00000584052.5,6,0,2,0,2,0,8,4
ENSG00000101811,ENST00000372972.7,6,8,5,2,2,0,5,2
ENSG00000101811,ENST00000413437.1,0,0,0,0,0,0,0,0
ENSG00000101811,ENST00000415585.7,6,8,5,2,2,0,5,2
ENSG00000101811,ENST00000475126.5,6,7,3,2,2,0,4,0
ENSG00000101812,ENST00000355016.8,3,2,3,0,0,0,2,2
