gene_id,transcript_id,HUAEC_low1,HUAEC_low2,HUAEC_low3,HUAEC_low4,HUAEC_high1,HUAEC_high2,HUAEC_high3,HUAEC_high4
ENSG00000087274,ENST00000355842.7,7,25,9,21,17,1,17,9
ENSG00000087274,ENST00000398125.5,9,28,8,19,23,2,17,12
ENSG00000087274,ENST00000398129.5,6,30,9,24,18,2,16,10
ENSG00000087274,ENST00000503169.5,0,1,0,3,0,0,0,0
ENSG00000087274,ENST00000508684.5,1,3,0,0,5,0,0,0
ENSG00000087274,ENST00000510101.5,1,3,0,0,3,0,0,0
ENSG00000087274,ENST00000513328.6,0,0,0,0,2,0,0,0
ENSG00000087274,ENST00000513762.2,7,31,6,22,17,0,12,12
ENSG00000087274,ENST00000536424.2,0,0,0,1,0,0,0,1
ENSG00000087274,ENST00000538860.1,3,14,6,11,7,2,6,5
ENSG00000087274,ENST00000541843.2,0,0,0,2,0,0,0,0
ENSG00000087274,ENST00000651918.1,7,30,8,22,15,1,14,11
ENSG00000087274,ENST00000683351.1,10,31,7,23,26,2,14,11
ENSG00000087299,ENST00000267436.9,0,1,1,6,5,0,0,2
ENSG00000087301,ENST00000281741.9,2,0,0,0,1,0,0,0
ENSG00000087302,ENST00000261700.8,238,304,311,253,222,77,271,244
ENSG00000087302,ENST00000553362.1,40,62,85,45,39,7,35,35
ENSG00000087302,ENST00000553479.1,44,63,91,45,39,9,37,39
ENSG00000087302,ENST00000556760.5,46,68,90,48,46,8,37,38
ENSG00000087302,ENST00000557553.5,1,3,1,0,3,0,5,0
ENSG00000087303,ENST00000216286.10,0,3,0,0,2,0,0,1
ENSG00000087338,ENST00000282570.4,0,3,0,0,4,0,0,0
ENSG00000087365,ENST00000322535.11,40,55,64,42,46,9,45,40
ENSG00000087365,ENST00000524627.5,3,8,5,6,7,1,6,8
ENSG00000087365,ENST00000528302.5,37,47,59,36,40,8,39,34
ENSG00000087365,ENST00000530322.5,2,3,0,3,3,0,0,3
ENSG00000087365,ENST00000530981.1,37,46,55,36,37,8,38,29
ENSG00000087365,ENST00000531041.1,0,0,0,0,2,0,0,0
ENSG00000087365,ENST00000531589.5,0,0,0,0,1,0,0,0
ENSG00000087365,ENST00000533595.5,3,8,5,6,7,0,6,8
ENSG00000087448,ENST00000381271.7,5,4,6,7,0,1,12,1
ENSG00000087448,ENST00000539176.1,3,2,1,3,0,0,8,0
ENSG00000087448,ENST00000649445.1,3,2,0,3,1,0,8,0
ENSG00000087460,ENST00000265620.11,32,38,36,34,20,7,39,22
ENSG00000087460,ENST00000306090.12,0,2,2,0,0,0,0,0
ENSG00000087460,ENST00000313949.11,28,34,29,25,22,1,10,13
ENSG00000087460,ENST00000338783.7,1,0,0,3,0,0,0,0
ENSG00000087460,ENST00000349036.9,27,26,22,23,26,5,25,15
ENSG00000087460,ENST00000354359.12,23,40,31,48,31,5,20,17
ENSG00000087460,ENST00000371075.7,23,47,31,30,17,6,24,15
ENSG00000087460,ENST00000371085.8,27,41,43,38,28,6,29,16
ENSG00000087460,ENST00000371095.7,28,36,44,29,19,5,30,18
ENSG00000087460,ENST00000371098.6,1,0,0,0,0,0,1,0
ENSG00000087460,ENST00000371100.9,25,29,25,25,20,5,21,11
ENSG00000087460,ENST00000371102.8,19,47,35,24,26,6,21,14
ENSG00000087460,ENST00000419558.7,16,38,30,22,28,7,23,10
ENSG00000087460,ENST00000423897.7,1,0,0,0,0,0,1,0
ENSG00000087460,ENST00000453292.7,30,35,23,32,17,5,26,12
ENSG00000087460,ENST00000462499.6,25,41,33,20,27,10,17,21
ENSG00000087460,ENST00000464624.7,23,45,30,24,20,7,14,12
ENSG00000087460,ENST00000464788.6,25,36,40,25,17,5,15,14
ENSG00000087460,ENST00000464960.5,1,0,0,0,0,0,1,0
ENSG00000087460,ENST00000467227.6,28,31,25,27,23,6,26,14
ENSG00000087460,ENST00000467321.6,16,33,27,19,14,4,20,8
ENSG00000087460,ENST00000468895.6,17,30,27,34,23,1,28,16
ENSG00000087460,ENST00000469431.6,17,30,16,31,25,6,25,12
ENSG00000087460,ENST00000470512.6,27,28,31,19,20,6,27,13
ENSG00000087460,ENST00000472183.6,23,34,27,37,12,3,27,16
ENSG00000087460,ENST00000476196.5,28,42,34,32,28,3,22,16
ENSG00000087460,ENST00000476935.6,22,44,36,23,16,6,19,17
ENSG00000087460,ENST00000477931.5,31,38,30,34,28,5,16,13
ENSG00000087460,ENST00000478585.6,23,36,34,24,18,5,15,10
ENSG00000087460,ENST00000480232.6,23,39,30,30,19,6,20,15
ENSG00000087460,ENST00000480975.5,20,29,24,37,14,5,17,25
ENSG00000087460,ENST00000481039.6,31,36,27,35,22,5,15,11
ENSG00000087460,ENST00000482112.6,25,37,31,26,11,11,23,13
ENSG00000087460,ENST00000485673.6,19,37,35,30,17,5,19,18
ENSG00000087460,ENST00000487862.5,27,35,32,29,26,4,19,18
ENSG00000087460,ENST00000488546.6,21,34,26,35,18,9,23,10
ENSG00000087460,ENST00000488652.6,23,40,29,28,20,9,16,14
ENSG00000087460,ENST00000492907.6,20,29,30,22,31,7,25,8
ENSG00000087460,ENST00000493744.5,1,0,0,0,0,0,0,0
ENSG00000087460,ENST00000496934.5,20,40,34,32,20,7,20,12
ENSG00000087460,ENST00000603546.2,27,40,22,26,24,5,24,15
ENSG00000087460,ENST00000604005.6,22,37,28,20,20,5,24,27
ENSG00000087460,ENST00000657090.1,21,38,30,30,29,3,30,13
ENSG00000087460,ENST00000663479.2,30,40,34,26,22,3,13,20
ENSG00000087460,ENST00000667293.2,34,32,33,22,21,4,23,19
ENSG00000087460,ENST00000676826.2,27,43,34,28,20,13,20,10
ENSG00000087460,ENST00000682092.1,24,33,33,23,23,8,13,13
ENSG00000087460,ENST00000682134.1,25,45,56,37,20,4,31,21
ENSG00000087460,ENST00000682411.1,24,43,26,24,17,5,21,15
ENSG00000087460,ENST00000682590.1,13,35,26,29,17,4,21,11
ENSG00000087460,ENST00000682680.1,13,30,28,27,16,6,23,12
ENSG00000087460,ENST00000682829.1,31,45,61,36,23,15,33,20
ENSG00000087460,ENST00000682917.1,21,26,27,30,20,3,14,11
ENSG00000087460,ENST00000682986.1,15,32,28,27,21,2,21,16
ENSG00000087460,ENST00000683015.1,20,37,40,21,23,8,19,13
ENSG00000087460,ENST00000683632.1,27,36,27,23,21,4,13,11
ENSG00000087460,ENST00000683932.1,14,30,29,19,19,4,26,8
ENSG00000087460,ENST00000684284.1,26,43,55,37,31,5,38,22
ENSG00000087460,ENST00000684466.1,28,32,25,36,13,6,16,19
ENSG00000087460,ENST00000684644.1,23,23,27,22,24,6,22,16
ENSG00000087460,ENST00000684761.1,21,35,33,24,15,5,19,13
ENSG00000087470,ENST00000266481.10,2,5,2,2,1,0,2,2
ENSG00000087470,ENST00000358214.9,3,7,3,2,0,0,1,0
ENSG00000087470,ENST00000381000.8,1,5,4,4,0,0,1,0
ENSG00000087470,ENST00000434676.7,1,2,2,1,0,0,3,0
ENSG00000087470,ENST00000452533.6,4,9,4,7,2,0,4,5
ENSG00000087470,ENST00000546649.5,1,1,2,0,1,0,0,0
ENSG00000087470,ENST00000546757.6,0,5,3,0,0,0,2,1
ENSG00000087470,ENST00000547078.6,0,6,1,7,4,0,2,3
ENSG00000087470,ENST00000547312.5,2,1,0,0,0,0,1,0
ENSG00000087470,ENST00000547719.2,3,4,3,2,2,0,2,3
ENSG00000087470,ENST00000547932.6,3,7,1,8,3,0,2,6
ENSG00000087470,ENST00000548671.6,1,3,0,2,0,0,0,2
ENSG00000087470,ENST00000548750.6,1,0,3,0,0,0,1,0
ENSG00000087470,ENST00000549701.6,3,3,6,4,3,0,3,7
ENSG00000087470,ENST00000549926.6,1,1,0,0,0,0,2,1
ENSG00000087470,ENST00000550011.6,0,2,1,0,0,0,0,0
ENSG00000087470,ENST00000550093.6,3,1,0,1,0,0,2,0
ENSG00000087470,ENST00000551076.6,0,1,3,0,0,0,0,0
ENSG00000087470,ENST00000551476.6,3,2,0,0,0,0,1,0
ENSG00000087470,ENST00000551643.6,3,5,5,6,2,0,1,4
ENSG00000087470,ENST00000553031.1,0,0,3,0,0,0,0,1
ENSG00000087470,ENST00000553257.6,0,6,2,3,3,0,2,3
ENSG00000087470,ENST00000703338.1,2,7,3,5,3,0,2,2
ENSG00000087470,ENST00000703360.1,1,3,1,0,0,0,0,0
ENSG00000087470,ENST00000703361.1,1,12,2,6,0,0,3,2
ENSG00000087470,ENST00000703362.1,1,7,5,5,2,0,2,3
ENSG00000087470,ENST00000703363.1,0,2,1,0,0,0,0,0
ENSG00000087470,ENST00000703364.1,3,4,6,5,2,0,5,3
ENSG00000087470,ENST00000703365.1,0,2,1,1,0,0,2,0
ENSG00000087470,ENST00000703366.1,2,1,1,1,0,0,0,0
ENSG00000087470,ENST00000703367.1,0,1,2,0,0,0,1,0
ENSG00000087470,ENST00000703368.1,3,8,4,2,3,0,0,3
ENSG00000087470,ENST00000703369.1,2,8,3,3,3,0,1,5
ENSG00000087470,ENST00000703370.1,0,0,3,0,0,0,0,0
ENSG00000087470,ENST00000703371.1,0,0,1,1,0,0,1,0
ENSG00000087502,ENST00000360150.9,13,27,15,12,11,0,11,11
ENSG00000087502,ENST00000546839.5,1,4,3,2,0,0,2,1
ENSG00000087502,ENST00000548098.1,0,2,0,0,2,0,0,0
ENSG00000087502,ENST00000548441.1,2,1,1,1,0,0,0,0
ENSG00000087502,ENST00000549182.1,0,2,0,0,2,0,0,0
ENSG00000087502,ENST00000550353.5,1,1,1,0,0,0,0,0
ENSG00000087502,ENST00000551467.5,0,2,0,0,2,0,0,0
ENSG00000087502,ENST00000552132.5,0,2,1,0,0,0,0,0
ENSG00000087502,ENST00000552155.5,2,3,4,1,1,0,0,0
ENSG00000087586,ENST00000312783.10,10,12,9,5,7,0,4,3
ENSG00000087586,ENST00000347343.6,10,14,11,6,6,0,9,1
ENSG00000087586,ENST00000371356.6,6,13,13,5,3,0,8,4
ENSG00000087586,ENST00000395907.5,1,3,5,2,1,0,4,0
ENSG00000087586,ENST00000395911.5,10,15,12,4,7,2,6,5
ENSG00000087586,ENST00000395913.7,9,15,14,4,7,2,6,4
ENSG00000087586,ENST00000395914.5,8,13,11,5,7,2,7,3
ENSG00000087586,ENST00000395915.8,9,12,13,3,7,2,6,5
ENSG00000087586,ENST00000420474.5,0,0,0,0,0,0,1,0
ENSG00000087586,ENST00000422322.5,1,0,0,0,1,0,0,0
ENSG00000087586,ENST00000441357.5,2,2,3,1,3,0,0,1
ENSG00000087842,ENST00000380420.10,121,186,178,111,115,38,157,148
ENSG00000087842,ENST00000380421.3,136,198,184,117,125,41,169,162
ENSG00000087842,ENST00000471725.1,3,12,6,2,7,0,1,5
ENSG00000087842,ENST00000476381.5,2,0,0,3,0,0,0,1
ENSG00000087842,ENST00000492432.5,52,92,94,42,57,7,56,50
ENSG00000087884,ENST00000304716.12,4,4,5,3,5,0,10,3
ENSG00000087884,ENST00000393427.7,214,320,367,362,350,52,275,233
ENSG00000087884,ENST00000525034.1,19,28,48,33,32,4,27,17
ENSG00000087884,ENST00000525409.5,8,25,27,10,18,2,18,9
ENSG00000087884,ENST00000526164.5,5,5,5,4,6,1,9,4
ENSG00000087884,ENST00000526415.5,362,495,548,533,495,90,433,375
ENSG00000087884,ENST00000527134.5,3,6,4,3,6,0,10,4
ENSG00000087884,ENST00000531855.1,2,1,2,5,1,0,3,2
ENSG00000087884,ENST00000532481.5,1,0,0,0,0,0,0,1
ENSG00000087884,ENST00000533193.5,17,36,53,49,40,6,29,24
ENSG00000087903,ENST00000303657.10,0,1,0,4,0,0,1,0
ENSG00000087903,ENST00000590822.1,6,25,21,25,10,5,11,11
ENSG00000087995,ENST00000311506.10,22,25,22,18,14,2,21,14
ENSG00000087995,ENST00000333483.14,11,8,8,5,7,0,4,5
ENSG00000087995,ENST00000616852.1,5,6,8,6,5,0,2,4
ENSG00000088035,ENST00000263440.6,0,3,9,0,0,0,0,3
ENSG00000088035,ENST00000487136.2,0,0,0,0,2,0,0,0
ENSG00000088035,ENST00000494765.2,1,0,7,1,0,0,0,0
ENSG00000088035,ENST00000603108.6,0,3,9,2,0,0,0,3
ENSG00000088035,ENST00000647818.1,0,3,9,2,0,0,0,3
ENSG00000088035,ENST00000648964.1,0,0,8,2,0,0,0,3
ENSG00000088035,ENST00000649570.1,0,3,9,0,0,0,0,2
ENSG00000088035,ENST00000650469.1,0,0,0,1,1,0,0,0
ENSG00000088035,ENST00000650494.1,0,3,0,0,0,0,0,2
ENSG00000088038,ENST00000617930.2,0,0,0,2,0,0,1,1
ENSG00000088038,ENST00000618939.5,0,0,1,1,0,0,0,0
ENSG00000088038,ENST00000644245.1,0,0,0,0,0,0,1,0
ENSG00000088179,ENST00000263708.7,0,0,0,3,0,0,5,0
ENSG00000088179,ENST00000430976.5,0,0,0,3,0,0,5,0
ENSG00000088179,ENST00000441089.1,0,0,1,3,1,0,5,1
ENSG00000088205,ENST00000263239.7,9,13,12,12,4,2,11,8
ENSG00000088205,ENST00000476149.1,6,7,6,8,3,0,7,7
ENSG00000088247,ENST00000398148.7,19,27,27,13,23,3,23,10
ENSG00000088247,ENST00000597656.5,0,1,0,1,0,0,0,0
ENSG00000088247,ENST00000600480.2,25,41,42,15,29,4,31,11
ENSG00000088256,ENST00000078429.9,15,18,17,7,9,1,12,4
ENSG00000088256,ENST00000588401.1,1,0,0,1,0,0,0,0
ENSG00000088280,ENST00000495646.5,0,0,0,0,1,0,0,0
ENSG00000088298,ENST00000374491.3,10,15,13,16,3,2,16,4
ENSG00000088298,ENST00000374492.8,11,17,17,19,3,3,25,6
ENSG00000088305,ENST00000201963.3,0,0,0,1,3,0,0,0
ENSG00000088305,ENST00000328111.6,0,0,0,0,1,0,0,0
ENSG00000088305,ENST00000348286.6,0,0,0,1,3,0,0,0
ENSG00000088305,ENST00000696231.1,0,0,0,1,3,0,0,0
ENSG00000088305,ENST00000696232.1,0,0,0,0,2,0,0,0
ENSG00000088305,ENST00000696233.1,0,0,0,2,2,0,0,0
ENSG00000088305,ENST00000696245.1,0,0,0,1,1,0,0,0
ENSG00000088320,ENST00000201979.3,0,1,0,0,0,0,0,0
ENSG00000088325,ENST00000300403.11,9,62,48,30,13,6,30,17
ENSG00000088325,ENST00000340513.4,9,62,48,30,13,6,30,17
ENSG00000088356,ENST00000202017.6,10,19,14,12,9,6,25,9
ENSG00000088367,ENST00000202028.9,2,2,3,0,0,0,4,0
ENSG00000088367,ENST00000338074.7,2,2,3,0,1,0,2,0
ENSG00000088367,ENST00000373946.7,2,2,4,0,2,0,4,0
ENSG00000088367,ENST00000432603.1,0,0,0,0,0,0,2,0
ENSG00000088367,ENST00000441639.5,1,2,3,0,2,0,4,0
ENSG00000088367,ENST00000628415.2,2,3,4,0,1,0,2,0
ENSG00000088367,ENST00000636016.2,2,2,1,0,2,0,2,0
ENSG00000088387,ENST00000376460.5,2,12,8,7,8,0,5,4
ENSG00000088387,ENST00000400228.6,2,6,4,7,6,2,7,4
ENSG00000088387,ENST00000419908.5,1,0,0,0,0,0,0,0
ENSG00000088387,ENST00000448493.7,3,8,4,10,9,3,5,5
ENSG00000088387,ENST00000449796.6,0,4,4,4,2,1,0,2
ENSG00000088387,ENST00000627024.2,0,4,6,0,1,1,0,0
ENSG00000088387,ENST00000630992.2,3,12,10,9,12,3,5,3
ENSG00000088387,ENST00000652315.1,2,5,3,7,9,1,4,2
ENSG00000088387,ENST00000682017.1,4,13,10,9,7,3,5,6
ENSG00000088387,ENST00000703210.1,0,8,7,3,8,4,5,4
ENSG00000088387,ENST00000703211.1,2,8,6,6,5,3,6,4
ENSG00000088387,ENST00000703216.1,0,0,0,4,1,1,0,2
ENSG00000088448,ENST00000267339.6,2,3,0,2,1,0,0,1
ENSG00000088448,ENST00000310847.8,2,0,2,4,3,0,2,1
ENSG00000088451,ENST00000261296.7,0,0,0,4,1,0,1,2
ENSG00000088543,ENST00000426034.5,0,0,1,0,0,0,0,0
ENSG00000088682,ENST00000262507.11,2,11,11,4,2,0,8,5
ENSG00000088682,ENST00000567072.5,2,7,10,2,1,0,6,4
ENSG00000088682,ENST00000569980.1,2,6,10,2,0,0,5,4
ENSG00000088726,ENST00000314124.12,0,0,4,0,0,0,0,0
ENSG00000088726,ENST00000435218.6,0,0,4,0,0,0,0,0
ENSG00000088726,ENST00000435575.5,0,0,4,0,0,0,0,0
ENSG00000088727,ENST00000265529.7,0,3,2,0,1,0,0,6
ENSG00000088727,ENST00000425452.1,2,6,6,5,8,2,2,3
ENSG00000088727,ENST00000425853.5,108,134,144,132,128,24,162,98
ENSG00000088727,ENST00000432493.5,107,133,141,132,124,24,158,100
ENSG00000088727,ENST00000443784.5,0,3,5,1,1,0,0,3
ENSG00000088727,ENST00000444589.6,1,4,4,1,0,0,0,3
ENSG00000088727,ENST00000452770.6,0,0,0,0,0,0,0,2
ENSG00000088727,ENST00000456548.5,1,4,4,1,1,0,0,4
ENSG00000088727,ENST00000487440.5,0,4,3,0,0,0,0,5
ENSG00000088727,ENST00000498584.1,1,1,0,0,0,0,0,1
ENSG00000088727,ENST00000684063.1,1,4,5,1,1,0,0,5
ENSG00000088756,ENST00000262227.7,0,0,0,0,2,0,2,0
ENSG00000088756,ENST00000314319.7,3,3,14,2,4,2,5,4
ENSG00000088756,ENST00000383472.9,3,3,14,2,4,2,6,4
ENSG00000088756,ENST00000419673.6,3,3,14,2,4,2,5,4
ENSG00000088756,ENST00000531294.5,0,0,0,0,0,0,0,2
ENSG00000088756,ENST00000532723.5,0,4,0,0,0,0,1,0
ENSG00000088756,ENST00000532996.5,0,0,0,0,2,0,2,0
ENSG00000088766,ENST00000378863.9,13,12,10,6,13,2,5,3
ENSG00000088766,ENST00000378868.4,13,12,10,7,13,2,5,3
ENSG00000088766,ENST00000452938.5,12,11,8,6,12,2,5,0
ENSG00000088766,ENST00000478846.1,11,11,9,6,12,2,4,0
ENSG00000088808,ENST00000202556.14,0,3,1,3,3,1,6,5
ENSG00000088808,ENST00000555825.5,0,3,1,0,3,1,6,5
ENSG00000088808,ENST00000556597.1,0,3,0,0,3,0,6,5
ENSG00000088808,ENST00000557587.1,0,2,0,0,1,0,6,0
ENSG00000088808,ENST00000647748.1,0,3,1,2,3,1,6,5
ENSG00000088812,ENST00000262919.10,6,5,8,4,0,0,2,5
ENSG00000088812,ENST00000446916.2,6,2,1,1,3,0,2,1
ENSG00000088826,ENST00000278795.7,3,2,0,0,0,0,0,0
ENSG00000088826,ENST00000305958.9,1,2,0,0,0,0,0,0
ENSG00000088826,ENST00000339123.10,3,0,0,0,0,0,0,0
ENSG00000088826,ENST00000346595.6,3,0,1,0,0,0,0,0
ENSG00000088826,ENST00000379460.6,3,0,0,0,0,0,0,0
ENSG00000088826,ENST00000457205.1,5,1,0,0,0,0,0,0
ENSG00000088826,ENST00000486998.5,4,1,1,1,1,1,0,0
ENSG00000088826,ENST00000494098.5,2,0,0,0,0,0,0,0
ENSG00000088826,ENST00000621355.4,4,2,0,0,0,0,0,0
ENSG00000088832,ENST00000381715.4,5,9,10,5,8,0,4,1
ENSG00000088832,ENST00000381719.8,117,157,160,122,93,17,104,95
ENSG00000088832,ENST00000381724.8,29,93,75,46,40,7,42,39
ENSG00000088832,ENST00000400137.9,186,378,352,274,233,40,216,184
ENSG00000088832,ENST00000439640.5,106,172,159,149,110,17,113,79
ENSG00000088832,ENST00000460490.2,84,117,120,114,86,12,87,68
ENSG00000088832,ENST00000474657.6,10,17,13,22,13,2,13,5
ENSG00000088832,ENST00000612074.5,78,83,102,85,69,7,76,72
ENSG00000088832,ENST00000614856.2,4,17,9,9,6,0,3,0
ENSG00000088832,ENST00000618612.5,116,226,231,176,156,21,126,101
ENSG00000088832,ENST00000677078.1,9,15,19,11,10,2,6,3
ENSG00000088832,ENST00000677335.1,98,202,161,125,107,26,102,98
ENSG00000088832,ENST00000677533.1,8,11,9,9,3,0,4,1
ENSG00000088832,ENST00000677937.1,171,314,285,239,208,37,181,164
ENSG00000088832,ENST00000678136.1,169,310,288,235,200,33,184,171
ENSG00000088832,ENST00000678325.1,80,83,110,87,72,7,77,73
ENSG00000088832,ENST00000678408.1,16,43,37,17,20,7,14,9
ENSG00000088832,ENST00000679195.1,4,3,3,1,3,0,1,0
ENSG00000088833,ENST00000216879.9,29,38,40,28,25,8,19,16
ENSG00000088833,ENST00000353088.6,22,34,25,25,17,4,16,11
ENSG00000088833,ENST00000381653.9,0,0,5,1,1,0,0,0
ENSG00000088833,ENST00000461211.5,11,10,24,11,8,1,7,6
ENSG00000088833,ENST00000470376.5,0,0,4,0,0,0,2,1
ENSG00000088833,ENST00000476071.5,27,35,34,29,24,8,17,17
ENSG00000088833,ENST00000489203.2,0,0,4,0,0,0,0,0
ENSG00000088833,ENST00000555944.5,14,22,19,14,13,3,11,7
ENSG00000088854,ENST00000252032.10,0,1,6,5,2,0,1,3
ENSG00000088876,ENST00000278772.9,2,0,4,2,6,0,0,0
ENSG00000088876,ENST00000465019.1,1,0,4,0,4,0,0,0
ENSG00000088876,ENST00000612935.4,0,0,4,0,4,0,0,0
ENSG00000088876,ENST00000617391.4,0,0,4,2,4,0,0,0
ENSG00000088888,ENST00000416600.6,14,11,18,24,15,1,19,6
ENSG00000088888,ENST00000428216.4,17,13,22,26,17,0,22,12
ENSG00000088930,ENST00000377191.5,26,28,15,11,23,0,15,9
ENSG00000088970,ENST00000419359.5,1,1,0,0,1,0,0,0
ENSG00000088970,ENST00000611685.4,2,1,0,0,1,0,0,0
ENSG00000088970,ENST00000612654.1,1,2,0,1,1,0,2,6
ENSG00000088970,ENST00000616848.4,2,2,0,0,0,0,0,0
ENSG00000088970,ENST00000619179.4,0,1,0,0,0,0,0,0
ENSG00000088970,ENST00000619189.5,3,3,0,0,0,0,3,6
ENSG00000088970,ENST00000619574.4,1,2,0,0,1,0,0,0
ENSG00000088970,ENST00000620553.2,0,2,0,0,1,0,3,6
ENSG00000088970,ENST00000620891.4,0,2,0,0,0,0,0,0
ENSG00000088970,ENST00000621366.1,0,2,1,0,1,0,0,0
ENSG00000088986,ENST00000242577.11,815,973,977,1022,855,200,1048,776
ENSG00000088986,ENST00000392508.2,827,990,991,1039,884,199,1064,779
ENSG00000088986,ENST00000392509.6,115,211,159,133,100,21,112,112
ENSG00000088986,ENST00000548214.1,8,6,17,19,9,2,10,1
ENSG00000088986,ENST00000548342.5,121,216,163,127,106,23,109,109
ENSG00000088986,ENST00000549649.5,3,0,7,3,0,0,0,1
ENSG00000088986,ENST00000549989.1,807,974,970,1005,856,195,1040,768
ENSG00000088986,ENST00000550178.1,7,6,16,15,9,0,6,1
ENSG00000088986,ENST00000550845.5,6,3,9,16,8,2,9,0
ENSG00000088986,ENST00000552316.1,64,122,100,78,63,10,71,62
ENSG00000088986,ENST00000552870.1,97,143,127,137,90,26,112,88
ENSG00000089006,ENST00000377759.9,8,24,25,21,11,2,11,14
ENSG00000089006,ENST00000377768.7,11,28,26,24,10,3,8,15
ENSG00000089006,ENST00000431277.5,0,2,0,0,0,0,0,0
ENSG00000089006,ENST00000463050.5,0,3,0,0,0,1,1,2
ENSG00000089006,ENST00000469704.1,1,0,1,1,0,0,0,0
ENSG00000089006,ENST00000476648.5,4,11,14,14,2,0,2,3
ENSG00000089006,ENST00000481323.1,0,0,1,1,0,0,0,0
ENSG00000089006,ENST00000483485.5,6,27,18,17,6,3,6,5
ENSG00000089006,ENST00000484809.1,4,14,7,5,4,0,7,3
ENSG00000089006,ENST00000490175.5,7,25,17,15,10,3,7,11
ENSG00000089006,ENST00000491090.5,4,5,1,2,1,1,2,1
ENSG00000089006,ENST00000606557.1,0,0,2,0,5,0,0,0
ENSG00000089006,ENST00000606570.1,3,12,8,3,4,2,7,3
ENSG00000089006,ENST00000606602.1,0,0,2,1,4,0,0,0
ENSG00000089009,ENST00000202773.14,2195,2481,2776,2570,2191,711,2829,2307
ENSG00000089009,ENST00000424576.6,2199,2487,2754,2567,2187,719,2833,2317
ENSG00000089009,ENST00000546368.2,27,38,40,16,29,4,14,9
ENSG00000089009,ENST00000548343.1,6,6,7,3,7,0,3,1
ENSG00000089009,ENST00000549562.1,37,54,51,41,56,6,32,11
ENSG00000089009,ENST00000549847.5,12,19,16,13,13,1,8,1
ENSG00000089009,ENST00000550566.6,11,22,10,5,4,0,3,2
ENSG00000089009,ENST00000551041.6,41,56,57,42,57,8,34,13
ENSG00000089009,ENST00000551291.6,7,8,12,16,18,2,11,2
ENSG00000089009,ENST00000552455.5,37,62,57,43,51,6,32,12
ENSG00000089009,ENST00000553205.1,258,374,429,370,294,41,302,236
ENSG00000089009,ENST00000553213.2,7,12,12,12,17,1,7,3
ENSG00000089022,ENST00000547067.1,5,7,4,3,9,0,0,2
ENSG00000089022,ENST00000547915.1,0,0,0,2,0,0,0,0
ENSG00000089022,ENST00000549875.1,5,8,4,4,11,0,2,2
ENSG00000089022,ENST00000550735.7,5,10,4,7,11,0,2,2
ENSG00000089022,ENST00000551404.7,5,8,4,3,11,0,2,2
ENSG00000089048,ENST00000202816.5,9,7,11,8,5,5,5,0
ENSG00000089048,ENST00000617257.2,9,7,11,8,5,5,5,0
ENSG00000089050,ENST00000337227.9,5,6,11,6,6,2,9,3
ENSG00000089053,ENST00000261819.8,18,13,34,7,4,4,7,12
ENSG00000089053,ENST00000422342.2,14,10,28,3,2,2,5,7
ENSG00000089053,ENST00000441917.6,12,9,24,7,0,2,8,8
ENSG00000089053,ENST00000534976.5,15,8,21,4,4,2,5,5
ENSG00000089053,ENST00000535641.5,22,12,22,9,3,2,9,8
ENSG00000089053,ENST00000536416.5,1,1,1,0,1,0,0,0
ENSG00000089053,ENST00000536837.1,0,1,2,2,0,1,2,1
ENSG00000089053,ENST00000538334.1,0,0,1,0,0,0,0,0
ENSG00000089053,ENST00000539079.5,11,11,23,6,3,0,3,11
ENSG00000089053,ENST00000539871.1,0,0,0,0,0,0,0,1
ENSG00000089053,ENST00000541887.5,17,7,24,10,4,2,9,7
ENSG00000089053,ENST00000544314.5,17,5,26,8,0,1,6,10
ENSG00000089053,ENST00000545801.1,0,1,1,0,0,0,0,1
ENSG00000089057,ENST00000338244.6,6,3,6,2,4,1,4,2
ENSG00000089057,ENST00000379333.5,6,3,5,2,4,0,4,2
ENSG00000089060,ENST00000202831.7,5,7,6,5,0,0,6,1
ENSG00000089060,ENST00000550047.5,5,7,6,5,0,0,5,0
ENSG00000089060,ENST00000550672.5,5,7,6,5,2,0,6,0
ENSG00000089060,ENST00000552014.5,5,7,6,5,0,0,6,0
ENSG00000089060,ENST00000552565.5,5,7,6,5,1,1,6,0
ENSG00000089060,ENST00000680972.1,5,7,6,5,0,0,6,2
ENSG00000089063,ENST00000202834.12,18,32,37,30,21,7,29,16
ENSG00000089063,ENST00000342308.11,16,33,34,24,16,6,25,12
ENSG00000089063,ENST00000379277.7,22,23,31,20,19,5,22,13
ENSG00000089063,ENST00000379279.6,22,34,40,25,19,8,32,19
ENSG00000089063,ENST00000379283.6,28,30,38,28,18,7,25,19
ENSG00000089063,ENST00000379286.6,22,20,26,21,13,3,23,14
ENSG00000089063,ENST00000379299.6,23,25,36,30,17,7,26,20
ENSG00000089063,ENST00000492419.1,17,17,18,15,13,2,14,8
ENSG00000089063,ENST00000612323.4,0,8,6,5,2,0,5,2
ENSG00000089094,ENST00000377069.8,7,9,9,5,11,0,6,1
ENSG00000089094,ENST00000377071.9,8,7,9,5,12,0,6,0
ENSG00000089094,ENST00000446152.6,1,0,0,0,0,0,0,0
ENSG00000089094,ENST00000538046.6,0,0,0,0,2,0,0,0
ENSG00000089094,ENST00000538503.5,3,2,0,0,0,0,0,0
ENSG00000089094,ENST00000543025.5,0,0,0,0,2,0,0,0
