gene_id	gene_name	feature_id	sample02	sample03	sample04	sample09	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
MSTRG.7305		ENST00000695572.2	2	0	5	0	5	1	4	7	10	6	4	4	0	7	2
MSTRG.7305		ENST00000695575.1	2	0	5	0	6	0	4	7	11	6	4	4	0	7	3
MSTRG.7305		ENST00000695571.2	2	0	5	1	5	1	4	7	9	6	4	4	1	7	1
MSTRG.7088	MSTRG.7088	ENST00000539079.5	8	7	4	9	2	9	4	11	9	24	5	0	2	6	8
ENSG00000280477.2	RASA3	ENST00000630618.2	8	11	3	15	11	13	4	9	14	6	7	2	1	18	3
MSTRG.7305		ENST00000476553.2	2	0	5	0	5	0	4	7	9	6	4	3	0	7	0
MSTRG.7088	MSTRG.7088	MSTRG.7088.4	12	8	4	6	6	15	4	16	8	22	4	3	2	4	6
ENSG00000204463.14	BAG6	ENST00000676615.2	2	0	0	3	0	1	4	3	4	6	6	1	0	3	3
MSTRG.22757	MSTRG.22757	MSTRG.22757.19	4	3	2	5	6	8	4	6	1	10	3	3	1	6	2
ENSG00000204439.4	C6orf47	ENST00000375911.2	2	1	0	3	4	2	4	1	4	1	1	1	1	2	2
ENSG00000204435.15	CSNK2B	ENST00000375882.7	1	12	2	48	21	118	4	97	135	129	136	157	39	142	126
ENSG00000262634.5	SKA1	ENST00000571751.5	10	5	6	8	4	7	4	9	8	14	6	2	1	4	4
MSTRG.13080	MSTRG.13080	MSTRG.13080.10	10	2	1	10	9	5	4	3	8	14	13	3	1	15	5
MSTRG.9737	MSTRG.9737	ENST00000649547.1	7	7	1	18	13	16	4	16	10	28	20	7	0	7	4
MSTRG.22705	MSTRG.22705	MSTRG.22705.7	2	0	1	1	2	3	4	4	4	12	10	4	0	4	0
MSTRG.9738	MSTRG.9738	MSTRG.9738.10	12	10	9	9	13	11	4	8	10	7	8	5	2	13	5
MSTRG.22704	MSTRG.22704	ENST00000520449.2	4	3	1	9	2	5	4	4	8	13	5	6	0	7	3
MSTRG.22704	MSTRG.22704	ENST00000421814.7	6	5	3	12	5	5	4	5	11	12	2	4	0	4	3
ENSG00000058085.15	LAMC2	ENST00000264144.5	0	3	0	1	2	0	4	0	0	0	0	0	0	0	0
ENSG00000275176.4	ACACA	ENST00000631769.1	0	1	0	1	1	3	4	2	2	5	2	1	0	1	1
ENSG00000280682.3	HYOU1	ENST00000628429.2	6	3	4	9	3	9	4	13	9	8	16	10	3	5	7
ENSG00000276323.1	TFPT	ENST00000619581.1	0	4	0	0	1	6	4	3	8	6	8	4	1	7	1
ENSG00000278322.4	MBOAT7	ENST00000611602.4	16	10	9	11	9	7	4	15	24	32	15	24	4	14	8
ENSG00000280495.5	TRAPPC4	ENST00000626997.1	3	2	2	2	4	6	4	0	8	7	4	3	0	1	3
ENSG00000226618.9	PRRC2A	ENST00000414956.1	0	0	2	4	2	1	4	0	1	2	0	2	0	0	2
MSTRG.9061	MSTRG.9061	ENST00000391623.8	1	5	2	10	0	9	4	3	7	5	3	3	0	3	11
MSTRG.7246		ENST00000304920.3	0	3	0	0	1	0	4	0	2	0	0	7	1	0	1
MSTRG.2084	MSTRG.2084	ENST00000289779.7	0	0	1	0	0	5	4	0	2	0	0	2	0	0	1
MSTRG.22695	MSTRG.22695	ENST00000683281.1	5	3	0	6	4	8	4	3	12	5	3	4	0	5	3
ENSG00000132970.14	WASF3	ENST00000335327.6	3	2	0	4	6	3	4	4	7	6	3	2	0	2	3
ENSG00000132970.14	WASF3	ENST00000361042.8	3	2	1	4	6	3	4	4	7	6	3	2	0	2	3
ENSG00000213676.13	ATF6B	ENST00000453203.2	1	1	4	8	1	9	4	1	7	10	9	4	2	10	7
ENSG00000280495.5	TRAPPC4	ENST00000629713.2	3	2	4	4	1	16	4	3	11	8	6	3	2	3	7
MSTRG.22695	MSTRG.22695	ENST00000683631.1	4	7	1	6	6	10	4	7	13	4	2	6	1	4	5
MSTRG.23146		ENST00000635641.1	5	2	0	7	4	8	4	4	8	7	6	5	0	5	4
ENSG00000280616.4	VPS11	ENST00000629865.2	2	7	4	3	3	4	4	4	8	2	0	3	0	1	1
MSTRG.13074	MSTRG.13074	MSTRG.13074.23	5	4	3	3	6	4	4	4	5	3	1	4	1	5	3
MSTRG.9523		ENST00000566063.1	3	0	0	8	3	0	4	5	3	4	4	4	2	2	0
MSTRG.13074	MSTRG.13074	ENST00000539560.5	4	6	4	2	2	6	4	6	6	5	4	3	0	5	3
MSTRG.9745		ENST00000379224.10	3	0	0	4	3	14	4	5	5	11	7	7	0	9	9
MSTRG.22704	MSTRG.22704	ENST00000694947.1	0	2	1	8	2	9	4	2	9	16	5	5	2	5	4
MSTRG.22767	MSTRG.22767	ENST00000520566.1	24	16	6	16	19	11	4	23	26	48	27	10	2	13	7
ENSG00000288141.1	MRPL23	ENST00000672523.1	5	2	2	5	7	13	4	6	1	7	5	2	0	5	8
MSTRG.9080	MSTRG.9080	ENST00000686227.1	5	5	3	7	9	8	4	7	5	6	5	6	2	8	3
MSTRG.13074	MSTRG.13074	ENST00000351393.10	7	2	2	5	5	6	4	7	8	10	2	5	0	3	2
MSTRG.9538		ENST00000559465.1	14	3	9	7	7	4	4	10	15	9	4	2	3	7	5
ENSG00000225859.10	DDX39B	ENST00000445218.5	1	1	0	2	4	2	4	0	0	5	1	2	1	2	1
MSTRG.23146		ENST00000635200.1	5	2	0	7	4	6	4	3	8	6	6	5	0	5	4
ENSG00000291523.1	RWDD2B	ENST00000707846.1	4	0	4	9	5	8	4	6	8	3	9	5	0	4	2
ENSG00000204386.12	NEU1	ENST00000480384.1	4	1	3	4	1	2	4	1	2	3	4	2	0	5	0
ENSG00000291523.1	RWDD2B	ENST00000707844.1	3	0	3	5	3	11	4	7	12	5	7	7	0	5	5
ENSG00000204356.14	NELFE	ENST00000492185.5	7	8	2	6	5	4	4	1	4	5	6	3	1	0	1
MSTRG.23146		ENST00000650491.1	5	0	0	7	4	7	4	4	8	6	6	6	0	4	4
MSTRG.7305		ENST00000381718.8	2	0	5	0	6	0	4	7	9	6	4	3	0	7	3
ENSG00000284792.2	PTEN	ENST00000710385.1	5	2	3	6	3	1	4	1	8	3	3	1	0	0	2
MSTRG.9061	MSTRG.9061	ENST00000568876.5	1	5	1	10	0	7	4	2	6	7	2	1	1	4	11
ENSG00000291820.1	ENSG00000291820	ENST00000708871.1	2	3	9	4	2	8	4	2	6	0	0	4	1	4	2
ENSG00000236271.8	FLOT1	ENST00000487549.1	8	7	4	15	5	7	4	7	8	9	5	6	1	2	3
ENSG00000291814.1	PNP	ENST00000708858.1	5	3	1	2	0	1	4	0	1	4	1	2	0	0	0
ENSG00000291814.1	PNP	ENST00000708855.1	2	1	0	3	0	1	4	0	1	1	1	0	0	0	0
ENSG00000291802.1	PIP4P1	ENST00000708818.1	5	1	3	11	4	10	4	9	2	10	2	6	0	15	5
ENSG00000291794.1	OSGEP	ENST00000708774.1	10	3	8	10	9	16	4	4	10	10	3	6	0	7	4
ENSG00000146112.12	PPP1R18	ENST00000274853.8	3	3	4	11	7	11	4	6	19	19	10	11	4	15	8
MSTRG.13147	MSTRG.13147	MSTRG.13147.3	2	8	3	7	3	8	4	3	4	9	8	3	0	4	4
MSTRG.13438		ENST00000215631.9	15	7	8	13	6	9	4	14	25	6	17	6	1	13	20
MSTRG.2074	MSTRG.2074	ENST00000368086.5	3	0	0	5	3	5	4	4	7	4	5	9	0	3	0
ENSG00000146112.12	PPP1R18	ENST00000488324.1	5	0	3	8	5	9	4	1	6	8	3	4	2	5	4
MSTRG.23222	MSTRG.23222	ENST00000616182.2	11	3	5	6	4	9	4	3	2	2	5	8	1	0	3
ENSG00000291820.1	ENSG00000291820	ENST00000708869.1	2	3	3	0	0	3	4	0	2	0	1	4	0	2	2
ENSG00000291803.1	PARP2	ENST00000708825.1	3	2	0	7	5	10	4	0	3	2	7	4	0	6	0
ENSG00000275851.4	MLLT6	ENST00000618876.2	4	7	6	14	12	10	4	8	4	10	9	5	0	8	9
ENSG00000233890.6	TCF19	ENST00000446042.2	1	0	0	0	6	6	4	2	2	3	2	2	0	1	0
MSTRG.23222	MSTRG.23222	MSTRG.23222.1	11	3	5	6	4	11	4	3	2	3	5	8	0	0	3
MSTRG.22737		ENST00000509785.5	1	1	0	1	2	2	4	1	0	0	6	0	0	4	0
MSTRG.2303	MSTRG.2303	MSTRG.2303.10	2	7	2	2	3	0	4	4	3	0	5	3	0	7	3
MSTRG.2077	MSTRG.2077	ENST00000368072.10	0	4	0	7	4	4	4	3	8	13	7	9	0	5	5
MSTRG.2303	MSTRG.2303	MSTRG.2303.5	0	5	0	6	2	6	4	7	11	8	6	8	5	7	9
ENSG00000154839.10	SKA1	ENST00000285116.8	10	5	6	7	4	7	4	9	7	14	6	2	1	4	3
MSTRG.23254		ENST00000706897.1	7	4	4	6	12	3	4	0	2	3	3	1	2	1	2
ENSG00000229998.8	PPP1R18	ENST00000449705.6	2	0	1	7	4	9	4	3	8	9	7	7	2	7	2
MSTRG.23254		ENST00000706899.1	11	5	3	9	8	13	4	1	2	2	2	0	1	0	2
MSTRG.13438		ENST00000592937.1	15	7	8	13	6	9	4	14	25	8	17	5	0	13	20
MSTRG.23240		ENST00000688586.2	8	2	1	12	5	1	4	0	2	5	0	8	0	5	2
MSTRG.23239	MSTRG.23239	ENST00000444081.5	2	7	2	4	3	6	4	6	8	16	7	4	0	7	2
MSTRG.9689	MSTRG.9689	MSTRG.9689.13	6	6	4	6	4	5	4	1	5	10	1	6	2	2	4
MSTRG.9692		ENST00000261721.9	10	4	2	3	1	3	4	5	10	11	7	4	0	11	6
MSTRG.7246		ENST00000682841.1	0	3	0	0	1	0	4	0	2	0	0	7	0	0	0
MSTRG.23254		ENST00000376802.2	8	5	4	0	4	4	4	1	0	2	0	1	0	2	2
MSTRG.23254		ENST00000495183.5	4	2	5	4	7	4	4	1	0	1	3	0	0	0	1
ENSG00000282853.2	ECH1	ENST00000634928.1	16	13	10	18	10	13	4	24	42	24	17	21	4	22	9
MSTRG.7257	MSTRG.7257	ENST00000462482.1	3	0	1	0	2	2	4	1	5	5	0	0	0	3	4
ENSG00000204619.8	PPP1R11	ENST00000376763.5	0	2	0	2	2	4	4	0	0	0	0	1	1	1	0
MSTRG.2307		ENST00000528443.6	2	6	2	6	2	6	4	8	12	17	3	7	3	13	0
MSTRG.9704	MSTRG.9704	MSTRG.9704.2	6	5	4	3	0	5	4	2	3	3	1	1	0	7	0
MSTRG.9704	MSTRG.9704	MSTRG.9704.3	5	3	2	1	0	3	4	1	3	3	0	0	0	4	0
MSTRG.13166		ENST00000640965.1	3	0	0	4	3	0	4	0	1	4	0	1	0	3	0
ENSG00000137310.13	TCF19	ENST00000706781.1	1	1	0	0	1	3	4	0	7	3	0	2	0	0	0
ENSG00000277594.2	DDX52	ENST00000631762.1	10	6	4	4	6	6	4	11	7	13	7	1	2	4	2
ENSG00000137310.13	TCF19	ENST00000706785.1	0	0	0	0	3	2	4	3	2	3	0	5	0	0	1
ENSG00000224608.10	HLA-B	ENST00000435618.6	5	2	2	7	4	10	4	4	6	3	5	4	0	9	3
ENSG00000291717.1	MIR4733HG	ENST00000708434.1	0	1	0	3	0	5	4	3	2	1	0	5	1	0	2
MSTRG.7088	MSTRG.7088	ENST00000541887.5	7	9	5	11	8	13	4	17	6	23	5	2	2	7	9
ENSG00000137310.13	TCF19	ENST00000706786.1	0	4	0	1	4	3	4	0	5	8	0	2	0	0	1
MSTRG.7290	MSTRG.7290	MSTRG.7290.1	1	2	2	8	2	10	4	4	12	6	5	16	1	12	4
MSTRG.7290	MSTRG.7290	MSTRG.7290.2	6	6	2	10	6	8	4	3	8	13	6	8	1	3	0
MSTRG.7088	MSTRG.7088	ENST00000534976.5	13	10	8	8	3	11	4	10	3	21	5	3	2	6	7
ENSG00000137310.13	TCF19	ENST00000706788.1	1	0	1	0	3	4	4	2	2	2	2	2	0	1	0
MSTRG.23259		ENST00000466892.5	4	1	0	4	6	3	4	0	0	0	0	0	0	0	0
MSTRG.23259		ENST00000470363.5	0	2	2	7	6	4	4	0	0	0	0	0	0	0	0
MSTRG.23259		ENST00000376228.10	3	6	0	5	12	9	4	0	0	0	0	0	0	0	0
MSTRG.22727		ENST00000524082.5	0	1	2	5	5	7	4	3	0	7	6	2	0	3	2
ENSG00000290631.1	ENSG00000290631	ENST00000672376.1	0	3	3	3	2	5	4	3	4	6	3	1	1	1	0
ENSG00000290631.1	ENSG00000290631	ENST00000672583.1	1	2	2	4	1	5	4	2	4	6	3	1	1	3	0
ENSG00000291803.1	PARP2	ENST00000708822.1	3	4	1	7	6	10	4	0	5	2	7	4	0	7	1
MSTRG.7088	MSTRG.7088	ENST00000535482.1	6	10	3	8	8	9	4	16	7	16	7	0	0	6	6
MSTRG.2307		ENST00000606911.7	2	6	2	6	2	6	4	8	12	17	3	7	3	13	0
MSTRG.2307		ENST00000271583.7	2	6	2	6	2	6	4	8	12	17	3	7	3	13	0
MSTRG.22737		ENST00000506574.5	6	5	1	8	3	6	4	0	5	3	6	0	0	10	0
MSTRG.2307		ENST00000435319.8	2	6	2	6	2	6	4	7	12	15	3	7	3	13	0
MSTRG.13134		ENST00000591214.5	1	2	0	0	0	0	4	0	0	4	0	0	0	2	0
MSTRG.2076	MSTRG.2076	MSTRG.2076.8	3	6	1	2	5	4	4	5	3	5	1	5	0	5	1
ENSG00000292251.1	GPATCH4	ENST00000710324.2	9	5	2	9	11	8	4	8	8	21	10	13	7	15	7
ENSG00000282853.2	ECH1	ENST00000634245.2	17	22	11	31	20	54	4	67	104	81	69	58	16	70	46
ENSG00000224608.10	HLA-B	ENST00000492573.5	3	0	2	3	0	5	4	0	3	2	1	4	0	4	2
MSTRG.2307		ENST00000474875.5	0	6	2	2	2	6	4	6	6	9	2	5	0	8	0
MSTRG.22727		ENST00000522834.5	0	0	3	4	5	7	4	3	0	6	6	2	0	2	2
MSTRG.2074	MSTRG.2074	ENST00000614243.4	3	1	0	5	3	5	4	3	7	2	5	9	0	0	0
MSTRG.13458		ENST00000262953.11	2	0	5	3	9	0	4	3	9	3	9	3	0	4	3
MSTRG.2074	MSTRG.2074	ENST00000314485.12	3	0	0	5	3	5	4	3	7	4	5	9	0	3	0
MSTRG.2307		ENST00000447964.1	0	6	2	2	2	6	4	6	6	9	2	5	0	8	1
MSTRG.22779	MSTRG.22779	ENST00000691612.1	12	9	5	8	10	5	4	11	12	18	6	5	2	9	3
ENSG00000240065.8	PSMB9	ENST00000374859.3	1	0	0	2	0	6	4	8	19	17	6	30	3	20	25
MSTRG.35		ENST00000432545.1	2	2	1	6	2	7	4	3	1	4	6	5	2	1	2
ENSG00000276072.2	AATF	ENST00000633157.1	3	6	0	5	3	0	4	3	2	6	3	1	0	1	1
MSTRG.13198	MSTRG.13198	MSTRG.13198.2	4	4	4	5	7	3	4	3	3	5	1	0	0	3	2
MSTRG.22796		ENST00000334035.9	0	0	0	0	1	2	4	1	0	5	1	2	1	0	0
MSTRG.23068	MSTRG.23068	MSTRG.23068.2	2	3	0	5	6	11	4	0	0	5	1	0	0	4	0
MSTRG.22645	MSTRG.22645	ENST00000678904.1	11	5	3	14	4	7	4	10	11	11	8	6	1	4	5
MSTRG.23068	MSTRG.23068	ENST00000606771.2	2	3	0	7	6	13	4	1	2	5	0	0	0	5	4
MSTRG.9031	MSTRG.9031	ENST00000260361.9	0	5	0	8	3	9	4	8	0	12	0	7	0	8	2
MSTRG.9031	MSTRG.9031	ENST00000560978.2	0	5	2	7	2	8	4	8	0	12	1	5	1	8	2
MSTRG.12951		ENST00000420687.2	14	12	7	13	12	7	4	3	6	13	6	14	0	4	6
MSTRG.22794	MSTRG.22794	MSTRG.22794.1	6	3	2	12	4	7	4	2	7	14	8	3	3	6	2
MSTRG.12951		ENST00000585061.1	14	11	7	13	12	6	4	2	5	13	6	14	0	4	6
MSTRG.12951		ENST00000256925.12	14	12	7	13	12	7	4	3	6	13	6	14	0	4	6
MSTRG.12951		ENST00000579963.5	14	12	7	13	12	7	4	3	6	13	6	14	0	4	6
MSTRG.13198	MSTRG.13198	ENST00000591599.5	0	7	3	6	6	6	4	8	11	8	11	7	0	5	1
MSTRG.2000	MSTRG.2000	ENST00000466815.1	3	3	1	3	4	0	4	2	5	3	5	3	0	6	2
MSTRG.9173		ENST00000559293.2	0	5	4	0	3	4	4	2	0	5	0	0	2	0	3
MSTRG.22645	MSTRG.22645	ENST00000678646.1	7	10	1	13	5	5	4	17	18	14	8	4	3	9	5
MSTRG.22796		ENST00000265085.10	0	0	0	0	0	2	4	0	0	5	0	2	0	0	0
MSTRG.22645	MSTRG.22645	ENST00000678657.1	6	3	3	5	4	3	4	5	8	1	0	7	2	5	3
MSTRG.23328	MSTRG.23328	MSTRG.23328.1	5	0	2	3	6	3	4	2	15	7	11	5	0	4	4
MSTRG.22645	MSTRG.22645	ENST00000676899.1	6	3	0	7	3	4	4	1	7	8	1	4	2	6	2
MSTRG.9792		ENST00000268184.11	3	6	0	7	3	2	4	2	2	0	0	0	0	3	0
MSTRG.12970		ENST00000648078.1	9	4	3	2	0	3	4	1	9	8	5	4	0	7	4
MSTRG.22679		ENST00000257527.9	6	3	2	4	2	0	4	4	0	3	3	0	2	1	3
MSTRG.23296	MSTRG.23296	ENST00000229405.8	2	0	0	0	0	7	4	0	3	11	4	0	0	2	0
MSTRG.22679		ENST00000517374.5	6	3	1	3	1	0	4	1	1	3	3	0	2	0	2
MSTRG.23296	MSTRG.23296	ENST00000373953.8	2	0	0	0	0	7	4	0	3	10	4	0	0	2	0
MSTRG.7240	MSTRG.7240	ENST00000644872.1	7	5	0	5	0	2	4	0	0	4	3	3	0	0	2
MSTRG.23296	MSTRG.23296	ENST00000339411.5	2	1	0	0	0	7	4	1	3	10	4	1	0	2	0
MSTRG.9792		ENST00000420329.6	3	6	0	9	3	2	4	2	2	0	0	0	0	3	0
MSTRG.9792		ENST00000686240.1	3	6	0	9	2	2	4	2	2	0	0	0	0	3	0
MSTRG.9792		ENST00000692149.1	3	6	0	9	2	2	4	2	2	0	0	0	0	3	1
MSTRG.2019	MSTRG.2019	ENST00000496742.5	1	6	2	3	4	7	4	3	5	3	2	3	0	5	7
ENSG00000283068.2	IBTK	ENST00000635454.2	5	4	3	3	9	0	4	5	7	2	0	3	0	3	0
MSTRG.23301		ENST00000542713.1	1	3	0	0	1	2	4	0	1	1	0	0	0	0	2
MSTRG.12963		ENST00000399481.6	0	5	0	0	2	2	4	0	0	0	0	0	0	1	0
MSTRG.7041	MSTRG.7041	ENST00000541280.1	3	0	3	3	3	0	4	0	3	2	3	0	0	2	3
MSTRG.9543	MSTRG.9543	ENST00000567606.5	4	7	5	7	2	7	4	8	11	8	10	12	0	8	9
MSTRG.7041	MSTRG.7041	ENST00000541591.5	3	1	3	3	3	0	4	1	3	2	3	0	1	2	3
ENSG00000291964.1	CENPN	ENST00000709377.1	9	3	5	7	7	1	4	0	1	1	2	1	0	3	2
MSTRG.9173		ENST00000698132.1	0	5	4	5	3	5	4	0	0	4	0	0	1	0	1
MSTRG.9173		ENST00000698134.1	3	5	3	5	3	5	4	2	0	4	0	0	0	0	2
MSTRG.23057		ENST00000259727.5	4	7	2	5	7	11	4	9	15	19	14	13	1	11	5
ENSG00000008083.14	JARID2	ENST00000397311.4	0	0	2	3	2	0	4	1	5	2	0	0	0	0	5
MSTRG.9649	MSTRG.9649	ENST00000558494.5	11	7	8	13	11	7	4	9	23	25	12	5	3	12	7
MSTRG.9804		ENST00000646620.1	5	3	0	10	6	21	4	23	32	25	10	11	4	22	14
MSTRG.9804		ENST00000494993.1	4	3	0	10	6	19	4	24	30	23	10	11	4	21	13
ENSG00000291952.1	ENSG00000291952	ENST00000709335.1	11	1	4	12	2	11	4	6	4	6	3	3	1	3	1
MSTRG.16842	MSTRG.16842	MSTRG.16842.6	2	0	0	6	6	8	4	2	5	13	7	2	2	6	4
MSTRG.1987	MSTRG.1987	ENST00000487002.1	1	2	0	4	0	1	4	1	4	1	3	0	0	6	0
MSTRG.23371	MSTRG.23371	MSTRG.23371.1	3	2	0	2	0	1	4	1	4	1	1	3	0	6	0
MSTRG.23371	MSTRG.23371	ENST00000230340.9	9	5	4	8	0	6	4	4	7	5	3	4	0	2	0
MSTRG.23371	MSTRG.23371	MSTRG.23371.3	2	0	0	2	0	1	4	1	4	1	2	3	0	6	0
MSTRG.23371	MSTRG.23371	ENST00000489290.1	9	5	4	8	0	6	4	4	7	5	2	3	0	1	0
ENSG00000284483.1	TMEM256-PLSCR3	ENST00000639003.1	3	3	0	6	2	8	4	8	2	8	6	1	2	2	5
MSTRG.23057		ENST00000543191.5	4	7	2	3	7	7	4	7	14	17	11	12	0	5	3
MSTRG.9804		ENST00000643068.1	5	3	0	10	6	21	4	24	32	25	10	11	4	22	14
MSTRG.9173		ENST00000698130.1	1	4	6	5	4	3	4	0	2	4	0	2	2	2	3
MSTRG.9804		ENST00000394272.8	9	3	0	10	8	21	4	25	32	25	10	11	4	22	14
ENSG00000227720.6	PPP1R11	ENST00000452679.6	2	3	4	11	2	11	4	4	8	16	11	7	1	14	5
ENSG00000291948.1	CMC2	ENST00000709309.1	4	4	4	7	2	2	4	2	5	5	2	2	0	5	3
ENSG00000234704.9	BRD2	ENST00000414731.6	5	2	1	8	3	6	4	1	2	8	8	4	0	3	1
MSTRG.9169		ENST00000307179.9	3	3	6	5	15	3	4	4	23	7	7	12	0	6	6
MSTRG.7041	MSTRG.7041	MSTRG.7041.2	3	0	3	3	3	0	4	0	3	2	3	0	0	2	5
MSTRG.23065		ENST00000691422.1	8	0	0	3	11	5	4	0	0	0	4	0	0	0	0
MSTRG.23065		ENST00000690940.1	8	0	1	3	8	5	4	1	0	1	4	0	1	1	2
MSTRG.23057		ENST00000540478.1	3	7	2	3	7	7	4	7	14	17	11	12	0	5	2
MSTRG.23351		ENST00000469104.5	4	2	0	8	6	10	4	3	6	10	12	10	1	11	7
MSTRG.12928	MSTRG.12928	ENST00000399799.3	10	3	6	7	11	10	4	8	5	18	8	8	1	12	4
ENSG00000234704.9	BRD2	ENST00000449118.5	4	3	0	10	3	3	4	1	7	5	3	5	1	7	8
MSTRG.12928	MSTRG.12928	ENST00000635540.2	10	3	6	7	11	11	4	8	5	18	8	8	0	12	4
MSTRG.9034	MSTRG.9034	ENST00000707055.1	2	1	2	1	0	4	4	0	2	5	2	0	2	0	0
MSTRG.23357		ENST00000414386.7	2	0	1	5	5	12	4	5	14	9	11	10	4	8	7
MSTRG.23057		ENST00000544145.1	3	7	2	3	7	7	4	7	14	17	11	12	0	5	2
MSTRG.2023	MSTRG.2023	MSTRG.2023.27	8	5	1	0	3	7	4	4	8	13	4	5	0	4	3
MSTRG.7343		ENST00000380615.8	2	2	1	4	1	3	4	3	0	11	3	3	0	3	2
MSTRG.9543	MSTRG.9543	ENST00000395135.7	2	1	2	8	5	11	4	2	12	8	5	9	0	2	1
ENSG00000275176.4	ACACA	ENST00000615918.2	0	1	0	0	1	3	4	4	1	3	0	0	0	1	0
MSTRG.7064		ENST00000229384.5	1	11	5	11	8	5	4	4	5	19	6	8	3	2	6
ENSG00000235176.6	POLR1H	ENST00000431416.1	0	3	1	8	2	7	4	3	1	5	5	3	2	3	2
MSTRG.22695	MSTRG.22695	MSTRG.22695.8	3	5	3	10	5	13	4	10	7	6	5	6	0	3	5
MSTRG.7064		ENST00000551806.1	1	11	5	11	8	5	4	4	6	19	6	8	3	2	6
MSTRG.2039	MSTRG.2039	ENST00000368219.2	5	2	2	11	6	6	4	4	6	4	11	5	0	7	3
MSTRG.13055	MSTRG.13055	MSTRG.13055.14	4	0	2	2	0	13	4	0	5	6	6	11	0	6	0
MSTRG.13186		ENST00000592936.1	0	0	0	2	3	0	4	0	3	0	0	0	0	0	0
MSTRG.22695	MSTRG.22695	MSTRG.22695.4	5	4	0	3	0	2	4	4	5	8	4	2	0	4	5
MSTRG.9543	MSTRG.9543	ENST00000564428.5	2	2	2	7	4	10	4	1	11	11	5	7	0	2	1
MSTRG.9176		ENST00000646667.1	2	1	0	0	4	4	4	4	8	0	3	5	1	0	0
ENSG00000231834.10	HLA-A	ENST00000470780.5	6	0	2	7	2	2	4	2	3	3	2	4	0	4	3
MSTRG.2252	MSTRG.2252	ENST00000451607.5	2	2	0	1	1	0	4	1	3	4	1	0	0	3	2
MSTRG.13055	MSTRG.13055	MSTRG.13055.12	4	0	2	2	0	9	4	1	5	6	6	11	1	6	1
MSTRG.2039	MSTRG.2039	ENST00000472824.2	5	1	1	10	6	6	4	4	5	3	11	4	1	6	2
MSTRG.9655	MSTRG.9655	ENST00000560189.1	5	8	7	7	5	3	4	0	4	6	8	9	0	7	5
MSTRG.2252	MSTRG.2252	ENST00000650796.1	2	2	0	3	2	2	4	7	14	7	4	4	2	1	5
MSTRG.7319	MSTRG.7319	ENST00000637180.1	7	3	4	5	5	6	4	8	22	7	8	11	0	5	6
MSTRG.2349		ENST00000507469.5	13	5	5	11	8	2	4	3	6	7	3	3	2	3	2
MSTRG.2041	MSTRG.2041	ENST00000465180.5	1	1	1	0	6	0	4	2	6	10	2	2	1	0	6
MSTRG.22695	MSTRG.22695	ENST00000231238.10	4	9	2	18	5	23	4	12	27	23	10	19	7	15	13
MSTRG.13180	MSTRG.13180	ENST00000635990.2	10	8	5	12	11	6	4	3	6	11	7	5	2	6	2
ENSG00000204256.14	BRD2	ENST00000463639.2	2	2	0	3	0	3	4	0	3	0	2	2	0	3	1
ENSG00000223865.12	HLA-DPB1	ENST00000418931.7	4	2	2	9	6	23	4	0	0	0	0	0	0	0	0
MSTRG.9060		ENST00000397130.8	5	0	6	2	8	20	4	7	6	8	6	4	0	2	5
MSTRG.13066	MSTRG.13066	ENST00000592173.5	10	4	1	10	8	10	4	8	10	5	13	11	2	18	4
MSTRG.13066	MSTRG.13066	ENST00000586741.1	2	1	0	3	3	7	4	6	7	10	5	10	0	16	17
MSTRG.9060		ENST00000323443.6	5	0	6	2	7	21	4	7	6	8	6	4	0	2	5
MSTRG.13066	MSTRG.13066	MSTRG.13066.6	7	8	6	10	4	6	4	6	14	17	6	6	1	8	5
MSTRG.13180	MSTRG.13180	ENST00000636822.2	10	9	4	17	7	7	4	5	4	17	6	3	1	5	1
MSTRG.7316	MSTRG.7316	MSTRG.7316.8	4	5	4	7	9	9	4	7	4	15	6	7	0	7	2
MSTRG.7316	MSTRG.7316	MSTRG.7316.6	4	5	4	5	3	12	4	6	1	7	4	14	1	4	5
MSTRG.2252	MSTRG.2252	ENST00000703030.1	1	2	2	6	2	5	4	10	14	18	7	8	4	11	6
ENSG00000275176.4	ACACA	ENST00000632361.1	0	0	0	0	0	3	4	4	0	3	0	0	0	0	0
ENSG00000291930.1	NDUFB10	ENST00000709237.1	4	7	10	19	12	8	4	9	10	27	9	16	1	15	3
MSTRG.22695	MSTRG.22695	ENST00000682131.1	2	5	0	3	4	11	4	4	16	6	4	2	0	6	6
ENSG00000227057.10	WDR46	ENST00000473611.5	3	4	0	2	3	5	4	3	0	2	0	0	1	1	0
MSTRG.9543	MSTRG.9543	ENST00000569965.5	3	2	2	8	5	11	4	2	11	9	5	8	1	2	2
MSTRG.22790	MSTRG.22790	MSTRG.22790.4	6	10	2	5	5	3	4	2	11	9	4	0	0	5	1
MSTRG.13029	MSTRG.13029	MSTRG.13029.8	6	3	3	6	4	3	4	3	3	0	7	4	0	0	4
ENSG00000161904.13	LEMD2	ENST00000506578.5	8	4	2	8	3	6	4	6	8	6	11	7	2	6	3
ENSG00000161904.13	LEMD2	ENST00000293760.10	8	4	3	10	3	6	4	6	10	6	11	7	2	9	3
