Gene_ID,HUVEC_low1,HUVEC_low2,HUVEC_low3,HUVEC_high1,HUVEC_high2,HUVEC_high3,HUVEC_high4,HUAEC_low1,HUAEC_low2,HUAEC_low3,HUAEC_low4,HUAEC_high1,HUAEC_high2,HUAEC_high3,HUAEC_high4
ENSG00000122515,30,28,24,78,54,12,17,52,74,32,79,20,11,56,46
ENSG00000122543,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000122545,75,168,62,145,144,194,90,109,150,140,141,141,28,94,78
ENSG00000122550,12,25,1,23,10,21,4,9,18,3,7,3,0,3,8
ENSG00000122557,6,15,15,4,28,8,1,9,42,19,0,6,4,11,9
ENSG00000122565,278,177,89,385,454,524,342,302,408,462,469,316,73,363,249
ENSG00000122566,901,965,580,1817,1156,2209,1067,1445,1801,1966,1511,1405,327,1557,1153
ENSG00000122591,26,9,22,38,31,52,32,14,36,86,44,25,0,59,12
ENSG00000122592,1,5,4,5,6,10,10,2,7,2,3,4,2,2,1
ENSG00000122641,10,2,0,5,2,5,5,10,12,30,23,16,1,11,3
ENSG00000122642,52,18,9,9,37,12,15,28,54,42,30,57,0,21,15
ENSG00000122643,32,6,8,8,8,7,13,4,26,27,7,4,0,12,6
ENSG00000122644,98,65,55,38,57,119,37,72,142,105,81,77,12,119,52
ENSG00000122674,104,54,57,78,61,62,79,65,178,76,64,62,9,79,74
ENSG00000122678,11,27,0,31,14,21,27,45,41,85,22,7,0,3,22
ENSG00000122687,19,1,6,25,32,20,15,23,11,34,26,11,0,23,3
ENSG00000122691,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000122692,20,12,4,19,7,16,10,12,17,26,20,11,2,15,7
ENSG00000122694,58,15,22,36,28,126,36,37,48,96,41,28,10,29,26
ENSG00000122696,20,1,1,4,2,2,0,14,15,9,13,12,0,22,10
ENSG00000122705,269,224,141,298,281,228,136,233,325,370,269,205,52,303,192
ENSG00000122707,2,2,3,1,11,6,1,4,0,6,1,2,0,5,3
ENSG00000122729,24,24,0,24,23,57,33,24,33,29,39,21,6,8,1
ENSG00000122741,24,20,0,16,1,8,12,25,12,24,16,20,8,24,1
ENSG00000122756,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
ENSG00000122778,8,0,0,4,6,8,12,0,1,1,4,0,0,1,0
ENSG00000122779,14,10,1,16,12,12,4,10,16,14,4,11,1,8,4
ENSG00000122783,55,47,37,80,41,50,9,64,137,134,84,77,20,33,81
ENSG00000122786,228,201,86,225,197,254,258,175,349,203,254,268,33,243,148
ENSG00000122861,10,0,0,16,16,14,14,4,18,7,10,4,4,4,4
ENSG00000122862,163,80,47,277,152,337,77,163,148,195,170,115,48,173,134
ENSG00000122863,0,0,1,0,1,1,3,1,2,1,2,0,0,0,1
ENSG00000122870,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
ENSG00000122873,99,115,80,556,261,669,145,404,455,527,451,466,97,524,427
ENSG00000122882,16,24,5,43,20,19,9,29,19,36,42,52,10,21,11
ENSG00000122884,35,50,33,110,45,45,40,30,41,102,50,40,30,30,50
ENSG00000122912,0,0,8,1,9,6,4,7,1,1,0,10,1,1,8
ENSG00000122952,44,28,36,96,81,109,58,79,64,82,116,45,38,91,73
ENSG00000122958,37,42,21,51,53,41,57,37,50,34,18,29,9,46,27
ENSG00000122965,8,8,1,48,11,39,22,30,48,26,51,14,10,27,12
ENSG00000122966,32,16,8,38,2,2,0,6,0,54,1,11,0,25,9
ENSG00000122970,0,1,0,6,0,7,0,0,2,1,1,1,0,0,10
ENSG00000122971,1,0,2,1,0,0,0,0,1,0,0,2,0,2,0
ENSG00000122986,1,1,0,1,0,3,2,0,0,18,9,1,1,1,3
ENSG00000123009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000123064,26,13,31,26,28,22,28,25,58,27,55,26,4,30,12
ENSG00000123066,29,6,15,34,25,0,4,4,9,17,18,4,0,22,8
ENSG00000123080,24,13,12,31,27,26,23,14,23,35,40,20,6,47,19
ENSG00000123091,23,12,25,18,16,15,18,21,15,11,25,11,2,17,28
ENSG00000123094,18,18,1,18,35,1,36,1,54,25,12,1,0,1,24
ENSG00000123104,6,7,1,12,8,8,3,6,19,17,11,8,1,11,4
ENSG00000123106,0,12,1,2,20,12,7,9,9,8,2,0,0,2,0
ENSG00000123124,6,6,6,10,8,10,0,6,6,4,10,4,0,12,1
ENSG00000123130,30,54,30,76,84,86,74,56,65,73,116,57,7,93,27
ENSG00000123131,167,94,76,311,142,440,87,328,516,491,414,302,78,449,340
ENSG00000123136,84,101,63,138,79,118,86,43,80,167,76,85,17,68,76
ENSG00000123143,80,29,39,31,40,22,31,49,91,97,57,40,0,25,7
ENSG00000123144,449,192,193,264,306,297,167,243,410,448,341,255,42,226,205
ENSG00000123146,6,0,0,0,6,12,1,6,12,0,0,0,0,12,12
ENSG00000123154,12,8,11,0,10,32,12,13,28,1,9,12,0,8,17
ENSG00000123159,48,26,48,145,39,52,39,60,118,150,78,77,29,116,72
ENSG00000123165,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000123178,9,6,5,24,13,31,10,27,42,23,33,36,5,20,11
ENSG00000123179,158,76,39,60,82,84,61,65,109,143,53,43,10,59,48
ENSG00000123191,12,3,2,0,0,0,4,0,12,1,0,0,0,1,1
ENSG00000123200,13,12,5,7,6,16,4,5,14,13,20,11,1,18,20
ENSG00000123213,10,15,25,25,15,45,24,20,96,56,20,28,1,88,15
ENSG00000123219,52,7,24,72,24,48,19,25,39,16,19,13,5,22,9
ENSG00000123240,206,95,76,317,130,157,202,168,255,235,168,116,44,210,93
ENSG00000123243,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000123268,4,5,0,7,0,3,6,5,2,3,1,4,0,0,1
ENSG00000123297,52,47,10,105,84,126,51,109,208,153,134,77,17,157,116
ENSG00000123338,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0
ENSG00000123342,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
ENSG00000123349,921,973,984,3896,1952,6059,1324,4694,6411,6347,6158,5849,1158,6084,4135
ENSG00000123352,42,75,27,58,23,65,35,118,96,77,75,66,17,46,18
ENSG00000123353,104,108,84,329,200,436,194,422,558,622,542,439,66,506,391
ENSG00000123358,0,0,5,0,1,0,0,0,10,0,5,0,0,0,1
ENSG00000123374,31,27,30,45,12,48,52,12,18,21,33,27,1,6,15
ENSG00000123384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000123388,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
ENSG00000123395,9,19,7,16,13,28,37,25,40,23,12,10,0,24,17
ENSG00000123411,0,0,0,1,0,10,0,0,0,0,0,1,0,0,0
ENSG00000123415,28,46,23,106,54,131,27,69,167,142,102,144,21,183,126
ENSG00000123416,1192,1036,666,1562,1453,1682,1075,922,1694,1899,1237,989,250,1166,1083
ENSG00000123427,6,2,4,2,3,9,2,4,5,0,5,0,0,6,0
ENSG00000123444,0,6,0,2,0,5,0,1,2,8,0,6,0,1,3
ENSG00000123453,0,1,0,1,0,6,0,0,0,9,0,0,0,1,0
ENSG00000123472,7,10,4,7,3,15,30,13,12,15,10,2,1,10,0
ENSG00000123473,24,8,12,20,10,13,10,0,1,30,12,1,8,8,5
ENSG00000123485,52,49,16,44,24,45,8,22,71,86,51,37,1,43,44
ENSG00000123496,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1
ENSG00000123505,102,50,29,62,84,83,89,62,56,166,103,46,18,56,38
ENSG00000123545,28,15,17,209,73,316,29,189,229,265,275,235,65,285,201
ENSG00000123552,0,1,0,1,1,2,0,2,7,3,3,5,0,2,2
ENSG00000123560,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000123562,175,130,57,202,170,180,163,147,243,230,163,173,29,120,147
ENSG00000123570,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000123572,0,4,0,2,5,0,1,0,1,0,0,0,0,0,0
ENSG00000123575,13,4,3,4,14,1,6,5,11,11,5,6,5,3,6
ENSG00000123595,12,15,11,29,44,42,30,28,16,18,43,24,20,51,35
ENSG00000123600,9,2,2,5,4,10,6,8,5,20,11,16,6,11,1
ENSG00000123607,2,13,9,34,2,13,2,23,34,6,4,1,16,2,8
ENSG00000123609,11,15,1,22,36,38,26,20,35,25,29,17,10,33,16
ENSG00000123636,3,3,3,5,5,7,10,3,13,15,11,2,0,5,7
ENSG00000123643,0,0,0,3,0,2,0,0,1,0,0,1,0,2,0
ENSG00000123684,12,7,2,12,3,7,10,11,11,13,12,2,2,3,2
ENSG00000123685,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
ENSG00000123689,2,2,7,5,3,4,4,0,0,5,0,0,0,0,2
ENSG00000123700,0,0,0,1,6,0,0,0,4,0,1,1,1,4,6
ENSG00000123728,15,9,6,9,12,15,9,12,24,21,6,6,6,21,12
ENSG00000123737,36,29,25,51,54,29,48,34,35,105,29,36,1,77,56
ENSG00000123739,0,10,0,0,5,2,4,10,0,6,7,3,0,10,11
ENSG00000123810,1,14,21,23,15,60,17,21,31,69,34,37,9,25,36
ENSG00000123815,0,0,1,0,2,0,1,1,9,0,0,1,2,0,0
ENSG00000123836,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000123843,0,1,0,0,0,1,0,1,1,1,0,1,0,1,2
ENSG00000123892,0,0,0,1,1,3,0,0,1,0,0,3,0,0,2
ENSG00000123901,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0
ENSG00000123908,2,6,3,7,6,3,7,17,16,15,3,4,0,3,1
ENSG00000123933,20,8,21,12,35,20,23,14,48,57,15,23,11,22,24
ENSG00000123975,174,260,220,1289,581,1982,361,1142,1398,1514,1498,1279,281,1577,1132
ENSG00000123977,0,0,0,1,0,4,0,0,1,0,0,1,0,0,1
ENSG00000123983,174,106,72,155,142,54,126,130,168,214,114,100,22,132,72
ENSG00000123989,0,0,0,0,13,0,0,0,1,0,0,0,0,8,0
ENSG00000123992,23,17,9,20,23,21,29,24,20,41,71,32,0,34,2
ENSG00000124003,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0
ENSG00000124006,5,1,0,0,2,4,1,0,4,1,7,0,0,1,1
ENSG00000124019,36,18,12,27,24,28,38,49,59,66,38,34,6,43,34
ENSG00000124067,15,10,12,19,43,19,14,23,41,27,1,11,0,16,20
ENSG00000124074,31,11,6,19,20,17,9,11,18,24,5,24,1,23,8
ENSG00000124097,2,0,0,1,4,2,0,4,1,3,5,4,0,3,2
ENSG00000124098,12,14,17,14,22,22,18,20,20,11,28,22,3,24,11
ENSG00000124102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000124104,4,14,3,2,12,26,42,9,8,28,21,1,0,28,0
ENSG00000124116,0,0,0,1,0,0,0,0,0,0,0,7,0,0,8
ENSG00000124120,1,1,1,10,4,15,0,0,1,0,2,0,1,1,1
ENSG00000124126,31,4,14,18,24,22,20,26,38,57,20,2,0,9,20
ENSG00000124140,0,1,1,10,0,10,1,10,39,27,18,13,0,11,15
ENSG00000124145,5,6,4,7,8,7,9,3,3,4,3,9,2,6,9
ENSG00000124151,24,0,4,21,15,9,6,6,6,21,0,15,0,9,9
ENSG00000124155,51,33,48,48,60,55,32,51,81,82,45,29,20,38,30
ENSG00000124160,6,9,3,16,12,5,17,17,13,16,9,8,4,12,9
ENSG00000124164,60,50,14,120,50,57,45,56,71,115,55,31,10,41,60
ENSG00000124172,7870,9284,7188,25545,14658,29758,11503,24242,35003,35277,34119,32405,5713,31293,23169
ENSG00000124177,1,0,8,7,1,2,0,7,2,0,3,1,0,5,3
ENSG00000124181,11,11,9,45,35,23,6,6,1,22,46,42,0,0,15
ENSG00000124191,35,25,35,70,50,80,45,155,260,177,145,135,25,180,145
ENSG00000124193,130,178,77,194,140,106,141,158,193,306,222,155,35,167,90
ENSG00000124198,0,39,1,54,12,18,33,1,1,12,33,12,1,18,1
ENSG00000124201,10,4,6,13,6,5,10,22,28,18,26,29,4,18,5
ENSG00000124207,115,105,66,137,99,65,83,107,94,123,96,75,15,82,50
ENSG00000124208,42,42,27,103,69,119,44,103,117,148,148,105,30,135,97
ENSG00000124209,6,13,6,8,3,2,6,7,18,6,5,7,0,0,0
ENSG00000124212,1,1,0,1,1,0,0,2,0,0,0,4,0,1,4
ENSG00000124214,97,40,87,147,121,104,70,72,112,147,82,67,20,48,54
ENSG00000124215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000124216,3,4,3,5,9,4,0,1,2,3,1,0,1,0,3
ENSG00000124217,1,1,1,2,1,1,1,1,0,3,4,7,0,6,1
ENSG00000124222,52,1,15,0,25,35,7,8,2,36,37,2,1,18,16
ENSG00000124225,36,13,8,28,20,12,52,1,16,16,24,36,0,17,20
ENSG00000124226,26,17,25,45,38,39,26,38,35,20,60,38,2,46,36
ENSG00000124227,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000124228,17,49,22,30,34,44,21,14,45,49,29,23,1,46,19
ENSG00000124243,0,10,15,1,0,0,1,8,15,14,16,1,0,15,1
ENSG00000124249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000124256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000124257,0,1,1,8,0,1,4,0,0,0,0,1,6,1,0
ENSG00000124275,1,6,1,12,0,23,15,8,16,23,11,0,0,1,1
ENSG00000124279,3,0,0,1,3,4,0,7,7,3,6,1,3,1,8
ENSG00000124299,19,53,46,56,44,68,38,48,49,34,86,142,10,83,94
ENSG00000124302,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000124313,1,1,0,0,12,0,6,17,23,24,4,19,0,25,5
ENSG00000124333,18,10,6,1,8,17,1,1,4,16,18,6,4,11,6
ENSG00000124343,0,0,0,0,0,1,0,56,138,76,65,64,9,57,42
ENSG00000124356,3,1,0,4,14,1,28,0,14,26,21,2,0,23,26
ENSG00000124357,88,31,38,126,134,180,83,92,172,264,200,155,67,180,146
ENSG00000124370,2,5,2,16,3,22,7,23,20,25,37,18,9,31,20
ENSG00000124374,0,1,0,0,0,2,3,2,1,0,0,0,0,0,0
ENSG00000124380,45,58,44,172,104,269,62,168,260,233,205,186,37,201,173
ENSG00000124383,42,35,14,26,32,79,25,41,80,45,22,50,13,32,33
ENSG00000124399,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0
ENSG00000124406,0,0,0,0,1,9,0,12,8,35,16,1,8,1,1
ENSG00000124422,103,58,48,76,48,50,45,50,101,90,82,46,8,34,24
ENSG00000124440,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000124444,24,28,20,70,62,122,21,57,71,98,121,91,1,76,80
ENSG00000124459,2,0,1,0,0,0,0,1,0,0,8,0,0,4,4
ENSG00000124467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000124479,0,0,0,1,0,0,0,4,0,0,0,0,0,1,1
ENSG00000124486,120,27,17,18,96,72,54,24,137,126,79,60,16,60,54
ENSG00000124496,0,6,1,4,1,0,0,0,0,0,0,0,0,0,0
ENSG00000124507,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000124508,0,0,0,1,1,6,18,12,11,6,1,18,0,0,0
ENSG00000124523,6,10,0,23,1,44,12,12,38,24,18,0,0,6,8
ENSG00000124532,6,1,2,12,24,17,6,2,13,27,48,21,0,6,6
ENSG00000124535,35,20,10,58,65,50,65,20,40,50,50,30,20,70,45
ENSG00000124541,23,17,12,38,26,24,27,25,33,33,13,17,6,22,21
ENSG00000124549,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000124562,202,243,151,761,338,1049,237,620,777,886,875,774,140,899,657
ENSG00000124570,213,69,57,212,165,208,90,154,349,329,387,226,51,297,285
ENSG00000124571,26,10,6,4,14,5,14,8,32,17,11,8,10,6,0
ENSG00000124574,16,0,2,5,2,4,0,12,10,14,4,8,0,22,6
ENSG00000124575,28,29,13,37,36,23,46,5,14,29,19,23,4,23,14
ENSG00000124587,1,2,1,6,0,0,0,3,12,15,2,4,0,7,5
ENSG00000124588,59,27,22,16,40,95,32,21,56,36,30,48,2,46,22
ENSG00000124593,516,739,545,2766,1506,4412,1055,3850,5149,5047,4791,4570,893,5124,3737
ENSG00000124596,25,37,12,61,72,72,29,20,36,59,54,51,17,77,35
ENSG00000124602,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000124608,9,1,1,2,2,3,0,1,1,1,4,4,0,11,5
ENSG00000124610,5,1,1,0,0,0,0,0,1,1,3,0,0,1,1
ENSG00000124613,0,0,0,1,0,0,0,1,0,4,0,2,0,0,0
ENSG00000124614,5126,5751,5127,23034,12104,36536,8278,26770,37329,38591,34477,33016,7022,36438,28543
ENSG00000124615,0,1,0,0,10,20,1,0,24,22,18,0,0,7,1
ENSG00000124635,5,5,5,4,6,13,4,8,1,11,6,2,1,2,4
ENSG00000124641,8,1,10,5,4,9,1,12,10,9,11,0,0,8,6
ENSG00000124659,4,2,6,6,8,8,7,11,20,12,2,4,0,4,4
ENSG00000124678,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000124688,6,5,8,18,13,23,8,11,34,32,11,20,3,19,23
ENSG00000124701,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ENSG00000124702,56,28,18,42,42,28,28,28,44,48,66,54,8,50,22
ENSG00000124721,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
ENSG00000124733,129,131,120,889,319,1551,128,1160,1382,1688,1462,1221,316,1464,1131
ENSG00000124762,210,95,50,280,201,242,154,158,254,312,241,136,59,209,187
ENSG00000124766,50,55,30,115,67,95,61,38,69,44,62,60,11,61,20
ENSG00000124767,106,67,52,122,70,100,67,84,107,149,90,92,18,109,59
ENSG00000124772,0,6,0,1,0,6,19,1,0,27,0,1,0,0,0
ENSG00000124782,10,1,0,12,8,20,20,0,16,2,0,0,0,20,0
ENSG00000124783,61,88,45,98,147,92,83,174,193,265,115,146,47,156,105
ENSG00000124784,5,5,9,22,8,16,2,7,10,10,18,6,0,3,19
ENSG00000124785,22,11,17,16,13,16,7,55,76,87,16,46,9,54,33
ENSG00000124786,18,3,0,1,65,33,24,12,42,30,17,54,0,42,50
ENSG00000124787,22,22,8,45,19,16,16,17,34,35,45,28,4,24,25
ENSG00000124788,9,12,13,3,16,1,1,22,4,3,7,0,0,22,6
ENSG00000124789,18,9,9,39,18,9,18,1,30,24,21,6,1,9,27
ENSG00000124795,118,78,120,186,161,107,121,99,179,136,170,89,18,133,154
ENSG00000124802,24,40,30,281,97,444,62,291,375,345,287,317,67,349,259
ENSG00000124813,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
ENSG00000124831,73,64,33,82,99,46,73,65,129,189,104,112,34,120,113
ENSG00000124839,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
ENSG00000124875,2,0,0,0,0,0,0,1,1,2,4,0,0,0,0
ENSG00000124920,18,5,0,0,2,0,0,12,16,12,0,0,0,0,0
ENSG00000124942,75,54,45,86,69,64,52,65,129,102,87,58,11,72,51
ENSG00000125037,157,145,104,223,147,349,50,324,477,577,389,279,120,264,289
ENSG00000125089,90,63,84,42,48,55,61,60,126,181,83,24,16,72,42
ENSG00000125107,43,25,31,39,81,66,17,60,83,76,50,45,11,67,48
ENSG00000125124,1,0,15,24,9,15,0,58,63,19,9,19,0,15,11
ENSG00000125144,0,0,1,1,4,1,1,0,6,0,1,4,1,12,1
ENSG00000125148,20839,22070,15255,79361,47404,85899,37166,19990,27535,29632,25695,30932,5407,33098,26438
ENSG00000125149,2,6,2,18,3,1,12,1,6,8,6,6,0,9,1
ENSG00000125166,51,29,15,46,39,31,50,49,47,51,26,26,4,44,29
ENSG00000125170,6,21,12,2,33,8,18,21,17,31,7,13,0,7,15
ENSG00000125246,1,0,0,1,0,0,0,0,0,1,4,0,0,1,1
ENSG00000125247,1,4,12,6,6,8,1,4,11,4,10,10,0,13,0
ENSG00000125249,10,11,10,6,11,10,5,17,11,5,3,3,5,7,7
ENSG00000125257,12,7,9,1,13,9,6,1,12,0,6,0,0,1,0
ENSG00000125266,8,2,3,4,15,6,3,27,58,35,30,32,6,21,26
ENSG00000125304,60,72,22,59,97,41,43,35,90,55,58,47,8,42,49
ENSG00000125319,0,0,8,0,1,12,1,1,12,0,0,0,1,0,0
ENSG00000125337,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000125347,9,0,1,1,13,1,1,1,4,0,0,7,0,6,17
ENSG00000125351,1,4,5,10,8,10,1,14,20,0,8,6,0,1,6
ENSG00000125352,3,5,2,8,5,7,0,11,13,19,18,15,1,18,8
ENSG00000125354,25,9,17,14,20,10,7,5,26,20,32,14,4,0,1
ENSG00000125356,1005,1189,907,3247,1929,3884,1512,3540,4795,5189,4729,4397,794,4281,3217
ENSG00000125375,12,7,25,54,11,84,8,19,56,62,62,29,6,38,44
ENSG00000125378,52,44,64,126,70,146,31,151,242,266,160,146,17,143,151
ENSG00000125386,18,18,30,0,1,29,12,1,18,0,17,18,0,29,2
ENSG00000125388,1,1,1,1,2,1,2,3,7,8,3,6,0,5,2
ENSG00000125434,0,3,0,0,1,2,0,12,1,9,1,1,0,2,0
ENSG00000125445,58,110,71,172,110,265,70,187,242,297,181,240,55,234,220
ENSG00000125447,46,36,24,36,36,11,1,34,67,54,28,16,1,24,38
ENSG00000125449,1,4,2,5,7,8,4,7,10,4,3,1,0,5,2
ENSG00000125450,59,26,29,126,83,91,40,12,28,44,18,38,0,39,31
ENSG00000125454,21,0,0,16,1,18,1,6,6,31,14,18,0,24,38
ENSG00000125457,15,4,4,1,4,15,0,28,46,8,8,7,0,23,17
ENSG00000125458,10,15,10,29,0,3,1,9,0,40,15,0,0,17,20
ENSG00000125459,32,15,2,17,27,15,15,50,53,64,74,23,0,57,21
ENSG00000125462,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
ENSG00000125482,4,0,4,1,8,15,3,3,8,0,13,0,0,3,4
ENSG00000125484,4,5,5,7,5,5,6,7,4,10,4,0,0,3,5
ENSG00000125485,0,6,0,5,4,11,0,14,35,2,8,16,1,14,1
ENSG00000125503,8,10,4,22,14,8,8,20,12,12,20,8,0,24,13
ENSG00000125505,57,46,63,55,19,47,17,24,32,22,15,13,0,25,12
ENSG00000125510,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0
ENSG00000125520,93,66,49,74,124,48,68,53,76,67,75,45,1,33,35
ENSG00000125531,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000125534,51,29,19,43,35,21,22,20,24,35,31,28,4,20,13
ENSG00000125538,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000125551,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ENSG00000125611,99,120,96,430,194,532,147,420,604,648,600,612,131,508,434
ENSG00000125618,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8
ENSG00000125629,1,27,4,22,39,63,12,50,115,85,68,36,15,52,21
ENSG00000125630,12,19,2,35,13,19,1,25,42,20,28,4,2,9,4
ENSG00000125633,10,4,2,6,8,1,6,4,14,18,10,8,0,4,1
ENSG00000125637,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000125648,15,17,5,38,15,14,6,11,33,20,13,12,4,11,7
ENSG00000125650,0,1,0,3,0,2,0,0,1,6,2,0,0,2,0
ENSG00000125651,47,25,31,48,59,38,68,37,93,127,93,45,14,58,38
ENSG00000125652,36,23,31,23,53,45,26,78,122,88,48,54,7,47,62
ENSG00000125656,144,52,37,174,149,177,83,187,271,333,254,251,48,223,202
ENSG00000125657,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENSG00000125676,22,1,1,13,10,22,9,6,29,30,25,17,2,19,1
ENSG00000125686,10,14,8,24,7,13,14,8,16,18,8,8,6,12,10
ENSG00000125691,9586,11560,9908,35693,20322,49563,15990,36847,50001,54685,48200,47043,8254,45932,34856
ENSG00000125703,4,4,0,8,8,4,6,0,8,12,10,0,0,4,6
ENSG00000125730,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000125731,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000125733,56,38,15,42,33,81,51,66,108,165,125,62,29,83,36
ENSG00000125734,25,56,32,26,10,11,6,19,84,40,26,21,1,30,9
ENSG00000125735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000125740,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
ENSG00000125741,4,2,4,4,6,6,1,2,6,11,3,5,0,2,4
ENSG00000125743,3260,4117,2962,12619,7867,17075,5577,14165,18345,20400,18617,19276,3040,18694,14364
ENSG00000125744,0,0,0,24,18,1,18,11,0,38,0,0,0,0,1
ENSG00000125746,10,10,0,11,25,34,22,1,5,10,4,13,2,9,20
ENSG00000125753,197,142,98,208,181,323,149,218,300,374,281,259,43,253,123
ENSG00000125755,1,0,1,0,14,33,1,30,49,20,17,17,1,11,0
ENSG00000125772,9,0,1,0,0,1,1,18,9,1,0,6,0,0,0
ENSG00000125775,0,1,0,16,0,1,1,0,8,0,0,1,0,8,12
ENSG00000125779,13,15,3,49,58,14,8,79,51,80,42,62,9,20,42
ENSG00000125804,2,4,3,7,2,2,3,3,9,8,8,12,1,12,1
ENSG00000125810,92,51,48,94,67,88,43,98,163,180,112,120,21,144,85
ENSG00000125812,8,1,0,9,1,6,0,0,8,18,0,1,0,0,6
ENSG00000125814,0,0,0,1,0,0,0,1,8,1,0,8,0,0,0
ENSG00000125817,16,26,14,23,24,20,20,16,16,32,26,26,1,22,14
ENSG00000125818,72,104,50,173,108,99,81,74,148,109,139,166,11,90,113
ENSG00000125821,46,32,26,43,35,68,39,45,62,88,35,56,11,51,41
ENSG00000125826,69,71,45,98,32,51,54,86,111,95,38,32,20,72,63
ENSG00000125827,7,8,1,8,5,8,2,4,9,15,6,6,0,5,4
ENSG00000125834,3,6,0,2,4,4,2,3,8,6,4,6,4,0,6
ENSG00000125835,138,116,138,336,261,251,219,208,413,426,258,196,41,222,244
ENSG00000125841,11,44,12,32,13,5,38,31,26,42,18,41,16,35,20
ENSG00000125843,1,0,0,16,0,0,6,9,12,4,6,4,3,1,9
ENSG00000125844,172,55,53,88,68,82,96,112,180,209,86,58,10,118,54
ENSG00000125845,2,1,2,5,5,1,2,2,3,4,0,2,2,3,1
ENSG00000125846,7,16,1,23,15,6,20,10,0,38,16,12,0,0,1
ENSG00000125848,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0
ENSG00000125863,129,217,209,771,501,1340,328,894,1119,1208,1177,1133,146,954,831
ENSG00000125864,4,0,4,0,10,10,1,5,6,6,0,6,0,5,1
ENSG00000125868,442,627,444,1111,855,1788,579,1345,1822,2082,1871,1253,374,1471,1221
ENSG00000125869,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000125870,52,63,43,139,85,292,77,207,276,334,255,245,70,265,268
ENSG00000125871,15,20,19,57,12,64,17,45,34,81,35,28,5,71,15
ENSG00000125875,38,54,26,5,32,14,35,53,23,23,50,38,0,28,0
ENSG00000125877,30,43,14,49,57,56,55,56,112,86,47,73,11,47,32
ENSG00000125878,0,0,0,0,0,1,3,0,0,0,4,2,0,0,1
ENSG00000125885,1,1,10,1,0,25,15,0,5,10,15,1,1,8,0
ENSG00000125898,1,1,0,20,10,2,10,1,10,10,10,1,0,0,1
ENSG00000125901,12,10,11,12,11,9,9,14,8,20,9,22,4,15,19
ENSG00000125910,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1
ENSG00000125912,62,29,32,78,63,47,54,46,62,112,42,47,11,77,64
