gene_id,gene_name,isoform_id,isoform_switch_q_value,gene_switch_q_value,dIF,consequences
ENSG00000277079,RPS9,ENSG00000277079_iso1,0.004993816,0.046649375,0.310400125,ORF_lengthening;Domain_gain;Domain_loss
ENSG00000275323,RPS9,ENSG00000275323_iso1,0.009264052,0.041093924,0.629529717,ORF_shortening;NMD_affected;transmembrane_affected
ENSG00000274005,RPS9,ENSG00000274005_iso1,0.010117873,0.039456628,0.180707819,NMD_affected;Domain_loss
ENSG00000278081,RPS9,ENSG00000278081_iso1,0.024429481,0.014756946,0.499421619,Domain_gain;signal_peptide_affected;transmembrane_affected
ENSG00000274950,RPS9,ENSG00000274950_iso1,0.024648296,0.080033627,0.495748809,transmembrane_affected;signal_peptide_affected
ENSG00000278270,RPS9,ENSG00000278270_iso1,0.032646285,0.004402885,0.623979213,Domain_gain
ENSG00000274626,RPS9,ENSG00000274626_iso1,0.036397562,0.072513049,0.57519513,ORF_lengthening;NMD_affected
ENSG00000170889,RPS9,ENSG00000170889_iso1,0.039304931,0.041793683,0.78519107,transmembrane_affected
ENSG00000087302,RTRAF,ENSG00000087302_iso1,0.039276944,0.005938466,0.314142662,ORF_lengthening;Domain_gain;signal_peptide_affected
ENSG00000197747,S100A10,ENSG00000197747_iso1,0.044974582,0.020543105,0.369736699,Domain_loss;ORF_shortening;NMD_affected
ENSG00000163191,S100A11,ENSG00000163191_iso1,0.026902803,0.072883873,0.6348774,ORF_shortening;Domain_gain
ENSG00000197956,S100A6,ENSG00000197956_iso1,0.02453459,0.062148686,0.747432421,NMD_affected
ENSG00000079332,SAR1A,ENSG00000079332_iso1,0.033945966,0.050914098,0.49017599,ORF_lengthening;Domain_gain;Domain_loss
ENSG00000205323,SARNP,ENSG00000205323_iso1,0.037903781,0.070260109,0.424939034,NMD_affected
ENSG00000130066,SAT1,ENSG00000130066_iso1,0.023561315,0.030928612,0.4988469,Domain_loss;transmembrane_affected
ENSG00000106803,SEC61B,ENSG00000106803_iso1,0.043670402,0.094239553,0.317079712,ORF_lengthening
ENSG00000127922,SEM1,ENSG00000127922_iso1,0.008062901,0.009067987,0.191647938,Domain_gain;ORF_shortening;ORF_lengthening
ENSG00000140264,SERF2,ENSG00000140264_iso1,0.01119939,0.053256365,0.207343048,ORF_lengthening;NMD_affected
ENSG00000184990,SIVA1,ENSG00000184990_iso1,0.041416172,0.079887583,0.733994587,ORF_shortening;Domain_gain;ORF_lengthening
ENSG00000119705,SLIRP,ENSG00000119705_iso1,0.019883318,0.084423896,0.282853911,ORF_lengthening;NMD_affected;Domain_gain
ENSG00000175061,SNHG29,ENSG00000175061_iso1,0.031399647,0.006796458,0.381075569,ORF_shortening;transmembrane_affected
ENSG00000167088,SNRPD1,ENSG00000167088_iso1,0.034636956,0.080781158,0.525931685,Domain_loss;signal_peptide_affected;ORF_lengthening
ENSG00000125743,SNRPD2,ENSG00000125743_iso1,0.021492892,0.037160982,0.708395254,transmembrane_affected;NMD_affected;Domain_gain
ENSG00000182004,SNRPE,ENSG00000182004_iso1,0.010940103,0.004095285,0.170038809,ORF_shortening;ORF_lengthening;Domain_loss
ENSG00000143977,SNRPG,ENSG00000143977_iso1,0.028254863,0.05469877,0.566001027,Domain_gain
ENSG00000100138,SNU13,ENSG00000100138_iso1,0.048559833,0.07524497,0.443973586,Domain_loss;transmembrane_affected
ENSG00000142168,SOD1,ENSG00000142168_iso1,0.049244421,0.038596178,0.79696464,Domain_gain;signal_peptide_affected;ORF_shortening
ENSG00000075142,SRI,ENSG00000075142_iso1,0.028986703,0.04280816,0.460076473,Domain_loss
ENSG00000140319,SRP14,ENSG00000140319_iso1,0.027499758,0.09453467,0.760849842,NMD_affected;signal_peptide_affected
ENSG00000163479,SSR2,ENSG00000163479_iso1,0.001713008,0.022995334,0.109695359,ORF_shortening
ENSG00000114850,SSR3,ENSG00000114850_iso1,0.03592936,0.058961126,0.661481041,Domain_gain;signal_peptide_affected
ENSG00000160075,SSU72,ENSG00000160075_iso1,0.027176616,0.044117418,0.464660349,NMD_affected;transmembrane_affected;signal_peptide_affected
ENSG00000113387,SUB1,ENSG00000113387_iso1,0.00891905,0.072422638,0.600633731,Domain_loss;Domain_gain
ENSG00000198168,SVIP,ENSG00000198168_iso1,0.024168565,0.073741836,0.73946625,Domain_gain
ENSG00000166012,TAF1D,ENSG00000166012_iso1,0.017140618,0.093930765,0.458366984,ORF_lengthening;signal_peptide_affected;transmembrane_affected
ENSG00000099800,TIMM13,ENSG00000099800_iso1,0.01199085,0.006663788,0.659036825,Domain_gain
ENSG00000102265,TIMP1,ENSG00000102265_iso1,0.029684672,0.005884154,0.665649444,ORF_shortening;NMD_affected
ENSG00000169908,TM4SF1,ENSG00000169908_iso1,0.041869105,0.055661584,0.607135686,Domain_loss
ENSG00000171202,TMEM126A,ENSG00000171202_iso1,0.017623244,0.099489928,0.766190655,NMD_affected
ENSG00000137210,TMEM14B,ENSG00000137210_iso1,0.03119684,0.034101804,0.125800803,ORF_shortening
ENSG00000111843,TMEM14C,ENSG00000111843_iso1,0.020819843,0.080767114,0.123242436,Domain_gain
ENSG00000205544,TMEM256,ENSG00000205544_iso1,0.030308533,0.018639562,0.25325057,ORF_shortening;transmembrane_affected
ENSG00000283771,TMEM256,ENSG00000283771_iso1,0.040216554,0.01574697,0.677921346,ORF_shortening
ENSG00000205542,TMSB4X,ENSG00000205542_iso1,0.014687533,0.031424178,0.604151196,Domain_loss
ENSG00000111669,TPI1,ENSG00000111669_iso1,0.018921067,0.010642238,0.71722308,transmembrane_affected;NMD_affected
ENSG00000167460,TPM4,ENSG00000167460_iso1,0.01804822,0.071989424,0.255506386,Domain_loss;transmembrane_affected;ORF_lengthening
ENSG00000133112,TPT1,ENSG00000133112_iso1,0.041024871,0.09368088,0.508803182,NMD_affected;ORF_shortening;transmembrane_affected
ENSG00000167515,TRAPPC2L,ENSG00000167515_iso1,0.032577887,0.038290216,0.532981779,ORF_shortening
ENSG00000173113,TRMT112,ENSG00000173113_iso1,0.023130946,0.018212891,0.127751039,ORF_lengthening;NMD_affected
ENSG00000224156,TUBB,ENSG00000224156_iso1,0.037299476,0.065781344,0.211435924,Domain_loss;ORF_lengthening
ENSG00000136810,TXN,ENSG00000136810_iso1,0.013676868,0.016120095,0.349054573,Domain_gain;NMD_affected
ENSG00000221983,UBA52,ENSG00000221983_iso1,0.009428465,0.074885958,0.286491575,signal_peptide_affected;Domain_gain
ENSG00000170315,UBB,ENSG00000170315_iso1,0.00711085,0.061475324,0.715529069,transmembrane_affected;Domain_loss;NMD_affected
ENSG00000185651,UBE2L3,ENSG00000185651_iso1,0.027938401,0.033752053,0.229135754,transmembrane_affected
ENSG00000162191,UBXN1,ENSG00000162191_iso1,0.046508593,0.01406421,0.207035084,ORF_shortening;Domain_gain
ENSG00000154277,UCHL1,ENSG00000154277_iso1,0.013883985,0.038012124,0.313724831,transmembrane_affected;signal_peptide_affected
ENSG00000137288,UQCC2,ENSG00000137288_iso1,0.048817796,0.0828228,0.453860955,signal_peptide_affected
ENSG00000156467,UQCRB,ENSG00000156467_iso1,0.001596368,0.012420868,0.360165072,Domain_gain;ORF_shortening;ORF_lengthening
ENSG00000173660,UQCRH,ENSG00000173660_iso1,0.044528083,0.01118978,0.675644892,NMD_affected;ORF_shortening;Domain_loss
ENSG00000167397,VKORC1,ENSG00000167397_iso1,0.049589519,0.093823631,0.647307896,ORF_lengthening
ENSG00000274474,YWHAE,ENSG00000274474_iso1,0.049367352,0.053792794,0.666262225,Domain_loss;NMD_affected;ORF_lengthening
ENSG00000173465,ZNRD2,ENSG00000173465_iso1,0.048231206,0.022516138,0.206096063,signal_peptide_affected
ENSG00000293320,,ENSG00000293320_iso1,0.000648318,0.014650018,0.352994694,NMD_affected;Domain_gain;transmembrane_affected
ENSG00000288663,,ENSG00000288663_iso1,0.019958055,0.018151122,0.751170425,NMD_affected;transmembrane_affected;ORF_shortening
ENSG00000284969,,ENSG00000284969_iso1,0.0296952,0.081809517,0.128738255,Domain_loss
ENSG00000293319,,ENSG00000293319_iso1,0.047213315,0.05067932,0.600153408,Domain_loss;ORF_shortening
